customer_id,age,gender,income_band,city,first_purchase_date
1228,23.0,F,Medium,Chennai,2021-09-29 13:29:04
1229,56.0,F,Medium,Bengaluru,2020-06-29 16:57:51
1230,22.0,M,Medium,Pune,2019-03-24 18:52:27
1231,48.0,M,High,Pune,2022-04-27 23:16:06
1232,42.0,M,Medium,Chennai,2022-04-30 01:26:58
1233,28.0,M,Medium,Bangalore,2021-11-23 07:24:13
1234,49.0,M,Medium,Pune,2019-01-12 19:22:34
1235,,F,Low,Bengaluru,2022-12-09 11:20:44
1236,35.0,F,Low,Delhi,2020-03-21 14:20:01
1237,31.0,M,Low,Mumbai,2019-03-19 22:20:15
1238,41.0,M,Low,Bangalore,2020-01-10 07:17:14
1239,28.0,F,LOW,Mumbai,2020-04-16 12:33:49
1240,35.0,F,Low,Mumbai,2021-05-04 10:26:05
1241,41.0,M,LOW,Mumbai,2022-07-18 15:00:00
1242,54.0,F,Medium,Bengaluru,2022-08-31 17:50:20
1243,45.0,F,Medium,Delhi,2019-05-05 13:08:08
1244,42.0,F,Medium,Bengaluru,2021-06-26 13:41:35
1245,33.0,F,High,Pune,2021-12-14 01:33:31
1246,39.0,M,Medium,Bangalore,2022-03-03 14:55:52
1247,48.0,M,High,Delhi,2021-06-27 09:02:01
1248,34.0,M,Medium,Mumbai,2022-12-22 12:10:05
1249,40.0,M,High,Mumbai,2022-04-01 14:34:38
1250,39.0,M,Low,Chennai,2022-01-24 10:26:27
1251,57.0,F,Medium,Delhi,2019-06-16 08:22:08
1252,52.0,M,High,Bengaluru,2023-01-21 21:37:48
1253,34.0,F,Low,Bengaluru,2022-10-26 12:54:41
1254,22.0,F,LOW,Mumbai,2022-08-15 17:13:08
1255,31.0,M,Low,Mumbai,2022-09-17 09:11:11
1256,44.0,F,High,Bangalore,2021-06-07 12:25:36
1257,26.0,F,LOW,Delhi,2023-10-23 17:11:16
1258,25.0,F,High,Chennai,2020-04-08 15:07:28
1259,33.0,F,Low,Chennai,2021-04-06 16:31:52
1260,30.0,F,High,Chennai,2023-03-09 18:48:43
1261,53.0,M,LOW,Chennai,2021-07-29 07:18:18
1262,22.0,F,Medium,Pune,2020-09-11 10:46:17
1263,58.0,M,High,Bengaluru,2023-12-12 17:17:48
1264,39.0,M,Medium,Delhi,2020-03-22 12:43:16
1265,33.0,M,High,Bengaluru,2022-08-30 18:04:26
1266,48.0,M,Medium,Pune,2022-07-19 03:54:35
1267,,F,Low,Delhi,2019-07-24 17:19:51
1268,42.0,F,High,Bangalore,2020-04-02 06:48:30
1269,,F,High,Bangalore,2019-12-26 12:08:13
1270,40.0,M,High,Bengaluru,2023-01-26 09:53:14
1271,25.0,M,Medium,Bangalore,2022-11-28 21:01:49
1272,56.0,M,Low,Bangalore,2019-05-04 14:24:03
1273,41.0,F,High,Pune,2022-08-14 07:27:03
1274,49.0,M,LOW,Chennai,2019-09-18 01:44:51
1275,31.0,F,Low,Mumbai,2022-06-12 22:46:52
1276,32.0,M,Low,Chennai,2022-05-10 04:36:14
1277,28.0,F,Medium,Chennai,2021-06-20 20:52:02
1278,52.0,F,LOW,Bengaluru,2020-09-22 17:59:08
1279,29.0,F,Medium,Bengaluru,2020-03-27 21:31:36
1280,,F,Low,Bengaluru,2023-06-28 18:05:13
1281,32.0,M,LOW,Bangalore,2021-09-09 18:50:33
1282,30.0,F,High,Bengaluru,2023-01-10 15:38:42
1283,55.0,M,Medium,Bengaluru,2020-11-12 07:32:07
1284,59.0,F,High,Bangalore,2019-08-26 12:16:53
1285,56.0,M,Low,Pune,2023-04-20 23:24:30
1286,50.0,F,High,Mumbai,2022-12-03 20:23:50
1287,48.0,F,Low,Bengaluru,2020-03-12 17:58:08
1288,45.0,F,High,Delhi,2021-06-26 17:27:36
1289,48.0,F,Medium,Delhi,2023-09-25 15:04:51
1290,29.0,F,Low,Bengaluru,2022-05-29 07:44:48
1291,46.0,M,High,Chennai,2020-05-23 16:53:14
1292,58.0,F,LOW,Pune,2021-11-21 22:42:49
1293,41.0,F,LOW,Bangalore,2021-01-27 23:28:34
1294,25.0,F,High,Bengaluru,2020-02-14 12:53:05
1295,41.0,M,High,Mumbai,2020-02-28 13:29:33
1296,28.0,M,High,Delhi,2022-12-07 10:09:27
1297,26.0,F,Medium,Mumbai,2022-01-20 07:21:38
1298,35.0,M,LOW,Pune,2019-06-15 16:34:39
1299,22.0,F,Low,Bangalore,2022-07-10 12:56:02
1300,28.0,M,LOW,Bengaluru,2023-12-11 08:36:07
1301,35.0,M,Low,Delhi,2023-09-30 03:45:28
1302,38.0,M,LOW,Chennai,2023-02-22 04:15:04
1303,50.0,F,Medium,Pune,2021-09-17 07:12:03
1304,30.0,F,Low,Pune,2021-05-24 05:09:33
1305,34.0,F,LOW,Mumbai,2022-12-11 22:38:25
1306,47.0,M,Medium,Delhi,2021-09-17 19:54:50
1307,46.0,F,Low,Chennai,2019-05-03 07:55:20
1308,24.0,M,LOW,Chennai,2021-03-14 19:17:11
1309,25.0,M,Medium,Chennai,2021-02-14 11:34:26
1310,30.0,F,High,Chennai,2022-02-15 07:36:26
1311,48.0,F,High,Delhi,2019-08-13 10:30:51
1312,54.0,F,High,Delhi,2020-11-14 10:06:00
1313,49.0,M,Low,Chennai,2021-06-21 07:34:48
1314,33.0,M,High,Chennai,2023-10-27 20:31:37
1315,30.0,F,LOW,Delhi,2021-04-02 18:32:46
1316,50.0,M,High,Bengaluru,2023-02-12 08:04:55
1317,33.0,F,High,Bengaluru,2022-05-02 05:50:50
1318,22.0,F,High,Chennai,2023-04-10 10:52:17
1319,47.0,M,Medium,Pune,2023-07-21 23:14:31
1320,28.0,M,Low,Chennai,2019-05-12 16:29:47
1321,34.0,M,LOW,Bengaluru,2019-09-10 15:13:41
1322,37.0,M,LOW,Bengaluru,2020-04-29 20:42:47
1323,42.0,M,Medium,Pune,2020-02-13 08:02:02
1324,45.0,F,Low,Chennai,2023-11-21 14:21:56
1325,34.0,M,Medium,Pune,2023-06-09 16:19:29
1326,59.0,M,High,Delhi,2021-07-10 22:29:25
1327,34.0,F,Medium,Delhi,2022-05-08 23:09:24
1328,22.0,F,Low,Chennai,2023-06-13 16:35:07
1329,43.0,M,LOW,Delhi,2021-08-26 08:28:11
1330,47.0,M,Medium,Delhi,2020-11-08 14:14:28
1331,47.0,F,High,Mumbai,2020-01-29 00:32:44
1332,38.0,F,Medium,Bengaluru,2021-03-10 07:01:17
1333,38.0,M,High,Delhi,2023-01-26 17:22:36
1334,30.0,F,High,Bengaluru,2023-04-16 13:19:46
1335,35.0,M,Medium,Bengaluru,2020-08-28 12:27:37
1336,48.0,F,High,Pune,2020-03-14 09:24:18
1337,30.0,M,High,Chennai,2023-10-22 05:31:35
1338,38.0,M,Medium,Bangalore,2019-06-10 15:52:58
1339,38.0,M,Medium,Delhi,2021-04-26 11:30:52
1340,54.0,M,Medium,Bangalore,2019-06-30 10:44:21
1341,32.0,F,Medium,Chennai,2021-11-22 20:32:23
1342,26.0,M,Medium,Mumbai,2023-07-21 21:35:35
1343,58.0,F,LOW,Delhi,2023-05-27 15:54:34
1344,45.0,M,LOW,Bengaluru,2023-10-26 17:58:07
1345,46.0,F,High,Delhi,2021-11-03 02:30:00
1346,47.0,M,LOW,Pune,2021-12-05 05:05:16
1347,30.0,M,High,Mumbai,2022-05-03 13:32:26
1348,36.0,F,Medium,Bangalore,2020-05-10 16:24:56
1349,43.0,F,LOW,Mumbai,2020-07-25 04:59:06
1350,50.0,M,Low,Delhi,2019-05-16 01:04:37
1351,38.0,M,High,Bangalore,2019-03-27 13:52:59
1352,45.0,F,High,Chennai,2023-07-29 12:26:46
1353,38.0,M,LOW,Pune,2019-11-26 22:24:04
1354,42.0,F,Medium,Chennai,2019-10-19 20:04:58
1355,35.0,M,Medium,Chennai,2022-03-29 20:44:28
1356,45.0,M,High,Delhi,2022-10-22 09:31:36
1357,51.0,M,High,Mumbai,2022-12-24 21:21:54
1358,,M,Medium,Pune,2019-07-22 09:27:58
1359,56.0,M,LOW,Bengaluru,2020-10-23 23:30:30
1360,46.0,M,High,Bangalore,2019-09-13 18:25:45
1361,43.0,F,Medium,Delhi,2019-07-12 08:55:37
1362,48.0,F,High,Chennai,2020-01-06 04:31:27
1363,57.0,F,High,Chennai,2022-01-29 09:20:42
1364,43.0,F,High,Pune,2023-08-03 07:13:42
1365,48.0,F,Medium,Bangalore,2023-11-13 15:13:34
1366,40.0,F,LOW,Pune,2019-02-25 16:20:33
1367,47.0,M,LOW,Bangalore,2019-09-29 18:24:35
1368,42.0,M,Low,Chennai,2021-09-03 00:29:01
1369,29.0,M,Medium,Chennai,2019-11-26 20:49:16
1370,59.0,F,Medium,Mumbai,2020-01-07 05:21:32
1371,46.0,F,LOW,Chennai,2020-03-07 21:35:07
1372,34.0,M,Low,Bangalore,2019-11-14 10:38:30
1373,53.0,M,Medium,Chennai,2019-10-08 00:16:01
1374,48.0,F,High,Pune,2021-12-09 15:41:00
1375,37.0,F,Medium,Bangalore,2020-11-23 15:24:10
1376,24.0,M,Medium,Bangalore,2019-12-05 16:51:28
1377,56.0,F,Medium,Delhi,2020-05-02 08:07:58
1378,32.0,M,LOW,Bengaluru,2019-03-26 06:38:25
1379,35.0,M,Low,Chennai,2020-03-23 16:13:47
1380,41.0,F,High,Chennai,2020-03-26 23:48:15
1381,52.0,F,High,Chennai,2019-11-04 04:19:56
1382,33.0,M,High,Delhi,2023-01-23 14:56:34
1383,29.0,F,Low,Bangalore,2019-06-21 10:29:03
1384,45.0,F,Medium,Bengaluru,2023-07-16 11:41:06
1385,22.0,M,Low,Bangalore,2020-07-02 04:48:29
1386,43.0,F,Medium,Mumbai,2021-07-05 01:07:18
1387,,M,Medium,Bangalore,2022-06-21 05:08:47
1388,55.0,M,High,Delhi,2022-10-05 01:44:01
1389,,F,High,Chennai,2022-12-31 02:21:50
1390,51.0,M,LOW,Chennai,2021-05-02 14:11:39
1391,46.0,F,Low,Bangalore,2020-01-14 21:16:43
1392,27.0,F,LOW,Mumbai,2019-07-03 20:52:52
1393,44.0,M,High,Bangalore,2019-01-20 04:11:11
1394,30.0,F,LOW,Mumbai,2021-11-02 15:55:15
1395,48.0,F,Low,Delhi,2019-09-23 07:21:21
1396,50.0,M,Low,Bengaluru,2020-05-02 01:20:03
1397,57.0,F,Medium,Pune,2021-10-24 14:45:36
1398,33.0,M,Medium,Chennai,2021-11-09 03:14:19
1399,40.0,F,Low,Bengaluru,2019-08-30 02:59:33
1400,40.0,M,High,Bengaluru,2021-11-13 11:52:48
1401,54.0,M,LOW,Mumbai,2021-09-04 19:46:17
1402,34.0,M,LOW,Chennai,2023-11-29 05:49:41
1403,38.0,M,Medium,Mumbai,2023-07-18 11:32:16
1404,27.0,F,LOW,Mumbai,2020-08-29 04:30:47
1405,33.0,F,Medium,Delhi,2023-11-25 00:30:55
1406,46.0,F,Medium,Delhi,2023-04-09 19:14:36
1407,42.0,M,Low,Delhi,2020-02-25 11:08:59
1408,58.0,F,High,Delhi,2022-01-27 03:24:42
1409,42.0,F,Low,Delhi,2019-09-10 20:06:58
1410,35.0,M,Low,Bengaluru,2023-05-05 13:14:27
1411,41.0,F,LOW,Pune,2020-02-15 18:22:52
1412,34.0,F,High,Chennai,2020-03-04 02:49:47
1413,36.0,F,Medium,Bengaluru,2022-05-07 05:20:06
1414,43.0,M,Low,Bangalore,2019-06-05 09:38:36
1415,48.0,M,LOW,Delhi,2022-01-04 18:25:14
1416,49.0,M,Medium,Bengaluru,2020-03-24 00:51:44
1417,48.0,F,High,Bengaluru,2020-07-06 07:00:21
1418,34.0,F,Low,Delhi,2019-11-09 11:03:59
1419,59.0,F,High,Chennai,2021-10-11 11:00:02
1420,28.0,F,LOW,Delhi,2019-05-05 17:03:06
1421,57.0,F,Medium,Chennai,2019-02-21 04:13:10
1422,31.0,M,High,Bangalore,2020-02-22 16:49:29
1423,52.0,F,High,Bengaluru,2023-08-15 01:56:49
1424,42.0,M,Medium,Bengaluru,2022-03-20 11:42:37
1425,26.0,F,High,Bangalore,2023-03-23 23:27:29
1426,35.0,M,Medium,Bengaluru,2019-12-05 05:02:59
1427,43.0,F,LOW,Pune,2020-11-21 07:51:40
1428,23.0,M,Low,Bangalore,2022-09-05 08:59:58
1429,51.0,F,Medium,Chennai,2020-10-29 03:35:56
1430,42.0,F,LOW,Mumbai,2019-11-04 07:41:16
1431,41.0,F,Low,Bengaluru,2023-07-12 20:11:31
1432,29.0,M,LOW,Chennai,2022-09-26 09:45:03
1433,50.0,F,LOW,Chennai,2021-09-15 07:00:17
1434,34.0,M,LOW,Delhi,2022-02-08 12:38:06
1435,48.0,M,Low,Delhi,2023-01-07 00:15:17
1436,58.0,M,Low,Bangalore,2019-11-11 22:06:02
1437,50.0,F,Medium,Delhi,2022-03-02 05:41:46
1438,32.0,M,High,Bangalore,2020-10-26 07:20:48
1439,57.0,M,High,Mumbai,2022-07-03 09:01:49
1440,45.0,M,Medium,Pune,2022-07-19 08:16:43
1441,44.0,M,Medium,Chennai,2023-04-06 01:07:03
1442,34.0,F,Medium,Bangalore,2019-11-01 00:34:28
1443,47.0,F,High,Mumbai,2023-09-13 05:20:46
1444,22.0,M,LOW,Chennai,2020-11-03 09:04:58
1445,23.0,M,LOW,Chennai,2022-09-05 04:40:51
1446,38.0,M,Low,Chennai,2022-01-28 04:09:41
1447,40.0,M,LOW,Chennai,2020-05-16 18:42:26
1448,32.0,F,LOW,Pune,2022-04-18 17:51:52
1449,44.0,F,Low,Delhi,2019-08-27 13:08:20
1450,48.0,F,Low,Bengaluru,2023-09-03 18:03:44
1451,57.0,F,High,Bangalore,2020-02-14 17:58:17
1452,52.0,F,LOW,Bengaluru,2021-08-07 10:14:19
1453,22.0,F,Medium,Bangalore,2022-06-26 19:36:28
1454,45.0,F,Medium,Delhi,2020-10-01 05:33:22
1455,25.0,M,LOW,Bengaluru,2023-03-28 16:24:31
1456,44.0,M,High,Pune,2022-08-18 14:45:44
1457,58.0,F,High,Mumbai,2022-09-25 06:09:27
1458,38.0,M,Medium,Mumbai,2019-01-13 10:36:01
1459,23.0,M,LOW,Pune,2023-08-19 18:18:19
1460,56.0,M,High,Pune,2023-11-11 03:34:39
1461,25.0,M,High,Bengaluru,2023-03-06 18:41:11
1462,25.0,F,High,Bangalore,2023-08-30 08:45:47
1463,29.0,M,Medium,Mumbai,2021-03-16 08:50:32
1464,54.0,F,Low,Bangalore,2022-11-25 22:04:12
1465,37.0,M,LOW,Delhi,2022-08-15 03:17:08
1466,55.0,M,Medium,Chennai,2022-11-25 14:21:59
1467,32.0,M,High,Chennai,2021-11-06 00:43:58
1468,54.0,M,LOW,Chennai,2021-03-15 23:45:30
1469,45.0,F,LOW,Pune,2023-05-24 19:23:25
1470,23.0,F,High,Mumbai,2023-02-17 22:12:01
1471,32.0,F,LOW,Chennai,2020-07-02 00:08:19
1472,42.0,M,Low,Bangalore,2021-06-06 22:03:50
1473,33.0,F,Medium,Bangalore,2019-03-02 15:53:38
1474,50.0,F,Low,Chennai,2019-11-07 10:26:07
1475,50.0,M,Low,Bengaluru,2023-06-05 21:14:28
1476,23.0,M,LOW,Pune,2023-01-31 20:50:01
1477,29.0,M,Low,Bangalore,2022-05-07 17:42:38
1478,28.0,M,Medium,Bengaluru,2019-03-03 05:38:37
1479,52.0,M,Low,Bangalore,2023-11-16 23:35:34
1480,57.0,F,LOW,Mumbai,2019-01-10 05:39:28
1481,50.0,M,High,Bangalore,2020-10-09 11:06:13
1482,27.0,M,LOW,Bengaluru,2023-11-16 21:27:23
1483,58.0,M,Medium,Chennai,2019-03-26 22:50:38
1484,56.0,M,Medium,Delhi,2022-08-11 06:57:25
1485,22.0,F,Low,Bangalore,2021-08-25 22:17:25
1486,24.0,M,Medium,Bengaluru,2020-10-29 09:12:20
1487,56.0,F,LOW,Chennai,2021-08-02 04:00:52
1488,54.0,F,High,Bangalore,2022-10-12 03:39:45
1489,41.0,F,Medium,Bengaluru,2021-05-30 20:57:48
1490,47.0,M,Medium,Bangalore,2022-05-06 21:51:12
1491,55.0,M,High,Bengaluru,2020-07-31 15:50:31
1492,35.0,F,Low,Pune,2022-09-09 01:53:24
1493,58.0,F,Medium,Delhi,2020-05-09 11:05:53
1494,58.0,M,High,Bengaluru,2021-05-19 14:37:51
1495,30.0,F,Medium,Delhi,2021-10-18 07:14:25
1496,52.0,M,Low,Mumbai,2023-09-06 10:02:13
1497,23.0,F,High,Bengaluru,2023-05-09 22:13:30
1498,24.0,M,Low,Pune,2020-01-07 22:14:04
1499,46.0,M,LOW,Bengaluru,2019-12-17 22:02:00
1500,50.0,M,LOW,Bengaluru,2021-01-23 01:01:47
1501,49.0,M,High,Bangalore,2023-01-23 21:36:37
1502,29.0,M,Low,Mumbai,2023-06-20 10:10:48
1503,41.0,M,LOW,Chennai,2021-11-06 01:00:24
1504,39.0,M,Medium,Mumbai,2020-02-22 18:57:49
1505,43.0,M,High,Delhi,2021-05-19 17:00:15
1506,33.0,F,LOW,Pune,2021-07-02 01:26:38
1507,23.0,M,LOW,Chennai,2022-02-09 20:36:43
1508,39.0,F,Low,Pune,2021-01-13 21:54:27
1509,,F,LOW,Mumbai,2023-07-25 02:49:04
1510,27.0,F,LOW,Bengaluru,2022-07-06 18:15:03
1511,32.0,M,Low,Delhi,2020-04-30 17:04:31
1512,27.0,F,High,Mumbai,2019-07-05 19:01:05
1513,39.0,M,Low,Bangalore,2020-11-25 00:29:47
1514,39.0,M,High,Bengaluru,2020-05-07 22:34:08
1515,25.0,M,Medium,Bangalore,2021-05-30 10:48:33
1516,46.0,M,LOW,Mumbai,2023-08-30 04:32:32
1517,38.0,M,Medium,Pune,2022-06-14 23:24:16
1518,57.0,M,LOW,Bangalore,2020-01-10 11:47:52
1519,26.0,F,Low,Chennai,2021-09-21 15:07:09
1520,46.0,M,Low,Bangalore,2023-07-09 12:50:40
1521,,M,Low,Delhi,2020-08-20 05:19:08
1522,55.0,F,High,Bangalore,2021-03-10 06:23:47
1523,32.0,M,Medium,Mumbai,2021-12-25 19:29:25
1524,24.0,M,Medium,Pune,2020-04-21 22:55:34
1525,39.0,M,LOW,Delhi,2020-01-19 13:14:41
1526,,F,Low,Pune,2019-09-08 13:57:58
1527,22.0,F,Low,Bangalore,2020-10-26 02:00:57
1528,50.0,M,Low,Mumbai,2019-04-08 16:17:49
1529,59.0,M,High,Pune,2019-10-11 01:08:09
1530,35.0,F,Medium,Chennai,2020-03-20 10:42:22
1531,29.0,M,Low,Pune,2020-09-20 20:19:45
1532,41.0,M,LOW,Pune,2020-11-29 10:16:07
1533,45.0,M,Medium,Mumbai,2020-07-22 04:49:14
1534,22.0,F,High,Delhi,2021-08-01 06:54:58
1535,47.0,M,LOW,Mumbai,2021-11-20 22:00:26
1536,37.0,M,Medium,Chennai,2023-04-20 03:44:05
1537,52.0,F,High,Mumbai,2023-05-24 11:31:20
1538,24.0,M,Low,Pune,2021-12-07 18:41:53
1539,23.0,F,High,Mumbai,2020-05-04 16:03:19
1540,51.0,F,LOW,Bengaluru,2022-08-14 15:26:41
1541,46.0,M,LOW,Bengaluru,2019-01-16 03:28:27
1542,29.0,M,LOW,Chennai,2023-07-20 10:52:03
1543,48.0,F,High,Bengaluru,2022-09-01 16:50:05
1544,57.0,M,High,Bengaluru,2019-04-26 13:58:18
1545,27.0,M,Low,Chennai,2021-05-25 15:19:34
1546,49.0,F,Medium,Bengaluru,2023-11-16 15:03:38
1547,26.0,F,LOW,Chennai,2021-09-12 02:11:31
1548,44.0,F,LOW,Mumbai,2023-10-05 15:49:25
1549,25.0,M,LOW,Pune,2019-08-27 11:57:45
1550,47.0,F,High,Delhi,2023-08-09 19:48:37
1551,51.0,M,LOW,Chennai,2021-01-06 14:54:17
1552,54.0,M,Low,Mumbai,2021-07-12 12:03:14
1553,29.0,F,Low,Bangalore,2022-08-05 11:36:08
1554,36.0,M,Medium,Pune,2019-02-25 00:57:49
1555,35.0,F,LOW,Pune,2021-08-08 22:57:14
1556,47.0,M,LOW,Chennai,2023-03-11 00:21:31
1557,31.0,M,Low,Bengaluru,2022-06-11 09:08:27
1558,25.0,F,High,Mumbai,2023-09-14 05:24:28
1559,33.0,M,LOW,Chennai,2023-04-26 12:15:53
1560,27.0,M,High,Bangalore,2021-04-01 02:04:02
1561,33.0,M,LOW,Delhi,2023-06-13 15:51:09
1562,43.0,M,Low,Bengaluru,2022-04-27 17:18:27
1563,24.0,F,High,Mumbai,2023-08-03 14:56:54
1564,55.0,M,Medium,Bengaluru,2023-12-29 00:02:51
1565,40.0,M,Medium,Bengaluru,2021-11-03 00:18:13
1566,32.0,F,Medium,Bangalore,2023-04-25 21:41:37
1567,46.0,M,Low,Bangalore,2022-11-05 23:05:54
1568,38.0,F,LOW,Pune,2021-09-11 23:45:40
1569,,M,High,Mumbai,2022-06-12 22:43:14
1570,,M,Medium,Bengaluru,2021-08-03 19:29:31
1571,23.0,F,LOW,Pune,2020-08-21 15:12:09
1572,36.0,F,Low,Bangalore,2022-11-05 21:06:58
1573,29.0,F,High,Mumbai,2023-07-02 11:27:56
1574,42.0,M,Medium,Bengaluru,2020-04-27 02:39:24
1575,51.0,M,LOW,Bangalore,2023-03-04 17:51:58
1576,33.0,M,High,Chennai,2021-03-10 06:08:14
1577,58.0,M,Low,Delhi,2020-01-17 22:02:08
1578,58.0,F,Medium,Pune,2022-10-21 12:31:02
1579,58.0,F,Medium,Bangalore,2022-06-02 20:51:23
1580,49.0,F,LOW,Bengaluru,2022-03-03 06:46:44
1581,40.0,M,Low,Bengaluru,2023-08-05 11:42:15
1582,,F,LOW,Bangalore,2019-07-07 03:36:04
1583,53.0,M,Medium,Delhi,2023-07-21 01:29:39
1584,36.0,M,High,Chennai,2021-05-31 01:25:17
1585,35.0,F,Medium,Mumbai,2019-08-29 20:10:35
1586,53.0,M,High,Pune,2020-11-26 17:43:14
1587,22.0,F,High,Chennai,2021-03-15 02:01:03
1588,29.0,F,LOW,Mumbai,2022-06-24 12:19:52
1589,44.0,M,High,Mumbai,2019-02-25 10:44:51
1590,32.0,F,High,Mumbai,2023-01-01 04:56:25
1591,,F,Medium,Pune,2021-10-16 19:32:49
1592,58.0,M,Low,Mumbai,2023-10-17 23:20:46
1593,,F,Low,Bangalore,2022-07-01 15:30:41
1594,42.0,M,LOW,Bangalore,2023-01-31 18:32:06
1595,37.0,M,Low,Delhi,2022-08-26 14:48:09
1596,23.0,M,Medium,Chennai,2023-01-23 20:49:54
1597,49.0,M,Low,Pune,2023-08-10 22:01:29
1598,39.0,F,LOW,Delhi,2022-02-25 09:34:03
1599,56.0,F,High,Bangalore,2020-03-15 19:03:30
1600,27.0,F,Medium,Bengaluru,2022-11-08 10:29:37
1601,,M,LOW,Chennai,2019-11-23 02:38:31
1602,57.0,F,High,Chennai,2022-03-14 02:16:52
1603,52.0,M,Medium,Bangalore,2019-11-23 11:32:50
1604,59.0,M,Low,Delhi,2022-07-16 11:27:21
1605,52.0,F,Low,Chennai,2022-11-09 00:59:51
1606,41.0,M,LOW,Chennai,2023-02-15 17:26:59
1607,55.0,M,Medium,Pune,2023-08-19 18:22:39
1608,28.0,M,High,Pune,2020-01-10 20:12:25
1609,39.0,M,LOW,Mumbai,2023-08-12 22:25:17
1610,28.0,M,Low,Chennai,2020-09-19 02:31:29
1611,49.0,M,Low,Bangalore,2019-11-26 17:13:09
1612,59.0,F,LOW,Delhi,2023-10-01 13:26:13
1613,46.0,F,LOW,Bangalore,2023-02-01 08:12:44
1614,34.0,M,LOW,Mumbai,2020-01-24 00:01:50
1615,52.0,F,Medium,Pune,2023-02-21 02:33:49
1616,22.0,M,LOW,Delhi,2021-01-06 13:47:35
1617,27.0,M,Low,Pune,2021-04-20 20:15:34
1618,51.0,M,High,Chennai,2023-02-22 17:16:49
1619,52.0,F,High,Chennai,2023-06-17 14:00:06
1620,40.0,F,High,Bangalore,2022-09-10 07:17:36
1621,35.0,F,LOW,Chennai,2021-03-10 10:01:30
1622,44.0,F,High,Bangalore,2023-05-06 08:53:12
1623,37.0,F,Low,Bangalore,2022-04-10 07:56:11
1624,44.0,M,Low,Pune,2020-02-09 07:33:21
1625,51.0,M,LOW,Bengaluru,2023-04-27 15:19:00
1626,36.0,M,High,Chennai,2020-03-24 21:41:24
1627,38.0,F,Low,Pune,2020-09-22 19:50:22
1628,35.0,M,LOW,Delhi,2022-07-12 02:58:08
1629,53.0,F,High,Chennai,2022-03-12 20:31:35
1630,38.0,M,High,Delhi,2023-12-06 04:57:47
1631,47.0,M,LOW,Mumbai,2019-10-19 23:33:11
1632,47.0,F,Low,Bengaluru,2021-12-12 17:06:43
1633,50.0,M,LOW,Pune,2023-05-26 16:30:36
1634,43.0,M,Medium,Pune,2021-03-20 18:10:54
1635,53.0,F,Medium,Bengaluru,2020-03-08 23:02:33
1636,56.0,M,High,Mumbai,2020-06-30 15:37:38
1637,57.0,F,High,Chennai,2019-08-13 21:47:33
1638,37.0,F,LOW,Bangalore,2021-07-03 03:21:51
1639,33.0,M,Medium,Bengaluru,2021-09-09 23:14:17
1640,37.0,M,High,Pune,2020-07-14 14:40:28
1641,33.0,M,Medium,Pune,2022-05-03 01:25:29
1642,40.0,M,High,Delhi,2021-03-25 10:07:25
1643,47.0,F,Low,Chennai,2021-10-28 19:32:56
1644,50.0,F,High,Chennai,2020-08-16 05:37:08
1645,57.0,M,Low,Bengaluru,2022-06-15 20:43:51
1646,28.0,M,High,Pune,2020-07-04 22:57:15
1647,51.0,M,Medium,Chennai,2021-08-16 06:36:48
1648,43.0,M,Medium,Bangalore,2019-05-06 15:46:00
1649,53.0,F,LOW,Mumbai,2019-08-05 16:00:27
1650,36.0,F,Medium,Mumbai,2023-12-28 22:43:04
1651,44.0,M,LOW,Mumbai,2023-07-24 21:16:59
1652,53.0,M,Medium,Delhi,2023-04-30 07:20:16
1653,44.0,F,High,Bengaluru,2023-04-24 08:18:56
1654,57.0,F,LOW,Chennai,2021-06-08 02:20:39
1655,43.0,M,Low,Pune,2020-03-16 20:42:31
1656,23.0,F,High,Mumbai,2022-02-10 02:19:07
1657,38.0,F,LOW,Bengaluru,2021-06-30 17:54:51
1658,31.0,F,High,Bangalore,2023-08-27 11:35:47
1659,41.0,M,LOW,Mumbai,2021-09-08 18:12:01
1660,57.0,F,Medium,Chennai,2023-03-30 10:42:06
1661,56.0,F,LOW,Delhi,2021-01-15 19:14:08
1662,34.0,M,High,Pune,2020-12-31 16:37:25
1663,36.0,F,Low,Bangalore,2022-07-19 05:31:38
1664,28.0,F,LOW,Delhi,2019-07-01 17:54:12
1665,59.0,M,High,Chennai,2019-12-26 15:27:44
1666,30.0,M,Medium,Mumbai,2022-01-07 02:40:50
1667,26.0,F,High,Delhi,2019-02-05 04:31:07
1668,31.0,M,LOW,Chennai,2022-03-06 09:31:21
1669,29.0,F,Low,Bangalore,2022-01-17 11:10:11
1670,37.0,F,Medium,Bengaluru,2022-10-04 22:23:19
1671,54.0,M,Medium,Bengaluru,2019-09-03 13:37:46
1672,47.0,M,LOW,Pune,2021-05-13 22:53:49
1673,59.0,M,High,Bangalore,2020-12-12 10:37:21
1674,22.0,M,Low,Mumbai,2020-06-12 10:52:08
1675,30.0,F,Medium,Delhi,2020-12-02 21:44:17
1676,24.0,F,High,Delhi,2023-11-05 13:46:04
1677,28.0,F,High,Pune,2021-05-25 12:12:22
1678,44.0,M,Low,Pune,2021-05-06 23:57:18
1679,59.0,F,LOW,Chennai,2019-07-30 00:07:19
1680,55.0,F,Low,Mumbai,2021-02-14 06:47:10
1681,53.0,F,Low,Pune,2021-12-16 04:57:14
1682,49.0,M,Low,Chennai,2023-02-07 22:30:46
1683,29.0,M,Low,Bangalore,2023-05-22 21:46:13
