order_id,order_date,dealership_id,customer_id,booking_channel,payment_type
1081,2023-11-18 01:58:55,23,2202,Online,Loan
1082,2023-01-12 12:42:31,12,2987,Walk-in,Loan
1083,2023-04-04 01:31:13,19,1978,,Loan
1084,2023-02-05 13:45:16,10,2870,,Credit Card
1085,2023-10-26 18:02:57,24,5139,,Credit Card
1086,2023-10-22 10:20:53,13,3721,Walk-in,CC
1087,2023-06-25 13:58:10,29,926,Walk-in,CC
1088,2023-04-08 14:28:18,1,4525,,CC
1089,2023-03-17 00:21:59,5,5539,Walk-in,Cash
1090,2023-09-12 18:05:01,9,3985,Online,Credit Card
1091,2023-10-14 19:01:06,15,3822,Walk-in,CC
1092,2023-03-31 03:35:24,17,98,Walk-in,Cash
1093,2023-12-20 13:29:09,1,1357,Walk-in,CC
1094,2023-12-19 12:13:51,24,4117,Online,CC
1095,2023-07-11 23:24:00,5,1706,Walk-in,CC
1096,2023-06-07 19:42:42,21,2933,,Loan
1097,2023-06-11 11:23:06,6,3706,Online,Loan
1098,2023-11-27 09:34:28,7,855,Walk-in,Cash
1099,2023-02-01 15:22:35,11,5395,Walk-in,Credit Card
1100,2023-03-17 14:34:11,25,5893,Online,CC
1101,2023-06-30 13:40:39,30,5666,Online,CC
1102,2023-03-25 23:11:16,18,4403,Online,CC
1103,2023-04-24 11:47:09,22,3883,Walk-in,Credit Card
1104,2023-07-07 14:35:21,28,2337,,Loan
1105,2023-05-14 21:06:39,9,5601,,CC
1106,2023-12-29 01:43:26,14,5449,Walk-in,CC
1107,2023-12-30 23:59:06,10,988,,Loan
1108,2023-01-22 12:04:09,17,3093,Walk-in,Credit Card
1109,2023-08-29 05:38:55,29,915,Walk-in,CC
1110,2023-01-20 04:52:15,6,3182,Walk-in,Loan
1111,2023-07-14 23:33:36,7,4335,Online,CC
1112,2023-06-20 10:11:09,5,3290,Online,Credit Card
1113,2023-05-02 09:39:14,27,2623,Online,Loan
1114,2023-10-29 13:04:36,3,2315,,Cash
1115,2023-05-04 09:17:16,23,1433,Walk-in,Loan
1116,2023-01-22 15:09:06,17,4799,Walk-in,CC
1117,2023-01-24 19:15:54,7,3879,,CC
1118,2023-09-01 17:33:40,29,3786,Walk-in,CC
1119,2023-02-21 10:01:04,1,1340,,Credit Card
1120,2023-09-18 04:49:52,15,5037,,CC
1121,2023-03-24 12:28:30,6,2561,,CC
1122,2023-10-14 15:02:28,26,891,Walk-in,Loan
1123,2023-08-12 15:48:17,17,50,Online,CC
1124,2023-03-06 21:28:40,23,4167,Online,Loan
1125,2023-08-03 09:04:40,11,3729,,Credit Card
1126,2023-02-17 00:00:24,20,3297,,Credit Card
1127,2023-07-08 09:42:11,26,5103,Online,Credit Card
1128,2023-01-05 09:58:43,11,5990,Walk-in,Cash
1129,2023-01-24 20:32:10,21,5232,Online,Cash
1130,2023-05-19 02:52:40,17,5978,,Cash
1131,2023-05-22 23:45:15,11,1170,Online,Loan
1132,2023-05-12 21:06:08,24,1644,Walk-in,Credit Card
1133,2023-10-10 20:57:59,14,73,,Cash
1134,2023-09-19 02:07:12,27,3031,Online,Credit Card
1135,2023-10-07 09:27:43,13,5319,,Loan
1136,2023-04-09 21:08:06,4,1050,,Loan
1137,2023-02-08 20:24:13,16,2517,Walk-in,Credit Card
1138,2023-11-26 23:45:41,5,2421,Online,CC
1139,2023-09-26 07:58:34,1,2160,,Cash
1140,2023-09-09 00:21:18,14,4192,Online,Cash
1141,2023-09-26 02:05:59,13,3357,,CC
1142,2023-10-27 15:54:28,17,611,,Credit Card
1143,2023-08-27 14:42:31,15,2872,,Loan
1144,2023-10-18 22:46:29,7,5979,Walk-in,Loan
1145,2023-12-30 12:35:57,16,751,,CC
1146,2023-02-19 17:04:08,6,5434,Online,CC
1147,2023-05-20 20:08:34,22,3396,Online,CC
1148,2023-09-16 18:04:06,23,5374,Walk-in,Loan
1149,2023-09-03 14:28:46,5,4127,Online,Cash
1150,2023-03-15 21:39:45,4,5218,Online,Loan
1151,2023-07-13 04:34:45,9,653,,Cash
1152,2023-12-19 14:51:19,25,3905,Online,Loan
1153,2023-07-03 20:35:59,11,1748,Walk-in,Loan
1154,2023-05-04 18:52:00,13,1058,Walk-in,CC
1155,2023-01-18 16:15:16,3,1311,,Credit Card
1156,2023-07-16 07:27:47,26,1962,Walk-in,Cash
1157,2023-11-20 10:56:02,1,4982,Walk-in,Cash
1158,2023-07-11 18:57:41,4,4955,,Credit Card
1159,2023-03-10 18:25:56,15,2523,,Credit Card
1160,2023-06-09 20:22:58,4,5978,,CC
1161,2023-11-08 20:30:25,1,4138,Walk-in,Loan
1162,2023-11-30 22:30:10,11,832,Walk-in,Credit Card
1163,2023-01-03 19:29:17,25,2727,Walk-in,Cash
1164,2023-09-30 11:53:51,2,1912,Online,CC
1165,2023-07-12 10:36:41,30,641,Online,CC
1166,2023-07-23 07:39:47,7,731,,Cash
1167,2023-04-07 01:00:56,15,3017,Walk-in,Credit Card
1168,2023-01-06 20:31:33,26,3422,,CC
1169,2023-10-14 08:55:42,7,2636,Walk-in,Cash
1170,2023-01-04 13:27:17,8,4617,Walk-in,Credit Card
1171,2023-08-06 19:28:00,26,5828,,CC
1172,2023-06-14 07:58:01,17,3359,Walk-in,Cash
1173,2023-01-10 20:34:59,30,2216,Walk-in,Credit Card
1174,2023-08-13 11:42:02,29,1027,Online,CC
1175,2023-06-28 08:12:14,3,512,Online,Loan
1176,2023-10-31 22:53:38,12,5265,Online,Credit Card
1177,2023-05-15 21:57:53,6,499,Walk-in,CC
1178,2023-02-05 07:47:05,29,1954,Walk-in,Cash
1179,2023-06-08 21:42:16,14,170,Walk-in,Cash
1180,2023-04-07 03:47:28,1,1772,,Cash
1181,2023-12-10 20:21:23,27,5117,Online,Cash
1182,2023-12-22 06:57:46,7,2409,,CC
1183,2023-01-23 02:34:12,6,3499,Walk-in,Credit Card
1184,2023-10-26 08:23:45,1,5570,Walk-in,Loan
1185,2023-01-29 09:02:30,15,11,Online,CC
1186,2023-11-13 19:27:31,16,1032,Walk-in,Cash
1187,2023-03-04 11:22:28,12,2789,,Cash
1188,2023-08-16 05:39:51,9,4891,Walk-in,Loan
1189,2023-11-19 15:43:02,17,3401,Walk-in,Loan
1190,2023-01-02 11:18:42,5,1609,,CC
1191,2023-11-20 23:56:20,1,2178,Online,CC
1192,2023-02-03 04:48:07,20,1085,Walk-in,CC
1193,2023-07-15 09:15:53,5,2513,,CC
1194,2023-07-03 16:13:23,15,3330,Walk-in,Cash
1195,2023-05-17 05:46:46,17,1530,Walk-in,Loan
1196,2023-06-24 17:39:39,1,1240,Online,Loan
1197,2023-07-16 23:59:59,10,4838,,Credit Card
1198,2023-06-05 08:32:40,23,3523,Walk-in,Credit Card
1199,2023-04-28 17:58:02,6,3990,,Credit Card
1200,2023-03-21 15:27:55,18,3233,Walk-in,Loan
1201,2023-06-04 02:17:53,29,3895,Online,CC
1202,2023-10-14 03:36:04,6,1990,Online,Cash
1203,2023-06-21 05:46:40,4,4790,,Credit Card
1204,2023-06-15 04:27:33,25,1962,Online,Credit Card
1205,2023-11-19 20:02:36,6,3880,,Credit Card
1206,2023-06-13 10:33:26,7,1868,,Loan
1207,2023-05-23 21:36:21,15,1297,Walk-in,CC
1208,2023-02-12 21:13:25,30,545,Online,CC
1209,2023-11-03 08:21:41,30,1003,,Credit Card
1210,2023-01-06 04:42:22,27,112,Walk-in,Loan
1211,2023-01-31 02:10:52,21,2417,Walk-in,Cash
1212,2023-05-28 22:55:19,24,2362,,Credit Card
1213,2023-04-10 13:14:00,16,1888,,Loan
1214,2023-10-30 22:54:11,6,4942,Online,Loan
1215,2023-01-26 16:49:33,13,2478,,Cash
1216,2023-04-16 00:43:30,8,4960,Walk-in,Cash
1217,2023-08-04 11:15:18,1,134,Online,Loan
1218,2023-06-06 14:47:19,29,2398,Online,Credit Card
1219,2023-09-10 10:16:34,3,1654,Walk-in,Loan
1220,2023-03-13 22:23:01,15,2038,Online,CC
1221,2023-02-04 04:38:39,14,742,,Loan
1222,2023-08-11 05:34:04,30,3694,Online,Loan
1223,2023-04-09 01:02:46,23,2606,Online,Credit Card
1224,2023-03-27 16:48:10,29,2855,,Loan
1225,2023-04-22 17:53:05,8,5897,,CC
1226,2023-10-11 13:43:25,20,5069,,Cash
1227,2023-11-15 17:20:23,30,1512,,CC
1228,2023-12-27 19:19:08,14,4979,Walk-in,Cash
1229,2023-02-21 16:15:49,11,461,,Credit Card
1230,2023-10-01 14:32:21,22,3429,Walk-in,Credit Card
1231,2023-02-18 05:04:50,20,110,Walk-in,Cash
1232,2023-10-01 23:13:12,2,903,Walk-in,CC
1233,2023-11-22 02:05:25,2,4961,Online,CC
1234,2023-07-08 23:46:43,17,5707,Online,Cash
1235,2023-09-28 03:03:04,15,3914,Online,Loan
1236,2023-09-29 03:57:57,1,3918,Walk-in,CC
1237,2023-06-06 01:26:13,15,5835,Online,Loan
1238,2023-06-29 02:21:34,5,5045,Walk-in,Cash
1239,2023-12-28 23:53:01,2,2359,,CC
1240,2023-08-17 17:41:33,5,297,Walk-in,Cash
1241,2023-08-26 04:33:51,8,5927,,Loan
1242,2023-02-07 06:48:45,13,1563,,Loan
1243,2023-07-03 21:38:21,8,4541,Online,CC
1244,2023-10-13 13:22:31,4,3864,Online,Cash
1245,2023-09-28 15:32:17,11,3644,Online,Credit Card
1246,2023-05-18 17:07:43,12,1614,,Cash
1247,2023-01-09 22:46:49,4,1458,Online,CC
1248,2023-04-17 18:59:42,12,2954,,Credit Card
1249,2023-05-07 06:14:52,30,1888,,CC
1250,2023-05-27 22:42:21,19,1907,Walk-in,Cash
1251,2023-01-31 08:01:44,22,5643,,CC
1252,2023-03-23 03:02:23,24,3422,Online,Loan
1253,2023-11-16 21:14:24,28,114,Walk-in,CC
1254,2023-05-26 23:11:42,30,5434,Online,CC
1255,2023-01-03 00:36:16,6,3966,Walk-in,Credit Card
1256,2023-09-19 02:00:01,9,4694,Walk-in,Credit Card
1257,2023-06-05 07:07:11,29,5834,Online,Loan
1258,2023-12-14 04:51:10,20,890,Online,Loan
1259,2023-05-15 07:49:03,18,3998,Online,Credit Card
1260,2023-08-28 17:58:22,15,1752,Online,Cash
1261,2023-12-29 23:26:43,19,1274,Walk-in,Cash
1262,2023-07-10 17:53:42,8,4005,,Credit Card
1263,2023-09-24 00:22:35,5,1998,Walk-in,Cash
1264,2023-02-11 14:07:43,28,1033,,Cash
1265,2023-10-24 11:07:46,11,2538,Walk-in,Credit Card
1266,2023-07-02 06:32:18,6,3829,Online,Loan
1267,2023-07-25 18:03:57,27,3034,Online,Credit Card
1268,2023-07-28 05:24:41,10,1668,Online,Loan
1269,2023-08-04 06:26:42,11,964,Online,CC
1270,2023-07-10 02:49:58,29,207,Walk-in,Cash
1271,2023-01-04 00:12:22,19,2508,Online,CC
1272,2023-07-20 23:43:40,12,287,,Cash
1273,2023-04-12 11:03:53,17,1137,Online,CC
1274,2023-10-23 09:50:28,8,1450,,Credit Card
1275,2023-09-01 15:16:58,27,778,,Credit Card
1276,2023-07-08 09:09:08,21,3509,Walk-in,Credit Card
1277,2023-07-02 12:05:04,28,881,Online,Cash
1278,2023-02-04 02:45:19,30,1431,,Loan
1279,2023-02-28 17:36:25,19,5336,,Loan
1280,2023-06-16 21:55:37,11,2768,Walk-in,Credit Card
1281,2023-04-27 03:28:29,28,2371,Online,Loan
1282,2023-05-08 15:46:58,19,3888,,CC
1283,2023-02-19 02:33:31,20,195,Online,Cash
1284,2023-01-04 08:41:00,2,26,,Credit Card
1285,2023-09-14 01:43:59,6,4930,Walk-in,Loan
1286,2023-05-03 01:56:12,9,3126,Walk-in,CC
1287,2023-03-08 00:57:49,27,1375,Walk-in,CC
1288,2023-05-18 15:10:20,16,992,,CC
1289,2023-10-05 03:29:56,18,2887,Walk-in,Cash
1290,2023-06-22 19:44:58,20,2592,Walk-in,Credit Card
1291,2023-04-13 15:33:24,9,4377,,Loan
1292,2023-01-17 14:33:01,3,3189,Walk-in,Credit Card
1293,2023-09-18 07:49:41,8,754,,Credit Card
1294,2023-05-05 18:37:19,6,886,Walk-in,Loan
1295,2023-12-25 06:36:00,18,3023,,CC
1296,2023-04-25 04:31:01,12,5055,Walk-in,Credit Card
1297,2023-10-30 18:20:52,24,4883,Online,CC
1298,2023-05-30 03:14:04,16,3705,,Loan
1299,2023-06-21 04:49:25,19,1639,,Loan
1300,2023-05-20 02:19:26,26,5588,Online,CC
1301,2023-01-23 09:23:34,1,468,Online,Loan
1302,2023-05-12 13:08:28,1,3726,Walk-in,Credit Card
1303,2023-09-07 00:18:57,6,4634,,Credit Card
1304,2023-08-01 20:58:13,22,1415,Online,Loan
1305,2023-03-19 01:38:47,26,4874,Walk-in,Loan
1306,2023-07-03 19:15:55,25,1754,Online,Cash
1307,2023-04-27 05:30:38,9,4,Online,Credit Card
1308,2023-11-16 16:43:40,10,3190,Walk-in,Credit Card
1309,2023-10-27 08:09:51,12,535,Walk-in,Loan
1310,2023-02-12 08:36:29,21,5195,,CC
1311,2023-03-06 23:24:05,27,3929,,Loan
1312,2023-09-02 15:52:35,17,4811,,Loan
1313,2023-06-19 00:29:04,20,1118,Online,CC
1314,2023-02-09 13:17:54,20,2694,,Cash
1315,2023-01-17 11:00:18,22,5286,,CC
1316,2023-04-28 18:09:12,13,3348,Walk-in,Credit Card
1317,2023-10-28 23:00:53,10,2540,Online,CC
1318,2023-10-01 01:27:34,17,2793,,Cash
1319,2023-02-15 22:02:52,19,2701,Walk-in,CC
1320,2023-12-25 09:07:43,17,891,Online,Loan
1321,2023-09-26 19:36:22,11,3293,,Loan
1322,2023-05-18 10:03:29,27,3941,Walk-in,CC
1323,2023-04-19 11:44:01,13,5662,Online,Cash
1324,2023-12-21 18:09:47,14,21,Online,CC
1325,2023-12-18 03:59:32,19,4925,Walk-in,Cash
1326,2023-10-20 21:00:29,26,2004,Online,Credit Card
1327,2023-10-10 02:58:51,11,4627,Online,CC
1328,2023-06-06 00:03:24,20,2850,Walk-in,CC
1329,2023-12-14 09:43:56,8,653,Walk-in,Credit Card
1330,2023-07-23 19:34:09,23,4158,,Credit Card
1331,2023-01-04 21:54:27,4,3128,Walk-in,Loan
1332,2023-09-10 00:39:12,15,3186,,CC
1333,2023-11-12 20:56:24,22,4803,,CC
1334,2023-08-27 22:39:06,25,2725,,Credit Card
1335,2023-11-12 20:51:51,19,1087,Walk-in,CC
1336,2023-01-19 20:21:05,29,1136,,Cash
1337,2023-05-16 07:22:16,24,4244,Walk-in,Loan
1338,2023-01-31 16:10:30,23,3133,,Credit Card
1339,2023-02-14 14:48:40,19,4744,,Loan
1340,2023-08-31 01:46:43,3,3640,,Loan
1341,2023-03-05 02:32:10,19,4778,Walk-in,Loan
1342,2023-02-12 14:12:30,13,3863,Walk-in,CC
1343,2023-07-09 10:11:47,1,5382,Walk-in,CC
1344,2023-04-22 22:18:06,24,1160,Walk-in,CC
1345,2023-09-14 22:43:13,6,2359,,Credit Card
1346,2023-10-15 03:39:55,3,4174,,Credit Card
1347,2023-09-28 04:04:36,1,5113,,CC
1348,2023-04-27 19:52:15,13,2936,Walk-in,Loan
1349,2023-08-01 04:14:21,25,150,Walk-in,Credit Card
1350,2023-09-09 02:25:47,17,1434,,Credit Card
1351,2023-06-22 18:01:21,2,5184,,Loan
1352,2023-11-07 19:30:18,19,4622,Walk-in,Cash
1353,2023-12-30 22:26:43,7,4242,,Loan
1354,2023-02-19 13:41:44,15,3720,,CC
1355,2023-01-27 00:18:14,1,1334,Online,Loan
1356,2023-08-25 03:46:57,27,5003,,CC
1357,2023-07-20 15:18:31,18,1515,Walk-in,Cash
1358,2023-06-20 17:14:32,2,4770,Walk-in,Loan
1359,2023-07-09 00:25:57,1,4034,,Credit Card
1360,2023-03-05 08:13:23,17,4819,Walk-in,Credit Card
1361,2023-09-05 11:39:17,7,1975,Walk-in,Cash
1362,2023-01-28 03:07:46,10,1860,,Cash
1363,2023-01-29 02:43:25,28,418,Online,Loan
1364,2023-11-15 02:21:14,25,5582,,Cash
1365,2023-07-03 09:03:31,12,4016,,Cash
1366,2023-07-23 04:45:13,30,4826,Walk-in,CC
1367,2023-02-20 09:36:06,13,5980,,Credit Card
1368,2023-12-21 01:02:28,29,5329,Walk-in,Credit Card
1369,2023-02-14 22:35:34,29,1232,Walk-in,Credit Card
1370,2023-07-31 06:14:03,8,5467,,Cash
1371,2023-08-16 09:39:19,9,1427,Walk-in,Loan
1372,2023-03-23 06:02:15,9,1942,Walk-in,CC
1373,2023-11-29 18:19:39,29,3459,Online,Cash
1374,2023-05-01 23:24:42,4,288,Walk-in,CC
1375,2023-06-11 18:17:23,17,2169,Online,Credit Card
1376,2023-07-11 10:57:07,17,2957,,Loan
1377,2023-04-21 06:02:18,19,5197,Online,Cash
1378,2023-02-22 04:37:06,19,2723,Walk-in,Cash
1379,2023-06-17 09:14:41,16,3763,,Cash
1380,2023-10-31 04:03:28,3,5419,Online,Loan
1381,2023-12-26 01:10:11,26,1655,Online,Loan
1382,2023-05-03 15:12:52,1,5027,,Credit Card
1383,2023-08-03 09:39:47,5,4490,,Credit Card
1384,2023-01-22 00:39:47,10,1748,,CC
1385,2023-12-13 23:05:19,18,5591,Online,CC
1386,2023-11-06 10:22:34,18,4873,,Loan
1387,2023-08-19 12:03:13,21,3446,,CC
1388,2023-05-01 21:51:10,26,5114,,Loan
1389,2023-12-27 16:05:59,24,4747,,CC
1390,2023-07-10 13:14:41,27,3584,Walk-in,Loan
1391,2023-08-10 15:13:30,16,2744,,Loan
1392,2023-07-16 23:43:16,30,4816,Walk-in,Cash
1393,2023-06-11 14:53:12,10,5461,,Credit Card
1394,2023-11-05 23:55:08,28,2562,,CC
1395,2023-10-09 19:03:32,3,3856,,Cash
1396,2023-07-27 08:35:12,17,5512,,Credit Card
1397,2023-05-05 08:02:32,1,3430,Walk-in,Loan
1398,2023-06-25 15:40:25,19,4178,Online,Credit Card
1399,2023-03-05 22:13:44,7,2886,Online,Cash
1400,2023-05-18 05:44:15,8,607,,CC
1401,2023-08-25 12:39:38,22,5052,Walk-in,Credit Card
1402,2023-03-12 01:29:04,7,4740,Walk-in,Credit Card
1403,2023-06-12 22:10:52,1,1176,Walk-in,Loan
1404,2023-09-06 01:25:38,5,4490,Walk-in,Loan
1405,2023-06-30 16:08:08,13,5880,Walk-in,Credit Card
1406,2023-06-05 01:27:45,30,3501,Walk-in,Cash
1407,2023-07-27 20:52:22,10,2179,,Loan
1408,2023-07-20 02:31:24,14,4562,,CC
1409,2023-11-12 22:23:18,7,3191,,CC
1410,2023-08-30 02:44:19,4,4918,,Loan
1411,2023-07-05 00:13:08,14,4446,Walk-in,Cash
1412,2023-05-05 14:23:59,16,5465,,Loan
1413,2023-06-08 03:38:16,10,2177,Online,Credit Card
1414,2023-11-26 15:42:04,4,2758,Walk-in,CC
1415,2023-08-31 09:22:34,14,5821,Online,Cash
1416,2023-06-24 01:27:33,15,4013,,Loan
1417,2023-02-25 12:45:00,25,5685,,CC
1418,2023-07-21 20:55:26,3,5048,Online,Cash
1419,2023-06-14 09:00:01,2,2318,Walk-in,CC
1420,2023-01-17 13:52:26,14,2857,Walk-in,Credit Card
1421,2023-07-19 09:54:30,13,2054,Walk-in,CC
1422,2023-10-10 09:21:49,24,873,Online,Credit Card
1423,2023-03-01 10:01:29,23,5413,Online,CC
1424,2023-02-07 14:29:01,26,1858,Online,Credit Card
1425,2023-11-07 03:30:28,21,2182,,Cash
1426,2023-07-28 11:56:08,19,223,Walk-in,Credit Card
1427,2023-07-30 11:36:12,16,5881,Walk-in,CC
1428,2023-05-02 04:27:22,3,1228,Online,Loan
1429,2023-11-22 03:04:47,27,5881,Walk-in,Cash
1430,2023-04-30 02:23:45,2,4737,,Credit Card
1431,2023-08-30 03:49:35,30,2083,Walk-in,Loan
1432,2023-08-13 09:44:06,21,4667,Walk-in,Credit Card
1433,2023-03-30 00:38:44,8,1235,,CC
1434,2023-10-19 12:37:04,1,2809,,Cash
1435,2023-08-31 22:26:07,28,3334,,Loan
1436,2023-09-18 02:12:48,27,2306,Online,Loan
1437,2023-05-26 05:04:27,17,2423,Online,Cash
1438,2023-11-28 04:31:25,26,1197,Walk-in,Credit Card
1439,2023-10-22 14:23:57,12,882,Online,Loan
1440,2023-07-27 21:07:12,30,3036,Walk-in,Cash
1441,2023-09-27 17:17:56,14,278,Online,CC
1442,2023-07-03 01:49:20,30,4260,,Loan
1443,2023-05-04 05:22:00,25,2562,Walk-in,Credit Card
1444,2023-01-19 13:27:38,14,5731,Walk-in,Cash
1445,2023-09-30 22:49:28,30,5039,Walk-in,Cash
1446,2023-08-11 00:09:43,17,4619,Walk-in,Loan
1447,2023-12-04 03:19:58,6,150,Online,Loan
1448,2023-09-17 20:13:08,3,2421,Walk-in,Loan
1449,2023-10-07 17:46:00,25,2057,Online,Credit Card
1450,2023-01-10 02:46:41,6,1909,Online,Loan
1451,2023-07-24 17:44:43,24,4087,Online,Credit Card
1452,2023-07-27 16:34:19,25,582,Walk-in,CC
1453,2023-09-22 19:45:38,6,869,Walk-in,Credit Card
1454,2023-04-21 01:28:31,4,429,,Cash
1455,2023-05-31 11:40:12,7,1611,Walk-in,Loan
1456,2023-08-11 21:44:45,4,5820,Online,Loan
1457,2023-06-18 16:52:28,18,3083,Walk-in,CC
1458,2023-09-11 07:21:54,3,2357,,Credit Card
1459,2023-08-30 02:14:25,3,214,,Cash
1460,2023-11-03 01:16:59,15,1049,Online,Credit Card
1461,2023-09-21 00:22:03,25,454,Walk-in,Loan
1462,2023-02-08 22:46:33,19,4937,Walk-in,Credit Card
1463,2023-08-12 04:44:19,11,1708,Walk-in,Cash
1464,2023-10-06 16:57:52,15,5443,Walk-in,Loan
1465,2023-07-10 22:13:26,5,1143,,Loan
1466,2023-08-10 06:49:08,23,1080,Online,CC
1467,2023-01-30 17:05:39,22,1681,Walk-in,Loan
1468,2023-03-28 16:30:09,7,1807,Online,Cash
1469,2023-09-23 21:26:36,1,4893,Walk-in,Credit Card
1470,2023-10-25 18:05:00,22,413,,Cash
1471,2023-10-15 00:50:03,21,5687,Online,Loan
1472,2023-10-12 17:46:15,2,1363,Walk-in,Cash
1473,2023-04-15 14:28:27,7,680,,Credit Card
1474,2023-07-19 23:57:02,20,5055,Online,Credit Card
1475,2023-02-05 09:38:03,8,2213,,Cash
1476,2023-01-20 20:50:55,27,3398,Online,CC
1477,2023-03-11 10:28:02,11,5121,,Loan
1478,2023-04-07 22:29:56,23,3530,Walk-in,CC
1479,2023-11-19 07:54:42,16,5961,,Cash
1480,2023-09-09 02:30:19,29,4717,Online,Cash
1481,2023-07-17 15:30:17,14,5397,Online,Credit Card
1482,2023-01-03 22:45:42,19,1436,,Loan
1483,2023-01-16 10:05:55,28,4927,Walk-in,Cash
1484,2023-11-24 02:01:15,25,1684,Walk-in,Loan
1485,2023-04-02 15:55:41,5,865,,Loan
1486,2023-02-10 02:15:28,3,2751,Walk-in,Loan
1487,2023-07-20 10:00:28,4,2608,Walk-in,Cash
1488,2023-03-30 18:02:44,11,5729,Walk-in,Loan
1489,2023-07-16 11:49:02,8,4259,,Credit Card
1490,2023-10-02 10:06:18,27,5124,Online,Credit Card
1491,2023-07-24 11:07:40,1,1844,Online,Cash
1492,2023-01-18 00:05:17,29,5468,,Credit Card
1493,2023-01-10 13:59:34,22,238,Online,Credit Card
1494,2023-09-04 19:59:44,15,1653,,CC
1495,2023-08-05 20:17:00,29,5932,Online,Credit Card
1496,2023-12-01 14:06:15,12,4516,Walk-in,Loan
1497,2023-01-26 16:46:14,24,5653,Online,Cash
1498,2023-11-21 15:37:43,7,3982,Online,Cash
1499,2023-12-07 17:36:29,24,627,Walk-in,Credit Card
1500,2023-04-29 02:08:30,14,5132,Walk-in,Cash
1501,2023-02-27 18:46:39,30,3270,,Credit Card
1502,2023-11-09 22:34:03,13,3291,Walk-in,CC
1503,2023-03-22 12:17:04,10,1700,Online,CC
1504,2023-02-18 02:12:26,1,4748,,Cash
1505,2023-01-14 18:55:57,19,1601,Walk-in,Cash
1506,2023-04-01 19:37:22,5,2502,Walk-in,Credit Card
1507,2023-02-12 16:56:05,2,4177,Walk-in,Cash
1508,2023-02-03 03:43:18,13,5283,Walk-in,Loan
1509,2023-11-09 07:55:11,15,4037,Walk-in,CC
1510,2023-01-19 03:11:27,11,2535,,Cash
1511,2023-01-23 04:58:38,21,2889,,Cash
1512,2023-10-24 07:10:54,8,16,Walk-in,Credit Card
1513,2023-02-24 16:27:08,19,3538,,Cash
1514,2023-05-07 04:09:02,14,1853,,Credit Card
1515,2023-12-01 14:35:38,12,1721,Online,Credit Card
1516,2023-08-23 16:53:38,5,2002,,CC
1517,2023-08-23 03:33:28,17,1454,Walk-in,Credit Card
1518,2023-03-02 03:26:23,11,5743,Walk-in,CC
1519,2023-05-21 10:20:14,22,810,Online,CC
1520,2023-04-28 13:19:00,25,3734,Walk-in,Credit Card
1521,2023-04-13 10:23:18,12,3444,,Credit Card
1522,2023-04-16 11:13:49,1,1210,,CC
1523,2023-02-22 07:43:50,17,2388,Walk-in,Cash
1524,2023-02-06 10:24:20,7,114,,Loan
1525,2023-02-24 08:40:51,12,1876,Online,Loan
1526,2023-04-02 00:25:48,24,2103,,Cash
1527,2023-03-27 19:03:08,30,529,,CC
1528,2023-06-05 15:54:32,29,5120,Walk-in,Cash
1529,2023-10-01 01:51:15,16,1986,Walk-in,Loan
1530,2023-10-07 12:26:35,12,5166,Online,CC
1531,2023-01-01 14:41:50,2,4258,Walk-in,Credit Card
1532,2023-04-27 12:42:52,19,4390,,CC
1533,2023-01-27 09:08:22,15,1651,Online,Loan
1534,2023-12-17 05:31:13,14,5648,Walk-in,CC
1535,2023-10-21 05:42:15,8,5991,Online,Loan
1536,2023-12-02 17:37:55,6,5723,Walk-in,Credit Card
1537,2023-02-24 11:04:20,27,4352,,CC
1538,2023-08-16 02:04:36,22,3588,Online,CC
1539,2023-03-18 11:02:40,6,1490,,Cash
1540,2023-02-27 07:43:58,5,2186,Walk-in,Credit Card
1541,2023-09-18 04:44:13,14,3643,,Credit Card
1542,2023-03-20 03:06:43,4,5970,Online,CC
1543,2023-01-28 02:27:02,15,5227,,Loan
1544,2023-11-05 11:22:43,3,4940,Walk-in,Cash
1545,2023-06-28 03:45:53,24,1667,Walk-in,Loan
1546,2023-12-07 21:14:12,19,5214,Online,Loan
1547,2023-06-19 03:10:30,30,1572,Online,Cash
1548,2023-04-07 07:07:15,24,1724,Walk-in,Cash
1549,2023-08-06 04:54:38,30,5330,,Loan
1550,2023-05-05 20:45:09,17,2381,Walk-in,Loan
1551,2023-06-01 02:36:58,12,4675,Online,Loan
1552,2023-07-01 03:04:03,25,2316,,CC
1553,2023-02-06 11:22:36,18,5487,,Credit Card
1554,2023-07-19 12:34:39,18,4491,Online,Cash
1555,2023-07-10 17:46:58,18,2443,Online,Credit Card
1556,2023-04-29 05:20:15,29,3243,Walk-in,CC
1557,2023-01-04 20:06:33,15,1773,Online,Loan
1558,2023-12-14 13:49:30,12,943,Walk-in,Loan
1559,2023-04-08 11:15:28,21,4689,Walk-in,CC
1560,2023-06-15 09:54:50,16,398,,Cash
1561,2023-07-16 14:55:58,2,4289,,Loan
1562,2023-05-01 21:52:42,30,3700,Walk-in,CC
1563,2023-07-21 21:34:47,13,1702,,Loan
1564,2023-03-03 13:41:14,19,4402,,Cash
1565,2023-04-15 07:47:17,21,798,Walk-in,Cash
1566,2023-07-26 05:41:03,15,3618,Walk-in,Cash
1567,2023-04-12 02:29:00,28,4789,,Loan
1568,2023-08-23 14:53:45,25,3985,Online,CC
1569,2023-11-08 13:13:22,28,2262,,Cash
1570,2023-02-24 18:07:28,25,446,Walk-in,Cash
