order_item_id,order_id,model_id,sale_price,discount,delivery_days_promised,delivery_days_actual
1611,338,33,2119221,,13,7.0
1612,4685,21,1347720,15,11,28.0
1613,3188,17,2341880,15,15,15.0
1614,2361,38,1103214,0.1,11,29.0
1615,4157,21,2221626,,11,12.0
1616,3338,48,932432,10%,9,12.0
1617,31,11,1533445,,18,11.0
1618,2323,25,2584753,,13,24.0
1619,1968,48,1574198,,10,18.0
1620,328,44,826804,10%,5,27.0
1621,1340,1,1756068,0.1,10,7.0
1622,2769,44,1674488,0.1,13,10.0
1623,390,23,2539442,0.1,11,15.0
1624,4815,3,1808660,10%,5,6.0
1625,2915,18,1830649,10%,13,27.0
1626,4801,12,846049,0.1,6,13.0
1627,1829,43,1814500,,19,25.0
1628,434,6,718196,0.1,16,
1629,4633,19,1584648,0.1,11,10.0
1630,3334,8,959515,15,11,7.0
1631,4567,12,1959692,10%,5,13.0
1632,55,23,1947034,10%,10,24.0
1633,2006,8,470931,10%,19,7.0
1634,4333,4,1206323,10%,9,10.0
1635,2918,38,1750375,0.1,7,5.0
1636,4321,6,702139,,18,25.0
1637,3608,27,2589911,,6,
1638,2799,22,885878,10%,19,6.0
1639,683,21,1743043,,10,5.0
1640,410,9,2262426,0.1,16,14.0
1641,1260,4,1534008,10%,14,8.0
1642,4560,29,623217,,10,22.0
1643,2579,44,1728297,0.1,6,25.0
1644,4004,15,1977021,10%,10,28.0
1645,62,29,1692913,,19,24.0
1646,1541,33,2396687,,10,18.0
1647,3376,9,1756756,0.1,9,6.0
1648,2459,14,1267388,15,8,20.0
1649,2642,37,1502951,0.1,17,11.0
1650,332,23,1160226,0.1,17,18.0
1651,3910,29,2547032,,8,24.0
1652,2491,27,1557140,,14,10.0
1653,2817,6,1322695,15,11,20.0
1654,676,3,2227426,0.1,12,27.0
1655,156,39,486248,15,14,22.0
1656,4083,7,2327589,,6,8.0
1657,790,47,1377569,,9,24.0
1658,2731,26,1281070,,16,18.0
1659,3406,11,2114403,15,12,28.0
1660,2431,19,1964729,15,6,22.0
1661,2316,19,1368241,10%,15,26.0
1662,2357,50,518615,0.1,17,10.0
1663,2322,14,2043615,15,13,18.0
1664,263,5,2326168,10%,19,
1665,1894,20,2360628,10%,6,13.0
1666,1706,9,476139,0.1,17,27.0
1667,873,50,2390209,10%,8,13.0
1668,1485,11,2300823,0.1,8,13.0
1669,1353,33,2316690,15,19,23.0
1670,2169,13,912547,0.1,5,6.0
1671,2542,43,2318013,,14,9.0
1672,1583,41,1167062,,5,10.0
1673,1689,4,2454331,0.1,8,28.0
1674,442,36,981682,,14,10.0
1675,4684,42,2377184,,7,19.0
1676,1198,47,1618092,15,12,19.0
1677,2386,28,1861486,15,15,
1678,4064,24,2028209,,15,9.0
1679,1538,43,2233134,,13,29.0
1680,1777,1,1578632,0.1,18,27.0
1681,3340,19,1517986,15,6,25.0
1682,1972,22,1235384,15,18,20.0
1683,685,16,2308145,0.1,15,11.0
1684,3198,22,1968772,15,10,27.0
1685,1641,38,1231049,0.1,12,10.0
1686,3731,24,911291,,10,
1687,623,23,1737668,10%,5,23.0
1688,4600,28,1583767,0.1,11,29.0
1689,275,35,2235614,10%,6,26.0
1690,4142,4,2030810,10%,16,23.0
1691,3414,3,616200,10%,10,24.0
1692,2853,41,965137,10%,7,15.0
1693,2151,32,475300,15,7,28.0
1694,3468,48,817953,15,5,12.0
1695,4052,17,2092685,,12,28.0
1696,2369,18,2594263,0.1,18,11.0
1697,1978,45,772707,,11,19.0
1698,2751,10,1984582,0.1,5,29.0
1699,4835,31,2274968,0.1,18,16.0
1700,3690,50,2591469,10%,19,29.0
1701,3468,36,2562953,0.1,15,28.0
1702,928,6,1050882,,18,29.0
1703,3481,6,693207,10%,16,12.0
1704,200,25,2558535,15,5,28.0
1705,335,16,2564496,15,13,23.0
1706,2857,14,1386581,15,15,6.0
1707,4198,3,1869435,10%,11,14.0
1708,1488,43,2145872,0.1,13,27.0
1709,4487,23,2264060,10%,15,7.0
1710,3815,45,1744219,15,15,10.0
1711,2792,2,1097245,0.1,14,21.0
1712,2094,50,2445139,,13,17.0
1713,3184,1,1728430,10%,7,
1714,581,15,1141545,0.1,13,29.0
1715,4930,13,1655457,,12,25.0
1716,4793,15,1507573,,10,9.0
1717,244,2,852538,15,9,18.0
1718,418,21,2357511,,9,21.0
1719,4942,25,857809,10%,19,20.0
1720,1831,5,1800155,15,9,18.0
1721,853,27,644288,15,14,16.0
1722,4798,18,555066,15,6,26.0
1723,1464,28,2225600,10%,17,9.0
1724,2935,31,1166660,10%,16,21.0
1725,39,31,1826169,10%,18,28.0
1726,718,22,1545550,15,5,23.0
1727,4421,49,1137812,0.1,6,27.0
1728,2265,28,2395715,10%,7,6.0
1729,3629,17,1892644,15,18,
1730,3939,19,1211076,0.1,13,16.0
1731,4720,5,1054865,,15,7.0
1732,4244,48,1192071,,11,7.0
1733,2954,16,855162,10%,8,5.0
1734,2664,47,1136110,,19,23.0
1735,3590,49,939729,15,14,24.0
1736,2465,31,1161223,15,15,
1737,4467,18,2030806,10%,9,18.0
1738,4849,1,1630190,,6,6.0
1739,1444,49,2108308,15,7,10.0
1740,318,36,2516460,10%,11,6.0
1741,1900,15,973965,,6,14.0
1742,1650,49,1436902,15,7,
1743,3735,4,2541621,0.1,17,26.0
1744,2649,43,2122903,,10,
1745,4299,35,1870904,15,9,27.0
1746,1728,23,2216777,10%,15,19.0
1747,3737,31,1663948,15,15,15.0
1748,3451,41,932523,15,6,5.0
1749,401,11,1613859,15,7,15.0
1750,1419,27,1245175,10%,19,20.0
1751,1793,42,611157,10%,9,14.0
1752,2381,38,2373748,10%,12,29.0
1753,4950,5,1509725,15,15,13.0
1754,4964,21,1543511,,6,19.0
1755,2528,13,1120058,0.1,14,23.0
1756,3651,12,1798167,10%,18,15.0
1757,1435,18,784254,15,7,19.0
1758,2128,25,1797347,,8,8.0
1759,3355,49,1437055,15,5,28.0
1760,4866,9,1167455,0.1,12,23.0
1761,816,21,550790,10%,9,12.0
1762,2585,14,1220284,10%,6,
1763,3492,43,1790952,10%,14,9.0
1764,1235,15,526196,10%,16,14.0
1765,4842,45,2180923,10%,8,17.0
1766,3673,36,1343253,0.1,14,27.0
1767,2216,10,1993358,15,15,13.0
1768,3596,48,1857327,,15,12.0
1769,2205,47,558127,10%,9,11.0
1770,2169,38,570479,10%,5,29.0
1771,3741,4,1906597,0.1,8,14.0
1772,3659,44,509912,0.1,6,16.0
1773,805,16,2374920,15,19,12.0
1774,4335,47,1245972,15,10,24.0
1775,4943,49,2071398,,11,10.0
1776,218,39,2436494,10%,12,28.0
1777,4674,46,2263850,0.1,10,11.0
1778,1214,45,2224787,10%,17,5.0
1779,3869,33,803456,,9,5.0
1780,3780,38,1777632,15,13,5.0
1781,3682,11,1963591,0.1,16,24.0
1782,4981,6,526865,15,19,20.0
1783,3939,28,956505,,7,9.0
1784,4863,10,1751579,15,7,22.0
1785,3658,32,1835312,15,8,8.0
1786,3568,10,958231,10%,9,18.0
1787,2264,16,2156119,,9,10.0
1788,2526,7,1307440,0.1,9,8.0
1789,1989,30,1205059,0.1,14,8.0
1790,1925,33,2099616,0.1,12,23.0
1791,3508,4,1769712,15,15,16.0
1792,3594,5,1961062,,14,21.0
1793,3363,19,2299457,0.1,5,18.0
1794,1599,11,674500,10%,10,24.0
1795,75,36,1245760,0.1,7,15.0
1796,3729,34,1903009,15,8,20.0
1797,65,11,2181111,15,9,18.0
1798,4408,39,2057679,0.1,13,11.0
1799,4089,15,1590584,15,12,15.0
1800,3270,5,1538896,10%,8,21.0
1801,564,7,2241695,10%,19,16.0
1802,61,11,1752969,10%,12,14.0
1803,1653,31,863887,0.1,11,25.0
1804,3550,21,1839939,,14,20.0
1805,34,19,2505732,,6,29.0
1806,4715,13,1799264,0.1,9,18.0
1807,2293,30,1044890,0.1,12,23.0
1808,4544,22,2048860,0.1,8,10.0
1809,3083,40,1863114,10%,15,25.0
1810,2625,15,1761818,10%,9,28.0
1811,3069,18,1141984,10%,15,8.0
1812,1365,35,2170930,0.1,18,15.0
1813,666,18,1620343,15,18,15.0
1814,2386,45,2528031,,5,10.0
1815,4659,7,1627043,15,12,18.0
1816,3594,31,501818,10%,9,15.0
1817,2061,3,1494406,10%,8,15.0
1818,1503,35,879782,10%,7,16.0
1819,3211,8,799479,0.1,12,21.0
1820,2746,29,855202,15,9,15.0
1821,1533,38,578801,0.1,15,29.0
1822,21,15,783219,,19,6.0
1823,4412,2,2593377,10%,11,23.0
1824,3640,6,1385534,0.1,13,24.0
1825,3592,47,1945273,,13,26.0
1826,4468,13,1448284,0.1,13,25.0
1827,3158,15,2368565,15,8,18.0
1828,1353,16,986470,0.1,13,25.0
1829,4589,23,764152,0.1,11,26.0
1830,517,48,1243386,,13,21.0
1831,3512,39,1016422,,18,11.0
1832,1979,39,1481050,10%,19,15.0
1833,2943,45,2150602,15,11,9.0
1834,1678,22,1207196,0.1,9,22.0
1835,2093,18,2085293,,18,6.0
1836,4915,4,908734,10%,14,9.0
1837,1759,36,1906503,10%,9,5.0
1838,4715,20,1101355,10%,11,15.0
1839,3257,14,1246015,0.1,8,9.0
1840,364,20,2068150,15,16,14.0
1841,4381,11,745064,,10,22.0
1842,427,1,569775,,12,11.0
1843,4977,6,1787327,0.1,5,22.0
1844,562,16,2293129,15,16,23.0
1845,4280,46,1706997,15,19,19.0
1846,1086,36,1253982,15,7,25.0
1847,3172,24,1321759,10%,7,5.0
1848,1950,11,2388806,15,15,25.0
1849,1820,2,1608956,0.1,9,23.0
1850,4292,24,2528751,15,6,8.0
1851,937,4,1584372,0.1,19,6.0
1852,3540,2,2128920,,14,24.0
1853,1036,40,2048240,15,18,11.0
1854,366,9,1629927,0.1,6,13.0
1855,2381,49,2322384,10%,9,17.0
1856,1062,40,1310734,15,17,29.0
1857,1845,19,1454831,0.1,7,26.0
1858,2583,39,2134416,10%,5,26.0
1859,3882,18,922201,10%,10,12.0
1860,1392,9,1206750,,17,26.0
1861,2004,44,2257788,15,8,28.0
1862,2027,29,1784787,,18,12.0
1863,2166,17,2213355,0.1,19,24.0
1864,2883,40,1700521,10%,11,23.0
1865,3851,5,2510204,,11,8.0
1866,1374,39,2471116,0.1,13,21.0
1867,3661,27,455295,,18,8.0
1868,330,44,1265468,,16,5.0
1869,3244,15,1231035,0.1,8,23.0
1870,2469,43,1760460,,16,5.0
1871,1433,25,1748029,10%,6,
1872,477,21,1690602,10%,13,14.0
1873,4239,40,633910,0.1,17,28.0
1874,4330,27,1892187,,14,7.0
1875,3447,23,1812785,15,9,29.0
1876,3885,18,1617157,0.1,17,19.0
1877,3226,14,2029646,,13,10.0
1878,1557,13,487936,,11,27.0
1879,2356,41,645170,15,10,
1880,3122,21,1201718,10%,6,10.0
1881,2840,26,1863423,0.1,7,17.0
1882,368,41,1199945,,16,5.0
1883,1248,34,1381756,,15,20.0
1884,4076,7,1228843,10%,8,12.0
1885,3098,2,1112436,10%,19,5.0
1886,563,14,2452009,15,8,10.0
1887,656,46,1695082,0.1,19,24.0
1888,3881,8,674225,15,11,20.0
1889,4148,49,1634325,15,15,18.0
1890,4965,28,2382984,10%,12,8.0
1891,4915,10,2078015,10%,17,28.0
1892,827,34,859749,10%,11,
1893,2810,19,1838623,,10,21.0
1894,4559,29,632054,,14,16.0
1895,296,16,479734,0.1,16,23.0
1896,2192,33,522895,0.1,10,14.0
1897,4259,6,1412348,0.1,6,9.0
1898,329,49,1085795,15,12,14.0
1899,3062,45,1015766,15,5,13.0
1900,3668,12,667320,,14,29.0
1901,2435,27,2086220,0.1,12,12.0
1902,1448,1,715327,0.1,12,8.0
1903,4791,19,1241945,0.1,13,18.0
1904,4071,24,2398294,15,16,5.0
1905,4173,26,1153348,15,9,21.0
1906,4528,7,1487183,,9,11.0
1907,2283,7,2033124,15,18,21.0
1908,3822,23,693758,0.1,17,20.0
1909,3528,38,1257819,15,10,16.0
1910,1784,8,1126925,,13,25.0
1911,2459,41,1487041,,12,9.0
1912,4425,6,2534975,0.1,6,27.0
1913,3309,41,1610819,0.1,16,8.0
1914,2724,43,1858607,,9,28.0
1915,2790,1,2405811,,16,9.0
1916,2796,1,1711952,10%,8,23.0
1917,2087,25,1622829,10%,8,
1918,1849,13,2494416,10%,5,17.0
1919,164,43,891901,0.1,14,11.0
1920,1639,25,2031214,15,11,9.0
1921,4245,37,1146788,10%,9,8.0
1922,2831,16,1840062,15,14,24.0
1923,3886,48,1208594,,17,22.0
1924,4184,15,999795,15,13,25.0
1925,681,35,2419912,10%,15,
1926,3208,39,2217892,0.1,5,27.0
1927,3990,11,1684141,0.1,14,24.0
1928,306,49,2403562,,17,13.0
1929,239,22,2405774,0.1,14,22.0
1930,3362,19,1750415,,11,7.0
1931,340,37,692717,,10,16.0
1932,4971,4,1109271,0.1,6,13.0
1933,4116,50,994303,10%,13,14.0
1934,1862,25,1696951,,14,11.0
1935,2659,40,2039184,15,12,19.0
1936,1689,6,2069859,,13,28.0
1937,4065,45,1863480,15,6,28.0
1938,2491,27,829917,0.1,7,21.0
1939,2229,2,732155,,10,17.0
1940,4240,47,2486469,0.1,10,20.0
1941,4966,11,1402004,0.1,8,22.0
1942,1780,38,2243732,10%,15,22.0
1943,3622,10,1022605,15,9,19.0
1944,4042,21,2571416,10%,19,26.0
1945,3297,18,1267618,0.1,13,21.0
1946,2192,36,551280,10%,16,16.0
1947,1388,6,2300364,10%,14,16.0
1948,2797,45,2161540,,18,28.0
1949,3380,16,521019,0.1,5,22.0
1950,619,19,1999908,15,9,11.0
1951,1838,31,887266,15,7,14.0
1952,776,49,2556531,,10,9.0
1953,2505,17,1960117,10%,6,20.0
1954,4024,12,1890784,10%,9,29.0
1955,1983,20,1263308,0.1,19,24.0
1956,4367,24,1988134,,13,10.0
1957,3060,9,2040941,10%,9,24.0
1958,2309,46,1997987,15,8,7.0
1959,4606,22,544844,0.1,8,16.0
1960,4419,30,1613593,15,14,16.0
1961,2067,50,1643400,10%,17,9.0
1962,1439,7,2283848,,14,27.0
1963,2869,15,1864898,0.1,13,28.0
1964,2626,1,679178,15,17,20.0
1965,2169,15,1313406,0.1,13,26.0
1966,1285,18,2531172,10%,13,8.0
1967,358,21,1158424,15,10,11.0
1968,3486,47,1292062,,19,22.0
1969,4145,1,2154460,10%,19,5.0
1970,2106,11,1368024,0.1,17,7.0
1971,1426,45,1993101,15,5,17.0
1972,2153,16,2197833,10%,8,28.0
1973,806,34,548686,10%,14,27.0
1974,2972,16,1082978,15,6,19.0
1975,1592,11,1694741,15,14,16.0
1976,898,9,996673,,14,18.0
1977,1184,44,893433,15,11,8.0
1978,524,4,604945,0.1,12,17.0
1979,3296,2,1218160,10%,16,12.0
1980,1839,22,1390335,10%,17,10.0
1981,2349,6,2160421,,17,12.0
1982,2319,29,1428723,,12,22.0
1983,2826,12,2457794,10%,13,8.0
1984,847,5,635157,,13,23.0
1985,879,18,886047,,19,16.0
1986,1292,33,2498927,,8,
1987,485,2,1589992,15,15,14.0
1988,2339,23,540566,10%,17,14.0
1989,1674,44,719458,,13,
1990,1195,42,1504971,10%,8,27.0
1991,3231,33,2228227,,10,
1992,3999,5,703304,0.1,18,24.0
1993,3476,31,833157,,17,6.0
1994,3067,42,2208841,15,12,19.0
1995,461,48,1013287,15,8,21.0
1996,933,14,1079437,10%,11,13.0
1997,3962,5,2166546,15,9,10.0
1998,1001,22,911252,,12,13.0
1999,664,22,580008,15,16,20.0
2000,1781,28,1491687,,11,6.0
2001,2363,9,2269798,10%,14,7.0
2002,472,28,585710,15,18,6.0
2003,3145,3,695645,15,15,12.0
2004,330,44,1535518,,12,10.0
2005,4046,39,1387046,15,12,7.0
2006,86,41,1199774,0.1,12,26.0
2007,3004,26,2499335,0.1,11,7.0
2008,3011,14,591881,0.1,15,8.0
2009,3860,1,520349,0.1,17,10.0
2010,1997,10,2296832,,8,18.0
2011,3498,31,1297185,0.1,18,14.0
2012,4146,48,1930853,,11,24.0
2013,160,39,1779862,15,17,29.0
2014,3499,49,1924780,,19,20.0
2015,4384,17,2356148,0.1,8,13.0
2016,4201,37,876209,,14,23.0
2017,3595,4,807484,,17,17.0
2018,2060,41,1295330,10%,16,18.0
2019,1301,4,462234,15,8,11.0
2020,2698,15,741373,,11,29.0
2021,1161,36,829385,10%,11,7.0
2022,2444,20,2185553,,7,13.0
2023,4821,41,954028,15,5,21.0
2024,3239,34,2469395,10%,13,26.0
2025,1260,12,2240180,0.1,19,20.0
2026,4423,8,2129564,0.1,5,19.0
2027,1870,36,1316259,10%,10,29.0
2028,4065,30,1749531,15,6,9.0
2029,1245,37,1898630,15,10,
2030,2322,25,1602830,10%,16,28.0
2031,2056,14,1606191,15,5,29.0
2032,3727,33,2575889,15,19,13.0
2033,4615,33,1143071,15,17,7.0
2034,498,18,561490,,6,11.0
2035,36,28,2325411,0.1,17,27.0
2036,3880,6,735642,,14,17.0
2037,3149,34,2415637,0.1,18,24.0
2038,1257,31,1506088,15,9,28.0
2039,3452,24,520529,0.1,5,7.0
2040,4210,24,2084990,15,6,29.0
2041,3940,16,786071,10%,8,5.0
2042,2903,5,1178939,10%,14,19.0
2043,3251,6,1474190,15,11,
2044,4247,41,850753,,13,29.0
2045,4270,47,519564,15,15,19.0
2046,2020,46,889181,15,8,21.0
2047,2816,10,703315,,18,15.0
2048,4604,23,1520897,,5,13.0
2049,1137,35,2490888,0.1,6,22.0
2050,2948,9,2353856,15,5,29.0
2051,4602,38,1647094,15,14,17.0
2052,1058,43,773582,15,14,18.0
2053,4014,50,903590,,16,29.0
2054,1317,34,688330,15,19,27.0
2055,3860,5,1062242,,11,7.0
2056,3555,18,1608517,10%,14,21.0
2057,3741,1,1134060,15,15,19.0
2058,2980,40,1506818,,5,21.0
2059,2272,38,1841629,,13,26.0
2060,5,18,1104243,,11,15.0
2061,2873,42,1525440,,14,14.0
2062,2678,41,1770748,0.1,14,7.0
2063,2614,28,1203630,0.1,8,9.0
2064,3330,43,613392,0.1,8,9.0
2065,952,25,1001969,0.1,6,19.0
2066,424,12,1324013,,12,29.0
2067,4324,16,2196196,15,17,13.0
2068,2433,7,2010266,,10,24.0
2069,4358,49,2339794,15,6,26.0
2070,2888,25,565434,,10,13.0
2071,2408,13,2387151,15,10,19.0
2072,4172,19,1770120,15,19,10.0
2073,3974,43,983187,0.1,12,6.0
2074,2533,50,1419528,15,15,13.0
2075,2480,25,1115649,,13,17.0
2076,4610,24,582579,10%,12,5.0
2077,1995,35,2550728,,17,6.0
2078,2442,36,1217481,10%,9,24.0
2079,3170,45,1669214,,17,25.0
2080,746,40,993550,15,13,11.0
2081,1152,4,617080,10%,8,11.0
2082,4683,41,1955701,,17,24.0
2083,958,9,1745645,0.1,10,10.0
2084,3956,14,2406976,,7,19.0
2085,2056,25,2412095,10%,14,25.0
2086,96,14,1099324,15,17,22.0
2087,1716,43,487301,10%,13,14.0
2088,4447,47,2561772,,13,10.0
2089,1527,10,2134291,0.1,19,18.0
2090,4638,23,1441826,,10,23.0
2091,2735,11,1111049,15,15,26.0
2092,1337,18,795978,15,11,6.0
2093,2282,21,2476571,15,17,26.0
2094,4392,30,2391416,10%,12,
2095,2296,26,1814420,10%,8,8.0
2096,74,23,2069318,,5,21.0
2097,358,36,1194696,10%,13,13.0
2098,1140,16,871707,0.1,7,12.0
2099,4194,30,1633505,0.1,18,25.0
2100,753,9,1746375,,9,7.0
2101,406,11,1684534,10%,7,
2102,970,24,839527,,8,12.0
2103,523,8,1759804,0.1,13,25.0
2104,828,25,976577,,14,24.0
2105,3344,9,2463545,15,6,
2106,2202,2,1770230,0.1,6,17.0
2107,4851,33,2159391,15,7,7.0
2108,948,37,2104896,,8,7.0
2109,3669,40,483041,15,6,27.0
2110,4847,7,753592,0.1,13,17.0
2111,4433,8,1719559,0.1,9,22.0
2112,4146,47,2278412,0.1,7,29.0
2113,1903,8,1154745,0.1,8,16.0
2114,3370,22,2363621,15,16,18.0
2115,2129,43,850153,10%,6,17.0
2116,4662,2,2097699,10%,14,
2117,328,4,2027944,0.1,5,19.0
2118,1534,19,1743845,,16,29.0
2119,3375,42,2047243,,9,19.0
2120,3354,5,2400743,10%,16,28.0
2121,4586,44,1468215,10%,10,13.0
2122,418,41,1549796,10%,19,29.0
2123,4478,15,1407111,15,15,26.0
2124,3983,7,1482258,10%,15,16.0
2125,769,49,1065991,10%,16,25.0
2126,1132,12,2337950,15,6,11.0
2127,4520,39,754908,10%,14,11.0
2128,2762,49,613879,0.1,6,8.0
2129,2652,46,613712,15,19,10.0
2130,1426,12,1430555,10%,10,11.0
2131,1384,25,1494045,10%,14,29.0
2132,1411,7,2024212,15,14,21.0
2133,2731,40,1440888,,10,22.0
2134,302,9,1278659,15,5,22.0
2135,1744,50,1257499,0.1,11,20.0
2136,2588,4,2270499,,17,29.0
2137,4417,14,1332862,10%,16,25.0
2138,2060,43,1551495,15,15,
2139,4448,44,2449603,0.1,7,7.0
2140,3324,30,1383794,10%,18,7.0
2141,1511,7,2162199,10%,9,25.0
2142,3813,9,1719969,,12,19.0
2143,661,7,2556663,,10,6.0
2144,4351,47,1958430,15,12,19.0
2145,4334,34,2527757,10%,16,6.0
2146,522,10,1558971,,5,23.0
2147,1996,2,672814,15,15,14.0
2148,2495,11,2560926,,12,21.0
2149,1587,9,657512,0.1,7,17.0
2150,1307,6,1831056,15,12,24.0
2151,1042,22,1956138,0.1,13,28.0
2152,3509,14,1287928,0.1,19,8.0
2153,2552,16,2075049,0.1,17,21.0
2154,4555,19,1494017,10%,7,27.0
2155,4741,6,2206331,0.1,8,6.0
2156,805,13,2274047,15,8,19.0
2157,2279,42,2222525,0.1,15,17.0
2158,1825,32,2159470,,6,24.0
2159,2726,3,2262500,0.1,13,10.0
2160,1709,29,1651627,10%,16,18.0
2161,1159,33,2404460,,13,9.0
2162,1548,35,2477393,10%,17,14.0
2163,2884,34,1564754,0.1,15,17.0
2164,1690,15,1363161,10%,15,28.0
2165,4490,28,1712828,15,14,25.0
2166,2457,45,1422885,10%,11,19.0
2167,4448,13,884546,,18,
2168,4032,47,2368281,15,15,29.0
2169,3627,12,1217532,15,11,5.0
2170,4966,34,1055716,0.1,19,5.0
2171,4752,33,505379,,14,7.0
2172,4339,34,1830023,10%,12,13.0
2173,3005,21,2219575,,7,16.0
2174,1475,44,461205,0.1,6,23.0
2175,896,46,2000422,15,17,9.0
2176,2470,47,2590257,,18,24.0
2177,811,6,2205957,15,8,28.0
2178,2816,30,2538115,10%,5,6.0
2179,4453,42,2197920,,11,19.0
2180,2770,40,1405642,0.1,12,28.0
2181,3196,14,2341724,15,17,16.0
2182,1422,27,788269,0.1,10,27.0
2183,4160,5,2302576,,17,29.0
2184,3007,20,537734,,16,15.0
2185,3036,18,1258217,15,16,12.0
2186,2097,13,1356326,,15,29.0
2187,1480,43,2245621,0.1,17,12.0
2188,2553,14,2034130,10%,14,7.0
2189,3410,32,1506868,15,5,19.0
2190,2967,3,563707,10%,11,28.0
2191,631,33,1148048,15,14,9.0
2192,3446,9,1432171,0.1,18,24.0
2193,1440,32,1551516,10%,6,13.0
2194,3888,50,1113033,10%,7,14.0
2195,698,8,848509,,15,14.0
2196,152,20,2526696,0.1,9,19.0
2197,4438,24,777485,10%,10,5.0
2198,4312,41,1740464,15,14,17.0
2199,2312,40,1312984,0.1,14,21.0
2200,101,36,2390200,10%,15,
2201,4225,18,672981,15,10,23.0
2202,765,38,1796213,15,17,22.0
2203,4398,23,2297246,10%,11,29.0
2204,2832,5,1195004,10%,10,16.0
2205,31,17,2337342,15,17,9.0
2206,4229,33,901934,,12,23.0
2207,1160,48,2567476,0.1,13,19.0
2208,2955,17,2556061,,18,18.0
2209,4803,23,2448302,10%,16,27.0
2210,2081,14,1716417,0.1,11,25.0
2211,2692,8,2585001,0.1,15,
2212,2547,33,598365,,11,6.0
2213,494,5,2057286,10%,7,26.0
2214,2362,7,1689469,0.1,6,20.0
2215,3004,1,615598,,16,22.0
2216,2923,8,2466179,,11,14.0
2217,4579,4,1380796,15,14,6.0
2218,4689,46,585294,0.1,11,23.0
2219,1120,43,2271741,15,15,8.0
2220,2586,24,2426369,15,8,6.0
2221,416,24,2154618,0.1,11,25.0
2222,3133,13,1690692,10%,11,13.0
2223,1502,50,2587975,10%,15,28.0
2224,1681,36,878832,,18,29.0
2225,3921,18,681326,10%,11,27.0
2226,2013,45,1116525,0.1,13,29.0
2227,4878,28,809575,10%,15,
2228,4365,36,926159,0.1,17,
2229,4386,14,592388,0.1,5,9.0
2230,1024,29,1358323,0.1,13,13.0
2231,733,4,1218046,15,8,7.0
2232,43,29,2124630,10%,8,11.0
2233,4577,15,2152194,10%,8,14.0
2234,4524,44,918574,10%,9,5.0
2235,3037,20,1258091,15,18,15.0
2236,2593,39,1305104,0.1,16,23.0
2237,258,33,2482408,,5,18.0
2238,290,17,478156,10%,8,5.0
2239,2014,46,498932,10%,16,16.0
2240,4543,27,1986248,10%,10,29.0
2241,3966,35,1583134,,8,14.0
2242,2774,38,1969505,,9,20.0
2243,4675,6,1082734,15,5,12.0
2244,1232,21,1059871,15,14,6.0
2245,4495,38,907030,15,13,10.0
2246,3189,22,1862259,0.1,11,26.0
2247,3123,46,1208929,15,12,19.0
2248,3983,45,975126,0.1,12,24.0
2249,1371,1,459518,10%,14,27.0
2250,3655,32,2175485,,12,16.0
2251,3775,8,1580758,10%,15,11.0
2252,1973,38,1108379,0.1,8,18.0
2253,2190,22,1657619,15,12,23.0
2254,653,13,1669376,0.1,13,25.0
2255,3284,6,1240439,,7,10.0
2256,2087,39,755867,,16,20.0
2257,1872,29,2329407,15,11,15.0
2258,4284,21,1553815,15,15,11.0
2259,1441,43,1092974,0.1,19,22.0
2260,1377,18,1476455,10%,11,22.0
2261,762,3,895080,10%,10,13.0
2262,1546,26,1798590,15,6,5.0
2263,3904,50,1261554,0.1,7,6.0
2264,845,49,1618708,,11,21.0
2265,2051,5,703053,0.1,15,19.0
2266,700,13,1825695,15,14,
2267,3159,33,1195897,10%,12,14.0
2268,2970,1,2464260,0.1,15,21.0
2269,3281,6,1093373,15,19,22.0
2270,4317,27,1800033,0.1,16,13.0
2271,4256,13,2166240,,16,12.0
2272,1896,3,1682761,10%,18,13.0
2273,1314,17,2417648,15,15,16.0
2274,871,14,722538,10%,17,23.0
2275,991,19,2294458,0.1,11,26.0
2276,2549,9,2517313,0.1,12,16.0
2277,294,14,1226113,0.1,7,15.0
2278,3157,40,2139832,,11,25.0
2279,662,1,2229761,,16,21.0
2280,4277,17,734367,15,10,14.0
2281,3668,7,2550561,0.1,7,10.0
2282,4566,49,2598050,0.1,7,23.0
2283,3970,13,883421,15,8,12.0
2284,1223,31,2576571,15,15,20.0
2285,1830,19,2189365,10%,5,29.0
2286,1337,45,2277861,,10,14.0
2287,4897,15,846435,,15,21.0
2288,2993,29,1841978,0.1,17,24.0
2289,2012,48,1542662,10%,14,18.0
2290,3868,45,2440906,10%,8,21.0
2291,4862,23,2024738,0.1,14,19.0
2292,1215,23,541812,,14,24.0
2293,1718,4,2068588,,16,7.0
2294,134,16,720937,,6,29.0
2295,446,46,777913,15,13,29.0
2296,1572,50,1672834,10%,18,7.0
2297,1142,40,2137178,,9,29.0
2298,3219,22,2395026,0.1,8,11.0
2299,4998,32,2038075,15,18,8.0
2300,1954,37,1662643,,15,9.0
2301,3080,2,985724,,8,28.0
2302,1705,41,592299,0.1,16,10.0
2303,111,27,1190744,0.1,8,16.0
2304,883,43,2097010,0.1,19,17.0
2305,3318,18,2581050,10%,17,24.0
2306,150,29,593150,,9,16.0
2307,4694,29,1832463,15,7,18.0
2308,786,8,1173480,0.1,11,15.0
2309,2155,15,1626041,10%,10,17.0
2310,4989,21,973786,15,5,26.0
