service_id,order_item_id,service_date,issue_type,service_cost
589,2877,10-03-2024 15:54,ENGINE,13500
590,4888,24-09-2023 02:33,Brake,11888
591,6750,12-10-2023 22:39,BRAKE,19139
592,6094,09-04-2023 15:14,Electrical,2185
593,3418,04-06-2023 21:00,Electrical,6771
594,3656,30-04-2023 12:09,BRAKE,4506
595,282,20-12-2023 06:59,Brake,9499
596,2223,19-01-2024 03:08,Engine,17365
597,2966,05-07-2023 15:44,Brake,9035
598,4784,06-08-2023 15:14,Brake,16965
599,4520,21-05-2023 11:41,ENGINE,10985
600,6540,28-11-2023 19:21,Electrical,17762
601,6720,03-03-2024 19:38,BRAKE,15711
602,4489,18-01-2023 23:19,electrical,17439
603,4318,01-12-2023 01:04,BRAKE,3475
604,1170,26-08-2023 10:41,Brake,14137
605,296,16-09-2023 08:23,electrical,2984
606,291,30-08-2023 20:47,Brake,18688
607,501,12-05-2023 23:28,Electrical,11591
608,4756,08-02-2024 21:20,Electrical,2888
609,2493,04-09-2023 03:59,Brake,5360
610,140,04-01-2024 17:45,electrical,10413
611,4029,03-05-2023 04:04,ENGINE,9715
612,3131,22-09-2023 18:35,BRAKE,17226
613,4841,10-10-2023 03:00,BRAKE,5247
614,120,11-05-2023 11:52,Engine,19163
615,5036,28-01-2024 04:42,Engine,10194
616,5868,18-03-2024 17:56,electrical,17664
617,6439,24-07-2023 17:07,Electrical,19584
618,4791,01-10-2023 16:58,Brake,5733
619,3230,16-08-2023 14:51,Electrical,18507
620,3651,25-12-2023 01:48,BRAKE,7251
621,3186,13-11-2023 13:56,Engine,9418
622,6472,30-09-2023 13:08,ENGINE,11963
623,565,27-03-2023 07:22,BRAKE,12657
624,3754,15-02-2023 03:42,BRAKE,15406
625,2332,09-01-2024 16:39,Electrical,5411
626,6631,14-08-2023 10:45,Brake,14205
627,3639,30-11-2023 21:04,electrical,3969
628,193,10-09-2023 19:19,electrical,5790
629,1617,26-10-2023 09:07,Electrical,1495
630,3343,09-01-2023 22:49,Electrical,7475
631,5841,18-08-2023 12:57,ENGINE,7736
632,524,10-05-2023 09:12,Engine,16601
633,3048,13-10-2023 02:38,BRAKE,2596
634,317,25-12-2023 22:30,Engine,10028
635,5267,13-06-2023 23:01,Brake,9491
636,4697,03-01-2023 19:18,Engine,4165
637,3323,05-04-2023 22:45,Electrical,6851
638,4006,28-01-2023 21:30,electrical,4729
639,5827,09-03-2024 20:58,Brake,12327
640,6104,25-02-2023 21:15,Brake,13155
641,4854,23-04-2023 12:16,Brake,1809
642,6083,05-11-2023 22:00,ENGINE,17124
643,301,22-05-2023 11:03,Electrical,8964
644,107,25-08-2023 02:10,ENGINE,18140
645,1548,29-01-2024 19:43,BRAKE,1733
646,1096,06-03-2023 21:50,Engine,13933
647,690,26-01-2023 17:38,electrical,17171
648,4320,28-06-2023 13:14,Engine,4342
649,5462,27-02-2023 23:59,Electrical,10421
650,1038,26-10-2023 00:08,electrical,15202
651,976,14-12-2023 06:20,Electrical,17017
652,1019,29-03-2023 00:28,BRAKE,11424
653,1486,01-10-2023 19:34,Engine,6837
654,5361,06-09-2023 22:13,electrical,9064
655,3280,28-01-2024 07:53,electrical,3937
656,2722,15-03-2023 22:29,ENGINE,18397
657,939,02-04-2023 14:57,ENGINE,3171
658,2169,13-07-2023 05:33,BRAKE,16942
659,6994,10-10-2023 09:59,electrical,11119
660,5500,07-09-2023 03:38,electrical,3583
661,6819,04-11-2023 10:46,ENGINE,6440
662,4569,10-02-2024 03:33,electrical,10176
663,2229,23-12-2023 03:31,Engine,18609
664,4238,08-07-2023 13:02,BRAKE,7042
665,1508,18-04-2023 09:52,Brake,3206
666,5736,10-02-2023 16:08,Electrical,5959
667,6211,10-09-2023 07:17,BRAKE,15417
668,5826,31-01-2024 05:13,Engine,11176
669,1510,01-02-2024 09:15,ENGINE,16943
670,3370,09-03-2023 18:35,Electrical,6625
671,6230,26-12-2023 01:37,BRAKE,10069
672,1690,18-11-2023 04:33,BRAKE,5220
673,6856,27-02-2024 09:19,ENGINE,18065
674,3227,20-01-2024 01:50,electrical,5987
675,1113,26-02-2023 07:56,Brake,6451
676,3711,27-02-2023 15:25,electrical,8370
677,806,25-07-2023 10:00,BRAKE,11208
678,349,14-04-2023 09:12,electrical,13642
679,4201,25-01-2024 18:59,Brake,12012
680,3091,11-09-2023 10:42,ENGINE,8032
681,2427,18-04-2023 07:40,electrical,15552
682,6406,05-03-2024 16:21,BRAKE,7294
683,6188,24-12-2023 13:53,Brake,5245
684,513,07-07-2023 08:24,electrical,8255
685,2273,31-10-2023 16:35,ENGINE,18988
686,2924,20-01-2024 17:29,Brake,12929
687,1694,18-01-2023 21:20,Engine,7589
688,2044,20-05-2023 05:23,electrical,3457
689,6864,08-06-2023 08:08,BRAKE,6008
690,5586,30-04-2023 14:03,Electrical,18141
691,2227,23-09-2023 02:22,Electrical,8131
692,1381,08-01-2023 12:58,BRAKE,7789
693,29,14-08-2023 01:23,electrical,6239
694,2128,22-03-2024 13:08,BRAKE,9994
695,528,21-04-2023 08:50,BRAKE,18720
696,3925,06-07-2023 01:51,electrical,2341
697,4526,06-07-2023 17:54,Engine,2584
698,5784,13-01-2024 20:41,Engine,17338
699,3182,11-10-2023 04:43,electrical,2883
700,1763,10-07-2023 05:42,Brake,14654
701,748,21-03-2023 21:17,BRAKE,7505
702,3115,30-09-2023 13:19,BRAKE,8823
703,1359,23-12-2023 18:44,electrical,3217
704,548,31-08-2023 06:41,ENGINE,15988
705,527,25-11-2023 20:16,Brake,19250
706,3535,13-08-2023 11:10,ENGINE,8066
707,2862,17-01-2024 21:13,electrical,10466
708,4134,12-04-2023 16:27,ENGINE,16860
709,661,14-03-2023 06:53,Electrical,3248
710,3969,18-02-2023 15:02,ENGINE,14909
711,2678,19-10-2023 08:09,Engine,16919
712,2521,11-11-2023 02:06,Engine,19644
713,2921,22-07-2023 19:01,Electrical,7339
714,3225,20-01-2023 17:47,electrical,16890
715,5811,02-03-2023 14:56,BRAKE,13009
716,5138,29-06-2023 22:38,electrical,9705
717,4612,14-02-2024 06:01,Brake,7634
718,6061,06-05-2023 05:12,ENGINE,1841
719,6295,25-05-2023 08:51,Brake,15976
720,5273,09-08-2023 04:25,ENGINE,17216
721,2206,07-02-2023 21:34,Brake,10997
722,2271,30-03-2024 15:38,ENGINE,11111
723,5334,10-02-2024 16:45,Brake,2181
724,5326,05-07-2023 06:30,ENGINE,15160
725,113,31-08-2023 10:19,Electrical,7072
726,4270,14-08-2023 13:59,Engine,12357
727,6044,08-01-2024 02:57,ENGINE,11733
728,2086,06-01-2024 15:46,ENGINE,10828
729,4898,03-05-2023 12:34,electrical,4585
730,593,29-01-2024 03:11,Brake,11105
731,3788,11-08-2023 23:18,ENGINE,8376
732,58,12-03-2024 23:59,ENGINE,5675
733,2348,20-01-2023 14:18,electrical,19987
734,545,14-11-2023 14:44,electrical,15011
735,6395,02-08-2023 16:44,BRAKE,7392
736,579,04-05-2023 16:44,ENGINE,4433
737,5760,14-07-2023 09:47,ENGINE,7120
738,5086,10-05-2023 03:07,electrical,11922
739,3001,01-10-2023 14:53,Brake,4391
740,5375,12-05-2023 01:21,Brake,7573
741,2521,03-09-2023 22:36,electrical,18919
742,6512,23-12-2023 00:37,BRAKE,19521
743,4105,19-08-2023 12:25,Engine,13546
744,4866,19-01-2024 16:02,BRAKE,10564
745,5774,19-08-2023 11:16,electrical,14823
746,942,24-04-2023 06:09,Brake,1892
747,1130,01-09-2023 07:20,Electrical,12661
748,1304,15-06-2023 10:15,Electrical,12514
749,2473,21-03-2023 03:26,ENGINE,19689
750,3159,11-01-2024 16:32,Engine,17312
751,3376,22-02-2024 15:43,Electrical,15590
752,5837,21-05-2023 19:18,electrical,6057
753,1690,10-02-2023 15:34,ENGINE,13896
754,6614,02-02-2024 04:40,electrical,19950
755,3944,22-02-2023 02:54,Electrical,11576
756,2711,10-04-2023 15:52,BRAKE,3794
757,3679,23-01-2023 01:59,BRAKE,7218
758,4894,08-02-2023 05:36,BRAKE,6852
759,188,12-09-2023 07:27,BRAKE,10818
760,1754,09-06-2023 03:24,Electrical,6604
761,5862,05-11-2023 19:29,electrical,1118
762,5821,30-06-2023 15:11,Electrical,12125
763,312,05-09-2023 09:59,BRAKE,4771
764,1907,19-04-2023 12:16,Brake,11365
765,3717,06-02-2024 00:53,electrical,5401
766,494,18-07-2023 20:49,Electrical,4835
767,6406,01-01-2024 20:34,Engine,16898
768,3265,29-01-2024 11:50,Electrical,13670
769,2836,22-03-2024 13:15,electrical,8933
770,3867,01-04-2023 13:08,BRAKE,8725
771,4437,17-02-2023 21:44,ENGINE,17547
772,2542,05-03-2023 11:14,Brake,19951
773,65,23-12-2023 14:06,Brake,19427
774,4715,15-10-2023 15:06,electrical,14154
775,6770,12-02-2023 17:12,Engine,19300
776,5774,04-12-2023 21:27,electrical,1497
777,3027,23-03-2023 12:50,Brake,9804
778,4483,25-11-2023 17:03,Brake,5169
779,1181,13-01-2024 19:33,electrical,12225
780,3701,15-11-2023 16:25,Engine,11812
781,4278,04-01-2024 22:11,Electrical,15436
782,6832,18-09-2023 06:43,Electrical,1434
783,1729,13-11-2023 12:14,Engine,2427
784,5138,18-01-2024 13:03,electrical,9456
785,2782,12-02-2023 14:21,electrical,14740
786,2058,27-02-2024 13:32,electrical,7072
787,2239,22-01-2023 06:15,Electrical,13252
788,731,01-09-2023 06:13,ENGINE,9402
789,5507,11-11-2023 13:00,BRAKE,18868
790,720,10-03-2023 06:04,Electrical,13696
791,6538,08-09-2023 04:37,BRAKE,12485
792,6777,28-06-2023 00:03,electrical,13122
793,1864,30-08-2023 08:05,ENGINE,11232
794,6827,07-10-2023 20:04,ENGINE,7243
795,3164,17-08-2023 21:50,Brake,5390
796,6784,04-01-2024 08:08,BRAKE,11767
797,3000,02-04-2023 18:57,Engine,18709
798,4391,18-01-2023 21:04,Electrical,8289
799,3901,19-10-2023 15:31,Engine,19053
800,1397,20-01-2023 05:34,BRAKE,12741
801,890,12-02-2023 22:07,BRAKE,2926
802,4649,30-03-2023 10:41,Electrical,2088
803,1677,22-05-2023 17:17,Engine,2237
804,3057,30-04-2023 09:54,electrical,17413
805,3546,15-02-2024 01:20,Brake,10233
806,1265,06-04-2023 11:08,BRAKE,18350
807,3832,23-05-2023 20:44,Brake,4369
808,5882,22-06-2023 18:35,ENGINE,11221
809,3641,22-01-2023 10:17,BRAKE,2839
810,260,25-08-2023 07:27,Brake,1558
811,4258,06-01-2023 22:18,ENGINE,16822
812,3346,26-07-2023 16:33,electrical,10129
813,4374,21-11-2023 17:13,electrical,8496
814,843,09-05-2023 16:51,Electrical,7759
815,5193,01-02-2024 00:11,ENGINE,7764
816,4194,05-10-2023 20:44,Brake,6886
817,594,17-09-2023 22:45,electrical,11147
818,6569,04-10-2023 12:10,BRAKE,13805
819,6922,14-12-2023 22:16,ENGINE,2497
820,3774,14-01-2024 22:31,electrical,19502
821,5911,06-03-2024 07:13,BRAKE,11131
822,967,22-03-2024 12:51,ENGINE,16579
823,5320,12-06-2023 20:49,ENGINE,14648
824,864,08-04-2023 01:34,BRAKE,15839
825,5821,17-04-2023 01:15,BRAKE,19191
826,3372,31-03-2023 03:15,ENGINE,11911
827,1945,19-03-2024 00:34,BRAKE,8249
828,5018,20-03-2024 13:17,Engine,2889
829,6051,13-07-2023 12:16,Engine,17503
830,5837,23-08-2023 00:41,Electrical,10111
831,4636,23-03-2023 20:41,electrical,4388
832,1611,18-06-2023 08:02,Engine,4658
833,1270,19-08-2023 12:19,Engine,11169
834,396,03-08-2023 13:24,BRAKE,17620
835,2163,29-03-2024 19:11,Brake,6630
836,5115,25-01-2023 09:21,electrical,2094
837,1835,01-04-2023 19:22,ENGINE,3882
838,3804,11-03-2024 21:53,BRAKE,13931
839,1945,26-07-2023 13:16,ENGINE,14580
840,2077,05-12-2023 11:49,electrical,11287
841,4790,22-10-2023 17:46,BRAKE,5910
842,6139,14-02-2024 14:09,Electrical,13800
843,3252,14-03-2023 10:30,Electrical,4414
844,5889,06-01-2023 15:07,BRAKE,1128
845,168,03-03-2024 14:56,BRAKE,4099
846,2135,05-06-2023 10:03,ENGINE,8103
847,1331,25-10-2023 07:04,Engine,12759
848,6809,04-01-2023 13:31,Electrical,17835
849,1553,04-03-2024 11:01,Brake,18423
850,2794,12-04-2023 17:02,ENGINE,18888
851,442,15-01-2023 19:31,Engine,18148
852,734,20-04-2023 04:45,ENGINE,17848
853,4166,21-07-2023 13:16,BRAKE,5303
854,607,23-08-2023 08:27,BRAKE,18423
855,6472,11-06-2023 21:08,BRAKE,6547
856,1580,04-09-2023 11:05,Engine,5111
857,6857,25-02-2023 20:32,electrical,17460
858,6196,07-02-2024 05:56,ENGINE,2821
859,543,31-10-2023 13:15,Brake,19431
860,4398,19-02-2023 09:36,Brake,12194
861,1716,29-09-2023 12:18,electrical,16214
862,942,11-09-2023 09:24,Engine,9863
863,230,22-11-2023 01:51,ENGINE,4927
864,29,17-01-2024 04:52,electrical,19474
865,720,11-10-2023 09:47,BRAKE,18053
866,2888,12-02-2024 09:50,Engine,15868
867,1852,04-05-2023 00:29,ENGINE,9331
868,2563,01-01-2024 06:56,ENGINE,9251
869,3810,06-12-2023 01:30,ENGINE,12237
870,1349,28-04-2023 08:50,BRAKE,19417
871,4680,09-04-2023 08:17,Electrical,4974
872,6580,15-12-2023 10:54,ENGINE,8820
873,4133,01-12-2023 09:03,Engine,2985
874,2636,16-08-2023 20:32,BRAKE,19000
875,4498,29-02-2024 22:40,Electrical,6411
876,3163,24-12-2023 00:17,Brake,7256
877,5995,06-07-2023 12:32,ENGINE,12662
878,3631,02-03-2024 18:25,Brake,2296
879,1747,25-12-2023 00:27,BRAKE,9556
880,3304,11-11-2023 10:25,Electrical,13146
881,6258,14-01-2023 14:22,Electrical,4560
882,4818,14-05-2023 05:46,Brake,1060
883,4964,08-06-2023 09:18,Electrical,3981
884,5960,23-11-2023 22:45,BRAKE,1018
885,5277,28-01-2024 13:06,BRAKE,11910
886,6930,31-01-2023 11:41,ENGINE,1903
887,6981,16-11-2023 06:31,BRAKE,4108
888,3901,31-01-2023 17:58,BRAKE,12832
889,5053,08-11-2023 17:52,Engine,10757
890,1662,17-04-2023 14:22,BRAKE,15797
891,1925,05-08-2023 05:11,BRAKE,4009
892,6313,05-04-2023 19:06,BRAKE,6698
893,1177,21-09-2023 21:45,electrical,9905
894,2881,16-12-2023 03:49,Electrical,2127
895,749,22-02-2024 15:59,electrical,16547
896,5195,04-09-2023 12:25,BRAKE,14732
897,6862,22-07-2023 08:53,electrical,15166
898,1833,20-07-2023 08:04,Brake,9230
899,1902,13-12-2023 21:17,BRAKE,8996
900,1971,05-03-2023 12:37,Brake,14207
901,689,11-05-2023 08:55,Electrical,18646
902,4096,01-09-2023 10:38,ENGINE,7487
903,4655,25-11-2023 06:10,Electrical,17973
904,4997,02-11-2023 02:51,Engine,2426
905,6982,03-10-2023 03:17,Electrical,6019
906,4561,27-08-2023 22:46,BRAKE,11136
907,3195,10-02-2023 23:50,Electrical,3078
908,4427,05-10-2023 10:47,BRAKE,1075
909,2590,23-01-2024 10:15,BRAKE,8142
910,4239,16-03-2023 19:37,Engine,17057
911,4750,27-06-2023 21:05,Brake,4429
912,4720,03-02-2024 17:36,Electrical,14861
913,2957,24-07-2023 10:26,Electrical,9562
914,5916,27-05-2023 04:08,electrical,17900
915,2027,13-09-2023 08:33,BRAKE,8994
916,6705,18-04-2023 08:45,Brake,15141
917,440,16-08-2023 01:43,BRAKE,15952
918,6953,24-11-2023 05:16,Engine,3994
919,5992,23-09-2023 03:48,BRAKE,5268
920,5800,12-10-2023 08:45,electrical,19277
921,382,30-09-2023 23:57,electrical,19876
922,765,29-12-2023 13:59,Brake,8789
923,1047,09-03-2024 00:10,BRAKE,13098
924,2237,13-07-2023 00:17,electrical,4396
925,527,15-07-2023 02:07,Engine,19470
926,6108,17-09-2023 23:21,BRAKE,19025
927,6657,06-09-2023 20:00,ENGINE,16349
928,3580,10-07-2023 05:48,electrical,14070
929,6354,22-01-2024 13:09,Brake,1183
930,5681,15-01-2024 14:34,Brake,13052
931,457,13-08-2023 12:09,Electrical,9605
932,4658,28-07-2023 18:55,electrical,3358
933,2381,18-07-2023 16:11,BRAKE,2379
934,1038,18-05-2023 20:56,Brake,5576
935,1225,24-01-2024 17:37,Brake,12505
936,6682,13-09-2023 07:20,Electrical,6724
937,6624,19-04-2023 23:53,Brake,14053
938,4995,21-09-2023 13:07,electrical,13724
939,402,03-01-2023 01:02,BRAKE,9282
940,4565,02-09-2023 01:40,electrical,13908
941,1311,28-09-2023 04:54,electrical,4065
942,3288,03-02-2023 13:37,BRAKE,3073
943,1314,31-12-2023 19:40,Electrical,7140
944,298,02-09-2023 14:52,Electrical,3082
945,3397,18-03-2024 02:12,BRAKE,6494
946,4799,09-12-2023 02:23,Electrical,17690
947,2592,12-12-2023 14:58,BRAKE,10299
948,725,08-07-2023 21:48,electrical,4350
949,3822,27-03-2023 08:27,Brake,10916
950,5659,31-12-2023 00:31,Engine,7020
951,1249,14-04-2023 19:10,Electrical,18112
952,899,20-07-2023 12:45,BRAKE,5833
953,3283,04-03-2023 21:14,Engine,8527
954,3065,18-11-2023 03:43,electrical,17253
955,1025,26-11-2023 04:45,Brake,14826
956,2285,20-02-2023 15:36,BRAKE,5340
957,3448,13-01-2024 19:45,Engine,14312
958,6468,05-05-2023 16:35,ENGINE,9577
959,4922,29-04-2023 00:57,electrical,3512
960,2267,09-03-2023 08:39,Engine,15503
961,6327,21-08-2023 08:13,ENGINE,1176
962,234,28-03-2023 21:36,Electrical,18118
963,3159,30-08-2023 03:18,Electrical,18145
964,580,05-06-2023 03:02,Brake,17827
965,3220,06-05-2023 01:44,ENGINE,15264
966,652,20-02-2023 14:13,Electrical,17812
967,3904,04-01-2023 20:25,Electrical,9155
968,2143,23-01-2024 21:27,BRAKE,15392
969,3657,08-06-2023 14:42,electrical,4545
970,2765,30-12-2023 07:44,Brake,6060
971,930,21-06-2023 09:11,Brake,13332
972,6881,03-02-2023 13:35,Electrical,8541
973,5800,12-09-2023 12:47,ENGINE,18147
974,2806,23-04-2023 01:01,electrical,11583
975,2478,10-10-2023 05:58,Electrical,3405
976,6302,26-06-2023 02:54,Electrical,7229
977,943,23-10-2023 00:47,electrical,1331
978,5755,06-08-2023 22:39,Brake,19359
979,2990,20-09-2023 07:41,Engine,7105
980,5270,26-02-2023 12:35,electrical,3901
981,5875,06-11-2023 18:22,BRAKE,6987
982,1572,09-10-2023 10:45,Engine,5753
983,6353,11-02-2023 10:34,electrical,18698
984,4617,03-07-2023 20:51,electrical,5876
985,6276,21-10-2023 08:35,BRAKE,10092
986,5158,09-02-2023 22:18,ENGINE,11669
987,4087,07-03-2024 23:12,ENGINE,2328
988,5020,08-02-2024 14:28,electrical,4757
989,5714,16-02-2023 14:10,Engine,4376
990,453,21-03-2023 08:14,Brake,18371
991,2805,24-01-2023 10:35,electrical,12499
992,258,31-01-2023 08:31,BRAKE,5700
993,779,27-08-2023 08:03,electrical,18419
994,158,01-09-2023 12:59,electrical,14111
995,4268,04-12-2023 03:38,electrical,5701
996,4955,14-04-2023 09:45,Brake,19478
997,1039,28-01-2023 22:46,BRAKE,14336
998,6872,12-12-2023 03:11,BRAKE,6196
999,5331,30-09-2023 20:22,ENGINE,12884
1000,3496,28-06-2023 00:48,ENGINE,9262
1001,2230,02-03-2024 11:22,Electrical,11267
1002,4764,07-11-2023 07:30,BRAKE,3622
1003,5960,10-03-2024 20:30,ENGINE,17532
1004,5014,12-11-2023 04:10,BRAKE,9868
1005,5052,12-03-2023 20:51,Engine,18954
1006,6395,02-04-2023 21:29,Brake,6178
1007,5842,26-11-2023 05:50,BRAKE,1535
1008,6409,17-12-2023 11:58,electrical,6922
1009,2219,22-02-2023 16:00,Electrical,16005
1010,3509,24-12-2023 17:20,BRAKE,10787
1011,1046,30-03-2024 19:17,electrical,2343
1012,6655,17-02-2024 00:35,electrical,18173
1013,121,21-01-2024 03:17,Electrical,18811
1014,3301,27-09-2023 20:43,ENGINE,18309
1015,3939,13-02-2023 14:40,Engine,19778
1016,966,27-04-2023 12:50,Engine,1213
1017,1291,07-06-2023 19:27,Engine,15674
1018,4439,26-05-2023 09:18,electrical,13890
1019,107,31-08-2023 18:41,Brake,10126
1020,4047,12-06-2023 09:24,Brake,6365
1021,5303,14-12-2023 14:12,BRAKE,12175
1022,2835,19-12-2023 12:37,Engine,16647
1023,170,09-11-2023 16:27,Electrical,12882
1024,6808,19-06-2023 13:57,BRAKE,8747
1025,5130,17-03-2024 12:02,electrical,5621
1026,2024,17-10-2023 09:19,Engine,12355
1027,5089,12-02-2024 17:39,electrical,3480
1028,2514,04-08-2023 07:38,Brake,3542
1029,6573,10-10-2023 12:44,Engine,6405
1030,1682,06-01-2023 00:09,Engine,18946
1031,6765,02-10-2023 23:17,Electrical,6247
1032,6169,31-07-2023 13:29,Engine,5381
1033,5416,25-11-2023 15:05,ENGINE,2158
1034,2559,24-04-2023 20:52,BRAKE,5745
1035,2495,21-06-2023 11:02,Brake,18455
1036,960,29-03-2024 08:19,Electrical,13136
1037,2083,26-08-2023 01:26,Engine,16568
1038,1180,08-05-2023 03:53,Brake,5909
1039,4493,18-03-2024 06:01,Brake,6950
1040,1641,16-02-2023 05:31,electrical,18378
1041,4951,13-05-2023 17:26,electrical,5775
1042,3538,20-08-2023 05:12,Electrical,17935
1043,3162,17-02-2024 14:51,BRAKE,9831
1044,1280,08-12-2023 07:26,Electrical,18447
1045,2292,14-02-2023 21:28,Brake,13511
1046,3349,20-03-2023 10:12,BRAKE,8702
1047,2360,24-05-2023 04:56,Electrical,10240
1048,3977,18-01-2024 05:00,Brake,6458
1049,3702,09-10-2023 03:02,Engine,14772
1050,2862,08-10-2023 10:45,ENGINE,18611
1051,3221,29-02-2024 09:05,Brake,3014
1052,879,07-03-2023 12:49,BRAKE,15286
1053,4439,05-06-2023 01:18,Electrical,3872
1054,1833,28-08-2023 12:18,Engine,8706
1055,5190,15-02-2023 17:55,electrical,13509
1056,575,08-04-2023 20:38,Electrical,8842
1057,29,13-10-2023 19:22,Electrical,12704
1058,1601,19-02-2023 12:12,Brake,14721
1059,3721,16-02-2023 22:20,Electrical,17815
1060,2679,17-10-2023 01:50,electrical,2675
1061,5001,07-06-2023 08:52,BRAKE,5653
1062,6424,31-05-2023 01:59,Electrical,16017
1063,5612,15-07-2023 05:19,Engine,11523
1064,3548,23-11-2023 08:29,ENGINE,12676
1065,5914,17-04-2023 13:57,electrical,16465
1066,5879,06-02-2023 07:23,ENGINE,10039
1067,272,01-01-2023 15:11,Brake,17543
1068,6343,22-04-2023 10:46,Electrical,2912
1069,3601,17-08-2023 12:58,electrical,1895
1070,3568,29-04-2023 19:49,electrical,9679
1071,3045,02-01-2024 03:24,Electrical,4805
1072,742,22-04-2023 20:20,BRAKE,14637
1073,3106,09-12-2023 00:39,Brake,9047
1074,275,27-11-2023 12:41,electrical,2439
1075,5768,19-08-2023 00:51,Engine,17778
1076,4017,16-03-2024 09:52,ENGINE,15869
1077,3223,03-01-2023 12:51,electrical,19647
1078,3856,04-06-2023 01:17,Engine,19974
1079,2746,08-07-2023 21:29,ENGINE,14337
1080,654,10-01-2023 07:27,ENGINE,8519
1081,2642,21-12-2023 16:29,ENGINE,12278
1082,1137,18-05-2023 19:09,ENGINE,5714
1083,5209,30-09-2023 12:50,electrical,9693
1084,1085,05-12-2023 09:54,ENGINE,16335
1085,5687,02-10-2023 08:09,BRAKE,9828
1086,5968,17-03-2023 19:15,ENGINE,12357
1087,1999,23-09-2023 02:38,Brake,15150
1088,300,18-09-2023 08:45,ENGINE,2021
1089,3507,26-04-2023 21:23,ENGINE,9170
1090,4889,23-05-2023 12:07,BRAKE,4889
1091,3296,16-01-2024 19:36,ENGINE,7861
1092,1340,08-03-2023 21:30,BRAKE,16370
1093,5401,28-12-2023 11:01,Engine,16990
1094,5311,01-01-2024 04:03,electrical,14334
1095,2276,25-10-2023 02:23,BRAKE,17203
1096,3016,10-01-2024 03:48,Engine,18589
1097,5940,24-06-2023 03:43,Engine,13635
1098,2660,29-11-2023 20:11,electrical,17374
1099,1145,29-06-2023 08:55,Brake,13773
1100,2152,05-02-2024 17:53,ENGINE,5099
1101,336,11-05-2023 00:02,ENGINE,1832
1102,3536,13-03-2023 19:37,electrical,17813
1103,2182,11-08-2023 13:54,electrical,10301
1104,4006,19-01-2024 03:19,electrical,2845
1105,2574,13-09-2023 05:42,Brake,10312
1106,6101,16-03-2023 16:31,electrical,14366
1107,4825,13-09-2023 16:21,Engine,17809
1108,5484,18-11-2023 21:47,Engine,10570
1109,348,16-04-2023 13:19,Engine,8998
1110,2566,19-03-2023 02:45,ENGINE,14380
1111,842,02-11-2023 18:39,ENGINE,1271
1112,3822,18-10-2023 01:59,Brake,16736
1113,903,06-08-2023 19:38,Engine,6138
1114,4171,07-02-2023 00:45,ENGINE,10407
1115,1804,06-03-2023 09:15,electrical,14280
1116,6153,28-07-2023 05:31,Engine,4784
1117,4015,01-07-2023 09:11,ENGINE,16613
1118,389,07-02-2024 07:40,Engine,3132
1119,1946,15-10-2023 23:03,Engine,14751
1120,4315,01-11-2023 16:24,electrical,15621
1121,255,28-04-2023 03:07,ENGINE,9261
1122,6121,22-01-2023 00:53,BRAKE,5401
1123,6250,23-04-2023 09:50,Brake,8881
1124,1071,06-05-2023 13:57,ENGINE,13526
1125,40,05-08-2023 17:01,ENGINE,5145
1126,1276,16-02-2024 00:30,Engine,19644
1127,6094,02-11-2023 13:47,BRAKE,12696
1128,2033,07-02-2024 10:47,Brake,18892
1129,5565,07-02-2024 14:47,Electrical,15726
1130,2001,29-10-2023 01:21,electrical,4616
1131,1352,09-06-2023 07:38,Electrical,16863
1132,4865,31-08-2023 18:08,BRAKE,15609
1133,1450,11-02-2024 08:29,electrical,4618
1134,3616,29-11-2023 00:39,Electrical,8722
1135,5062,03-06-2023 02:52,Electrical,9041
1136,4410,11-10-2023 00:30,Brake,10508
1137,3872,20-01-2023 13:47,Electrical,14519
1138,2094,18-09-2023 06:24,Engine,14282
1139,4677,08-03-2024 00:28,Electrical,6948
1140,6527,29-02-2024 15:49,Brake,6217
1141,4501,17-04-2023 17:27,ENGINE,17938
1142,5103,06-03-2024 13:37,BRAKE,16950
1143,2013,07-05-2023 03:56,Engine,4705
1144,3419,18-12-2023 11:29,ENGINE,1399
1145,1934,14-11-2023 18:10,Engine,17269
1146,681,22-01-2023 05:38,Brake,11470
1147,6457,04-05-2023 06:10,Engine,13474
1148,6371,01-02-2024 00:36,Engine,5823
1149,1072,29-11-2023 18:36,Engine,5431
1150,1881,26-07-2023 04:11,Electrical,5813
1151,3864,24-03-2023 17:37,electrical,7265
1152,2651,24-12-2023 00:02,ENGINE,16168
1153,4807,10-03-2023 08:52,Brake,7645
1154,5338,27-03-2024 14:19,Electrical,15127
1155,3515,16-07-2023 23:27,Brake,10294
1156,5569,04-09-2023 04:04,Electrical,3295
1157,5532,11-03-2023 13:05,electrical,3670
1158,3605,30-09-2023 12:32,Electrical,7692
1159,1445,01-08-2023 04:51,BRAKE,7847
1160,6416,16-11-2023 00:56,Engine,2584
1161,1862,22-01-2024 14:44,ENGINE,6249
1162,1941,20-01-2023 15:41,electrical,10860
1163,2486,06-05-2023 20:40,Brake,19171
1164,4733,14-10-2023 06:28,BRAKE,15038
1165,1282,04-10-2023 06:57,BRAKE,19459
1166,1808,08-06-2023 04:38,electrical,6320
1167,3855,10-02-2023 08:59,electrical,12394
1168,4989,08-01-2023 19:03,Electrical,2795
1169,5392,05-03-2024 02:44,Electrical,16684
1170,3652,24-07-2023 17:42,electrical,9522
