snapshot_id,snapshot_date,dealership_id,model_id,stock_on_hand
2867,2023-05-06 21:44:35,1,18,
2868,2023-07-12 15:53:34,11,35,25.0
2869,2023-05-27 18:06:03,16,20,11.0
2870,2023-04-23 01:55:33,11,31,6.0
2871,2023-07-15 04:03:31,9,5,16.0
2872,2023-06-26 02:34:57,2,32,38.0
2873,2023-06-30 10:50:40,7,47,25.0
2874,2023-09-22 08:36:45,19,42,35.0
2875,2023-10-11 16:17:01,30,19,38.0
2876,2023-04-04 07:23:12,18,1,37.0
2877,2023-10-13 08:13:11,29,7,15.0
2878,2023-05-30 20:52:29,20,22,9.0
2879,2023-11-01 09:28:03,7,50,13.0
2880,2023-07-26 19:57:56,23,34,6.0
2881,2023-05-09 07:52:42,9,10,21.0
2882,2023-02-07 10:51:03,12,47,34.0
2883,2023-05-05 19:27:55,29,42,26.0
2884,2023-11-30 12:47:26,3,26,3.0
2885,2023-02-20 17:30:30,23,32,22.0
2886,2023-12-24 01:01:00,22,42,23.0
2887,2023-10-21 18:00:47,26,27,38.0
2888,2023-02-18 06:11:35,16,12,35.0
2889,2023-06-09 03:08:07,7,40,32.0
2890,2023-12-29 06:27:01,23,23,4.0
2891,2023-01-31 05:46:01,26,14,17.0
2892,2023-08-06 06:37:53,5,34,11.0
2893,2023-07-25 21:44:47,25,17,1.0
2894,2023-06-09 20:42:13,23,6,31.0
2895,2023-12-14 21:30:21,7,27,17.0
2896,2023-02-07 21:44:32,28,8,3.0
2897,2023-11-26 07:59:44,30,33,11.0
2898,2023-04-27 14:31:38,19,35,25.0
2899,2023-09-07 22:37:38,17,47,30.0
2900,2023-04-11 10:08:34,16,17,32.0
2901,2023-08-21 16:43:22,30,26,7.0
2902,2023-03-10 15:56:12,30,7,34.0
2903,2023-11-26 15:52:04,21,46,17.0
2904,2023-11-01 23:33:36,24,24,31.0
2905,2023-01-25 20:06:17,21,25,19.0
2906,2023-05-02 12:33:57,26,35,10.0
2907,2023-09-29 21:31:18,19,26,17.0
2908,2023-01-26 18:23:37,25,50,25.0
2909,2023-01-08 07:45:31,18,5,15.0
2910,2023-04-12 06:39:24,19,47,9.0
2911,2023-08-08 19:34:02,28,38,8.0
2912,2023-08-20 22:06:58,4,35,10.0
2913,2023-05-01 11:39:31,26,30,6.0
2914,2023-04-14 01:51:05,1,50,23.0
2915,2023-02-23 03:12:58,27,25,15.0
2916,2023-11-03 07:44:41,4,24,1.0
2917,2023-12-07 04:22:37,4,30,37.0
2918,2023-03-01 14:23:07,9,20,11.0
2919,2023-09-14 15:28:46,8,3,27.0
2920,2023-04-25 05:37:45,2,32,37.0
2921,2023-11-12 00:29:17,29,8,27.0
2922,2023-05-11 15:32:47,23,50,0.0
2923,2023-12-24 09:21:35,6,47,3.0
2924,2023-10-12 18:44:57,23,23,7.0
2925,2023-11-20 12:35:43,11,46,24.0
2926,2023-02-11 05:18:17,4,16,10.0
2927,2023-10-06 21:21:54,30,35,14.0
2928,2023-12-30 04:37:20,14,25,21.0
2929,2023-07-17 05:10:15,21,15,1.0
2930,2023-02-03 05:22:04,22,8,39.0
2931,2023-07-27 08:14:49,9,34,17.0
2932,2023-10-08 07:25:53,2,25,5.0
2933,2023-02-14 18:14:53,27,49,4.0
2934,2023-03-12 16:31:51,25,44,16.0
2935,2023-06-09 13:57:58,26,19,8.0
2936,2023-07-14 13:42:30,1,43,27.0
2937,2023-07-16 15:35:15,4,50,24.0
2938,2023-02-02 01:43:54,12,13,29.0
2939,2023-10-20 22:09:12,5,46,38.0
2940,2023-01-08 18:27:33,9,12,5.0
2941,2023-11-06 05:56:49,22,15,35.0
2942,2023-09-29 14:12:00,4,23,8.0
2943,2023-03-21 23:53:36,16,40,2.0
2944,2023-01-12 15:29:12,2,2,24.0
2945,2023-03-18 13:36:19,16,40,19.0
2946,2023-10-27 07:13:56,16,23,38.0
2947,2023-04-27 23:10:10,21,5,20.0
2948,2023-09-17 07:10:27,24,34,31.0
2949,2023-02-07 18:12:11,24,10,22.0
2950,2023-08-29 09:43:03,22,27,38.0
2951,2023-06-14 00:51:56,11,42,20.0
2952,2023-08-27 10:51:47,1,4,17.0
2953,2023-10-26 19:39:52,15,4,36.0
2954,2023-10-02 04:56:08,24,8,3.0
2955,2023-02-28 01:12:31,4,6,1.0
2956,2023-10-15 01:51:17,30,25,31.0
2957,2023-06-20 14:29:31,18,27,32.0
2958,2023-09-28 23:46:49,17,47,21.0
2959,2023-09-29 17:49:30,7,50,27.0
2960,2023-08-25 21:14:14,18,40,4.0
2961,2023-02-21 22:20:56,13,20,36.0
2962,2023-10-02 16:27:49,20,27,25.0
2963,2023-06-19 03:13:22,20,7,3.0
2964,2023-04-21 22:07:43,29,23,28.0
2965,2023-01-14 23:49:17,10,20,15.0
2966,2023-03-14 03:11:42,1,49,19.0
2967,2023-07-27 09:29:42,2,34,21.0
2968,2023-04-17 01:54:12,17,29,0.0
2969,2023-09-24 15:04:47,22,44,18.0
2970,2023-11-27 04:52:16,29,5,35.0
2971,2023-07-20 06:04:34,3,27,6.0
2972,2023-09-17 05:14:12,17,12,14.0
2973,2023-10-28 09:05:42,12,17,6.0
2974,2023-12-28 07:54:58,24,37,24.0
2975,2023-06-26 06:49:25,30,34,20.0
2976,2023-10-16 00:36:52,12,30,4.0
2977,2023-07-14 05:13:32,30,36,1.0
2978,2023-04-26 00:37:36,20,6,4.0
2979,2023-08-25 12:25:35,10,32,19.0
2980,2023-07-04 15:50:49,7,32,25.0
2981,2023-09-23 03:04:53,10,9,18.0
2982,2023-03-12 16:01:01,18,22,15.0
2983,2023-03-24 16:05:27,22,10,0.0
2984,2023-07-07 01:56:12,6,29,20.0
2985,2023-05-20 15:59:56,7,11,22.0
2986,2023-01-31 03:14:40,28,28,0.0
2987,2023-11-05 06:50:41,17,2,6.0
2988,2023-05-08 23:05:01,30,21,6.0
2989,2023-09-24 01:16:30,12,31,33.0
2990,2023-11-20 12:03:31,17,41,25.0
2991,2023-07-24 02:53:47,18,17,4.0
2992,2023-08-30 05:19:13,14,27,18.0
2993,2023-06-09 02:46:02,11,30,19.0
2994,2023-07-07 06:55:52,2,41,38.0
2995,2023-05-08 22:20:57,21,8,6.0
2996,2023-02-12 02:01:59,1,37,12.0
2997,2023-11-23 15:42:47,11,5,11.0
2998,2023-08-24 08:23:31,2,26,13.0
2999,2023-01-20 07:05:08,16,6,1.0
3000,2023-02-03 00:38:27,22,16,8.0
3001,2023-10-10 01:39:24,3,1,33.0
3002,2023-11-08 21:19:20,20,9,14.0
3003,2023-10-26 12:00:12,1,21,4.0
3004,2023-07-10 09:42:41,21,7,0.0
3005,2023-10-12 09:10:20,20,43,39.0
3006,2023-07-06 09:44:26,8,15,36.0
3007,2023-08-08 02:45:43,19,24,14.0
3008,2023-02-17 02:34:41,26,5,23.0
3009,2023-04-21 09:38:55,1,38,37.0
3010,2023-12-16 03:18:56,30,29,28.0
3011,2023-11-17 02:08:57,29,46,33.0
3012,2023-07-12 07:14:26,26,46,21.0
3013,2023-02-15 08:03:20,5,11,32.0
3014,2023-11-19 06:28:50,30,4,28.0
3015,2023-05-03 17:25:12,1,10,5.0
3016,2023-04-05 14:25:42,11,34,37.0
3017,2023-01-28 04:58:36,21,4,3.0
3018,2023-05-30 00:42:49,9,10,37.0
3019,2023-04-29 03:34:24,5,33,28.0
3020,2023-12-25 04:46:33,2,46,21.0
3021,2023-12-29 17:18:12,13,18,35.0
3022,2023-07-28 19:27:04,18,12,19.0
3023,2023-07-07 00:43:39,26,23,6.0
3024,2023-09-26 21:55:58,25,44,36.0
3025,2023-02-02 01:04:14,12,25,31.0
3026,2023-03-23 17:39:04,14,37,32.0
3027,2023-11-04 06:27:16,5,4,39.0
3028,2023-11-02 20:15:36,27,13,27.0
3029,2023-08-28 01:06:01,24,18,
3030,2023-06-08 15:49:41,10,29,19.0
3031,2023-05-14 21:44:31,20,44,20.0
3032,2023-03-12 02:32:54,2,30,3.0
3033,2023-01-26 20:23:34,4,48,35.0
3034,2023-04-27 02:34:31,12,38,8.0
3035,2023-03-13 00:04:38,11,28,16.0
3036,2023-04-08 03:22:19,4,7,2.0
3037,2023-08-01 07:19:52,11,24,28.0
3038,2023-07-04 03:58:18,9,41,
3039,2023-02-16 00:40:08,10,10,13.0
3040,2023-10-10 11:59:01,27,37,19.0
3041,2023-04-10 13:17:42,6,27,11.0
3042,2023-02-24 21:52:33,15,21,30.0
3043,2023-12-15 22:57:02,10,36,6.0
3044,2023-08-01 03:50:32,22,43,28.0
3045,2023-10-06 05:03:55,21,29,29.0
3046,2023-02-04 05:09:16,6,7,31.0
3047,2023-12-15 20:16:48,1,13,36.0
3048,2023-08-09 14:08:32,29,45,12.0
3049,2023-06-23 23:01:06,21,23,27.0
3050,2023-01-14 02:47:23,28,50,6.0
3051,2023-01-01 01:17:57,22,25,14.0
3052,2023-04-10 10:59:48,24,41,6.0
3053,2023-07-15 16:32:30,20,45,33.0
3054,2023-07-07 12:45:21,30,13,25.0
3055,2023-07-07 18:47:04,21,37,13.0
3056,2023-09-04 22:25:01,4,30,12.0
3057,2023-12-30 20:15:24,23,26,37.0
3058,2023-09-11 22:20:41,26,12,1.0
3059,2023-11-12 00:32:13,22,1,25.0
3060,2023-08-12 05:16:19,14,18,20.0
3061,2023-10-12 16:45:23,20,21,21.0
3062,2023-03-09 10:41:56,22,24,12.0
3063,2023-11-10 01:15:58,29,17,15.0
3064,2023-11-19 11:35:35,20,42,39.0
3065,2023-01-07 11:12:25,28,9,33.0
3066,2023-10-25 19:57:23,8,40,7.0
3067,2023-06-22 06:33:19,11,28,32.0
3068,2023-06-25 07:23:00,15,15,20.0
3069,2023-05-22 01:10:51,19,13,35.0
3070,2023-04-10 08:07:31,8,28,20.0
3071,2023-06-13 16:52:13,13,17,10.0
3072,2023-05-29 14:42:23,18,9,16.0
3073,2023-02-03 05:25:41,22,21,10.0
3074,2023-04-02 13:14:51,24,30,0.0
3075,2023-01-08 03:30:23,17,11,13.0
3076,2023-04-14 22:14:10,6,30,7.0
3077,2023-10-26 15:27:35,25,36,29.0
3078,2023-02-03 04:04:53,15,25,39.0
3079,2023-05-01 06:39:37,13,7,35.0
3080,2023-12-25 09:54:44,26,20,33.0
3081,2023-01-15 11:27:24,26,35,3.0
3082,2023-01-11 14:28:14,18,10,27.0
3083,2023-09-01 19:49:37,11,35,34.0
3084,2023-04-20 16:06:33,13,1,2.0
3085,2023-01-03 20:34:49,1,14,15.0
3086,2023-09-29 22:45:58,18,45,25.0
3087,2023-06-21 15:18:41,5,5,22.0
3088,2023-07-31 03:18:24,6,40,23.0
3089,2023-09-23 08:04:54,1,44,20.0
3090,2023-09-28 17:55:32,7,38,7.0
3091,2023-06-05 18:28:16,27,34,11.0
3092,2023-09-13 04:01:18,4,24,17.0
3093,2023-06-20 19:05:39,9,4,3.0
3094,2023-02-18 10:17:31,15,27,39.0
3095,2023-05-14 02:41:00,6,5,33.0
3096,2023-03-21 03:29:23,25,43,21.0
3097,2023-09-01 15:59:18,17,13,12.0
3098,2023-03-02 14:40:40,20,40,7.0
3099,2023-07-04 15:47:45,18,21,3.0
3100,2023-01-21 04:13:47,22,37,28.0
3101,2023-05-05 12:58:21,4,32,12.0
3102,2023-12-06 12:44:31,9,38,4.0
3103,2023-03-30 15:47:44,14,31,4.0
3104,2023-07-02 10:50:09,3,32,38.0
3105,2023-07-20 23:14:46,1,15,27.0
3106,2023-10-05 04:06:20,27,48,35.0
3107,2023-08-29 04:20:25,29,30,25.0
3108,2023-11-26 12:36:05,11,43,26.0
3109,2023-01-03 01:13:36,1,7,24.0
3110,2023-09-05 23:48:28,12,38,6.0
3111,2023-08-08 08:55:28,25,31,2.0
3112,2023-02-12 15:11:00,9,44,21.0
3113,2023-11-17 14:57:19,5,26,8.0
3114,2023-04-09 12:31:10,15,36,36.0
3115,2023-08-04 05:26:08,18,46,13.0
3116,2023-08-20 17:36:27,9,43,25.0
3117,2023-02-03 12:02:38,13,26,9.0
3118,2023-10-26 15:17:42,28,44,5.0
3119,2023-01-18 03:09:35,13,2,8.0
3120,2023-01-22 04:11:24,24,43,3.0
3121,2023-08-02 11:35:06,13,45,25.0
3122,2023-06-18 00:06:08,27,43,0.0
3123,2023-09-03 07:57:21,10,9,31.0
3124,2023-04-30 21:07:24,10,48,26.0
3125,2023-03-25 12:43:57,22,5,36.0
3126,2023-02-28 01:40:26,7,27,17.0
3127,2023-05-23 08:40:59,28,12,37.0
3128,2023-02-01 18:49:13,22,35,28.0
3129,2023-10-18 22:49:03,5,29,4.0
3130,2023-06-19 15:33:54,20,16,26.0
3131,2023-07-26 23:03:24,7,19,24.0
3132,2023-06-27 03:20:26,20,49,24.0
3133,2023-12-22 09:43:27,10,43,36.0
3134,2023-05-21 00:38:54,10,27,5.0
3135,2023-10-06 14:01:52,26,18,31.0
3136,2023-09-11 12:07:10,25,41,8.0
3137,2023-08-26 23:12:08,21,13,37.0
3138,2023-08-09 21:03:05,24,30,
3139,2023-07-16 15:04:39,28,26,28.0
3140,2023-10-05 08:15:16,13,6,26.0
3141,2023-04-27 09:26:36,15,3,26.0
3142,2023-07-17 06:56:58,28,23,25.0
3143,2023-01-28 17:13:40,28,12,34.0
3144,2023-10-26 22:27:17,6,41,38.0
3145,2023-09-16 08:45:17,20,41,5.0
3146,2023-09-07 00:08:48,12,15,22.0
3147,2023-05-03 10:51:54,19,1,1.0
3148,2023-11-19 05:11:47,11,50,6.0
3149,2023-05-22 14:41:51,6,47,2.0
3150,2023-01-30 00:35:20,1,8,28.0
3151,2023-02-13 07:40:49,2,31,33.0
3152,2023-10-20 08:28:20,23,11,29.0
3153,2023-01-02 07:49:20,15,17,2.0
3154,2023-03-01 04:50:11,4,27,3.0
3155,2023-07-29 19:20:03,5,31,13.0
3156,2023-05-21 00:09:25,15,27,14.0
3157,2023-10-29 07:57:45,11,14,8.0
3158,2023-01-07 08:40:56,10,23,33.0
3159,2023-07-12 00:57:38,17,5,0.0
3160,2023-11-28 01:44:40,2,30,38.0
3161,2023-08-24 15:01:41,20,34,28.0
3162,2023-10-09 11:53:58,24,47,29.0
3163,2023-06-12 22:23:07,10,19,38.0
3164,2023-08-22 13:40:25,20,31,16.0
3165,2023-05-02 08:56:01,30,16,20.0
3166,2023-11-19 20:16:42,3,45,13.0
3167,2023-08-17 20:30:01,19,27,14.0
3168,2023-08-29 05:55:41,28,26,38.0
3169,2023-10-02 01:17:09,5,39,30.0
3170,2023-08-04 07:44:05,3,29,9.0
3171,2023-11-15 23:51:29,8,49,1.0
3172,2023-09-18 08:46:21,5,39,32.0
3173,2023-04-06 22:46:25,28,44,25.0
3174,2023-04-09 03:38:07,30,45,16.0
3175,2023-05-10 05:53:45,12,29,36.0
3176,2023-12-27 05:39:27,14,45,22.0
3177,2023-07-29 16:18:19,7,46,21.0
3178,2023-03-04 13:17:52,11,47,33.0
3179,2023-11-23 06:40:52,8,31,29.0
3180,2023-02-12 20:42:47,5,2,15.0
3181,2023-04-03 07:22:23,8,6,35.0
3182,2023-03-10 16:26:25,12,9,14.0
3183,2023-06-02 17:19:08,15,15,17.0
3184,2023-08-28 05:05:18,19,20,0.0
3185,2023-07-04 13:57:08,16,48,16.0
3186,2023-05-24 06:03:23,14,2,12.0
3187,2023-08-10 15:49:27,28,3,35.0
3188,2023-09-29 23:14:17,7,30,7.0
3189,2023-10-10 03:55:25,8,8,27.0
3190,2023-07-16 05:38:12,7,40,3.0
3191,2023-01-14 21:06:57,30,21,13.0
3192,2023-12-28 00:44:30,18,39,27.0
3193,2023-08-14 03:38:13,24,43,0.0
3194,2023-04-07 03:14:02,6,13,22.0
3195,2023-11-14 08:36:26,26,40,23.0
3196,2023-06-06 07:59:48,19,41,17.0
3197,2023-12-19 04:20:35,4,48,4.0
3198,2023-02-04 03:25:08,23,37,22.0
3199,2023-09-27 03:24:01,3,32,5.0
3200,2023-05-24 13:08:08,17,14,
3201,2023-01-23 08:30:41,22,1,9.0
3202,2023-07-17 05:57:29,19,27,36.0
3203,2023-06-01 19:32:49,27,24,30.0
3204,2023-12-29 01:32:09,15,49,24.0
3205,2023-11-27 01:45:01,26,22,13.0
3206,2023-06-08 18:11:20,6,14,24.0
3207,2023-05-23 12:24:13,26,45,9.0
3208,2023-11-01 09:59:14,12,8,36.0
3209,2023-03-17 05:33:18,19,27,26.0
3210,2023-04-21 11:27:37,6,3,14.0
3211,2023-09-15 09:46:30,11,33,7.0
3212,2023-06-25 22:01:39,20,47,26.0
3213,2023-09-19 12:40:28,29,21,0.0
3214,2023-05-20 22:31:33,20,32,21.0
3215,2023-03-12 17:30:53,10,40,21.0
3216,2023-06-24 18:36:51,26,41,13.0
3217,2023-01-10 17:58:49,16,45,19.0
3218,2023-04-21 21:43:10,27,44,35.0
3219,2023-03-31 14:55:43,18,41,25.0
3220,2023-06-13 09:09:58,14,32,
3221,2023-04-18 09:06:24,4,24,0.0
3222,2023-04-26 12:16:18,27,11,0.0
3223,2023-01-03 00:29:48,12,37,21.0
3224,2023-02-13 16:13:38,20,21,34.0
3225,2023-07-07 17:14:24,27,18,25.0
3226,2023-10-10 13:40:21,23,11,10.0
3227,2023-11-29 18:34:38,21,27,3.0
3228,2023-01-18 17:05:32,8,43,34.0
3229,2023-05-28 01:54:18,7,38,11.0
3230,2023-02-24 20:23:43,26,1,16.0
3231,2023-03-29 03:03:57,9,29,16.0
3232,2023-06-15 20:49:43,24,21,32.0
3233,2023-07-26 03:21:46,25,29,34.0
3234,2023-02-23 12:52:15,17,9,27.0
3235,2023-06-04 09:05:10,10,7,0.0
3236,2023-03-21 05:58:49,29,38,39.0
3237,2023-05-17 23:32:37,28,31,20.0
3238,2023-10-08 12:02:32,3,27,32.0
3239,2023-08-19 17:42:42,21,42,37.0
3240,2023-04-13 15:54:06,25,32,7.0
3241,2023-02-25 04:33:44,8,5,36.0
3242,2023-09-22 10:30:59,14,33,1.0
3243,2023-11-19 14:00:54,26,15,
3244,2023-07-28 17:55:58,7,5,15.0
3245,2023-04-21 01:29:48,16,20,6.0
3246,2023-05-02 21:25:44,18,38,4.0
3247,2023-03-27 01:39:13,11,37,3.0
3248,2023-07-11 12:30:00,6,17,2.0
3249,2023-08-30 07:28:27,20,50,16.0
3250,2023-11-03 08:46:04,21,4,
3251,2023-06-02 17:45:06,14,21,8.0
3252,2023-10-07 23:54:16,21,34,3.0
3253,2023-08-27 02:11:24,13,40,23.0
3254,2023-11-08 23:22:06,4,5,30.0
3255,2023-05-20 21:02:12,20,4,10.0
3256,2023-01-19 10:08:31,20,22,2.0
3257,2023-08-02 00:47:49,11,14,37.0
3258,2023-01-24 19:52:01,18,4,26.0
3259,2023-08-05 20:53:27,1,8,24.0
3260,2023-07-02 02:26:02,12,3,14.0
3261,2023-09-06 02:04:24,18,46,13.0
3262,2023-03-27 13:26:07,7,29,19.0
3263,2023-09-23 10:24:01,12,26,29.0
3264,2023-02-17 04:26:13,1,50,30.0
3265,2023-06-29 05:40:47,22,30,31.0
3266,2023-03-04 10:08:53,4,12,18.0
3267,2023-06-06 01:11:03,18,15,25.0
3268,2023-02-22 05:22:01,15,41,20.0
3269,2023-11-12 19:25:24,3,2,13.0
3270,2023-03-21 22:53:28,7,1,27.0
3271,2023-04-08 18:34:40,6,47,38.0
3272,2023-05-18 07:34:00,15,47,8.0
3273,2023-08-28 03:02:33,15,28,23.0
3274,2023-03-10 07:05:26,6,40,2.0
3275,2023-08-08 05:24:19,8,35,27.0
3276,2023-08-15 03:43:30,8,34,31.0
3277,2023-05-24 18:59:09,22,4,3.0
3278,2023-10-11 03:24:57,1,18,15.0
3279,2023-08-31 19:23:26,26,12,7.0
3280,2023-04-12 14:29:30,13,50,38.0
3281,2023-12-13 16:04:29,23,21,18.0
3282,2023-07-06 06:11:49,24,10,2.0
3283,2023-08-23 10:25:15,21,21,12.0
3284,2023-11-27 21:33:32,13,40,
3285,2023-10-28 13:11:44,11,25,37.0
3286,2023-02-17 19:34:39,4,50,5.0
3287,2023-11-09 18:57:38,7,17,34.0
3288,2023-04-18 23:58:57,28,6,23.0
3289,2023-06-04 11:15:22,12,14,30.0
3290,2023-05-23 16:36:56,27,37,31.0
3291,2023-04-26 11:02:26,13,40,36.0
3292,2023-01-25 03:29:32,22,40,18.0
3293,2023-01-16 19:14:25,12,18,36.0
3294,2023-12-03 18:12:35,16,30,11.0
3295,2023-02-07 12:37:02,6,9,10.0
3296,2023-10-20 14:43:25,14,14,27.0
3297,2023-12-07 00:07:12,19,46,26.0
3298,2023-10-06 22:29:09,16,46,3.0
3299,2023-04-23 09:23:42,27,17,20.0
3300,2023-04-11 10:19:37,26,34,13.0
3301,2023-10-27 15:38:15,4,46,32.0
3302,2023-07-01 18:08:41,5,22,
3303,2023-08-20 20:55:21,9,32,
3304,2023-10-23 22:21:05,24,12,21.0
3305,2023-09-07 21:01:12,3,16,5.0
3306,2023-06-06 18:36:46,22,22,10.0
3307,2023-02-13 17:06:04,10,38,5.0
3308,2023-07-31 17:19:14,17,50,27.0
3309,2023-12-28 20:17:11,19,39,21.0
3310,2023-11-21 19:58:19,10,2,16.0
3311,2023-07-12 12:50:15,30,45,38.0
3312,2023-05-17 10:35:10,12,8,7.0
3313,2023-09-08 07:28:02,23,44,24.0
3314,2023-08-22 12:40:34,7,1,16.0
3315,2023-09-30 00:34:06,18,41,0.0
3316,2023-08-22 14:04:05,19,40,26.0
3317,2023-08-08 13:27:44,15,41,2.0
3318,2023-02-02 02:20:19,7,5,8.0
3319,2023-09-08 11:42:08,12,45,38.0
3320,2023-08-02 05:03:09,22,46,15.0
3321,2023-04-19 07:23:52,29,36,14.0
3322,2023-11-20 07:16:13,7,17,24.0
3323,2023-09-01 12:09:01,10,41,39.0
3324,2023-04-10 19:50:44,25,30,10.0
3325,2023-12-24 10:49:47,24,15,25.0
3326,2023-03-06 04:27:16,22,20,2.0
3327,2023-06-25 11:28:31,28,36,22.0
3328,2023-09-19 02:03:54,30,2,28.0
3329,2023-09-12 23:19:47,20,45,15.0
3330,2023-08-08 19:23:14,30,4,8.0
3331,2023-01-01 20:46:44,29,50,19.0
3332,2023-05-20 10:06:38,10,24,5.0
3333,2023-08-17 15:14:53,25,48,33.0
3334,2023-02-13 20:38:34,23,42,28.0
3335,2023-09-09 13:18:43,5,2,39.0
3336,2023-08-06 00:21:27,18,46,28.0
3337,2023-01-23 11:01:23,9,2,31.0
3338,2023-08-16 21:11:54,30,50,25.0
3339,2023-10-24 21:52:39,16,1,2.0
3340,2023-09-12 16:23:01,7,13,13.0
3341,2023-10-11 04:14:38,25,6,0.0
3342,2023-08-23 19:06:19,27,22,6.0
3343,2023-11-27 11:36:15,25,17,19.0
3344,2023-03-21 00:01:51,10,49,22.0
3345,2023-01-15 14:23:22,5,22,9.0
3346,2023-12-22 11:41:08,7,43,10.0
3347,2023-12-03 02:57:55,5,6,29.0
3348,2023-06-18 10:45:39,15,3,7.0
3349,2023-05-22 12:58:35,19,46,8.0
3350,2023-11-04 02:11:15,10,6,26.0
3351,2023-05-07 22:34:50,8,17,30.0
3352,2023-01-25 14:33:48,24,35,33.0
3353,2023-08-17 17:30:48,9,49,15.0
3354,2023-12-26 18:27:15,11,50,29.0
3355,2023-02-05 14:46:35,30,37,12.0
3356,2023-01-27 22:12:24,28,47,14.0
3357,2023-05-18 02:28:28,22,35,26.0
3358,2023-06-10 17:17:35,2,23,37.0
3359,2023-09-22 19:50:23,3,8,16.0
3360,2023-05-05 06:47:53,13,7,16.0
3361,2023-01-13 11:07:17,11,50,37.0
3362,2023-10-08 08:50:49,28,10,20.0
3363,2023-07-07 19:27:34,10,26,16.0
3364,2023-09-18 08:31:23,27,10,14.0
3365,2023-05-13 23:07:37,15,19,27.0
3366,2023-07-06 15:13:22,6,23,39.0
3367,2023-11-24 06:40:23,1,31,4.0
3368,2023-04-25 21:19:14,14,33,10.0
3369,2023-01-19 20:30:40,18,2,5.0
3370,2023-11-16 04:23:40,24,28,23.0
3371,2023-05-04 00:16:12,11,32,28.0
3372,2023-08-25 13:55:05,8,33,24.0
3373,2023-12-06 18:02:03,22,9,
3374,2023-02-03 18:09:56,3,29,5.0
3375,2023-10-14 09:14:49,14,15,33.0
3376,2023-12-24 08:57:33,2,18,
3377,2023-09-23 18:39:17,29,18,12.0
3378,2023-02-17 18:30:36,16,7,19.0
3379,2023-12-28 21:40:09,6,14,14.0
3380,2023-12-17 05:14:48,1,29,18.0
3381,2023-11-16 19:29:17,14,50,32.0
3382,2023-02-26 07:55:40,10,19,11.0
3383,2023-08-23 06:08:47,6,5,16.0
3384,2023-01-05 10:41:23,9,41,12.0
3385,2023-04-14 05:50:06,7,50,38.0
3386,2023-07-10 00:52:47,25,45,12.0
3387,2023-03-06 21:46:08,2,5,0.0
3388,2023-09-30 12:46:08,11,15,13.0
3389,2023-12-26 15:47:35,14,26,37.0
3390,2023-07-03 10:57:33,5,24,4.0
3391,2023-11-14 15:31:09,9,19,23.0
3392,2023-04-15 19:14:20,7,20,16.0
3393,2023-08-18 11:46:54,25,43,5.0
3394,2023-08-12 12:47:43,14,9,
3395,2023-03-16 19:35:43,27,28,36.0
3396,2023-05-16 13:36:01,16,16,12.0
3397,2023-02-07 16:09:52,22,11,32.0
3398,2023-09-07 17:01:19,16,34,24.0
3399,2023-04-16 03:36:10,7,25,8.0
3400,2023-03-14 13:26:31,10,40,11.0
3401,2023-12-23 09:44:19,21,21,19.0
3402,2023-12-19 18:29:22,6,5,24.0
3403,2023-12-25 03:14:04,17,11,35.0
3404,2023-12-09 21:54:19,1,43,32.0
3405,2023-08-24 02:24:19,2,9,6.0
3406,2023-01-23 08:45:03,27,11,0.0
3407,2023-02-01 20:23:41,14,37,39.0
3408,2023-03-26 15:54:55,4,41,14.0
3409,2023-09-27 17:05:56,27,1,7.0
3410,2023-07-06 10:21:36,9,26,22.0
3411,2023-12-30 17:37:02,23,10,35.0
3412,2023-01-05 22:35:41,6,40,4.0
3413,2023-05-22 22:12:58,17,19,24.0
3414,2023-02-26 03:17:04,21,16,22.0
3415,2023-01-05 11:19:14,11,45,21.0
3416,2023-11-22 07:12:53,28,37,10.0
3417,2023-03-05 17:32:16,29,50,8.0
3418,2023-01-11 19:55:09,4,41,11.0
3419,2023-01-29 18:19:38,21,4,25.0
3420,2023-06-18 12:36:27,27,14,39.0
3421,2023-03-15 19:57:02,9,30,20.0
3422,2023-06-23 04:32:17,28,7,4.0
3423,2023-03-05 09:33:50,16,12,18.0
3424,2023-03-14 18:54:53,3,24,10.0
3425,2023-07-08 23:41:10,4,39,4.0
3426,2023-11-25 22:23:09,24,43,29.0
3427,2023-08-07 07:38:05,3,22,0.0
3428,2023-05-20 12:24:00,13,47,
3429,2023-11-29 00:56:12,19,30,19.0
3430,2023-07-29 18:19:41,29,39,30.0
3431,2023-01-14 03:34:38,25,20,29.0
3432,2023-04-13 17:20:06,21,26,23.0
3433,2023-05-30 16:19:26,26,49,36.0
3434,2023-06-29 19:35:15,1,5,39.0
3435,2023-09-22 08:27:21,23,40,37.0
3436,2023-01-07 04:03:57,23,42,30.0
3437,2023-12-02 14:54:55,6,6,16.0
3438,2023-10-26 00:59:17,22,34,0.0
3439,2023-04-10 13:35:41,3,5,9.0
3440,2023-12-19 13:37:59,3,10,22.0
3441,2023-10-30 20:45:44,16,28,12.0
3442,2023-06-21 15:00:59,10,3,27.0
3443,2023-11-13 03:08:58,27,13,21.0
3444,2023-06-19 09:53:32,25,48,13.0
3445,2023-11-19 08:31:26,17,47,14.0
3446,2023-07-19 03:08:45,7,2,10.0
3447,2023-04-11 01:09:07,13,35,31.0
3448,2023-10-07 06:37:41,28,50,35.0
3449,2023-01-21 06:21:06,11,47,6.0
