inbound_id,dealership_id,model_id,inbound_date,quantity_received,source
1171,29,2,2023-01-16 09:41:11,14.0,TRANSFER
1172,15,29,2023-06-05 12:53:47,17.0,Plant
1173,5,2,2023-03-12 01:07:35,17.0,Plant
1174,11,18,2023-08-29 05:52:34,3.0,plant
1175,21,39,2023-12-18 10:39:56,9.0,plant
1176,27,42,2023-08-09 17:17:42,13.0,Plant
1177,26,36,2023-05-02 14:32:30,17.0,plant
1178,7,36,2023-12-27 18:26:40,7.0,plant
1179,25,21,2023-01-02 00:43:16,10.0,Transfer
1180,4,33,2023-10-09 11:18:32,16.0,plant
1181,20,2,2023-02-17 06:36:33,12.0,Plant
1182,27,10,2023-12-16 05:58:26,7.0,plant
1183,11,15,2023-02-08 23:00:03,8.0,PLANT
1184,7,12,2023-11-20 22:45:21,3.0,plant
1185,14,3,2023-10-28 15:20:25,13.0,Plant
1186,25,4,2023-03-12 19:55:01,8.0,Transfer
1187,7,9,2023-07-06 01:55:09,2.0,PLANT
1188,24,46,2023-12-11 23:23:00,19.0,TRANSFER
1189,10,42,2023-05-05 15:21:08,11.0,Plant
1190,16,10,2023-09-15 13:37:27,3.0,Plant
1191,7,31,2023-04-10 19:55:57,17.0,TRANSFER
1192,25,37,2023-08-14 08:37:52,16.0,Transfer
1193,22,11,2023-07-27 20:16:16,6.0,TRANSFER
1194,11,27,2023-07-26 20:02:01,2.0,PLANT
1195,25,46,2023-02-04 07:14:01,9.0,Plant
1196,19,6,2023-10-28 20:09:56,6.0,plant
1197,4,43,2023-11-16 18:07:08,16.0,Plant
1198,25,30,2023-10-18 09:11:26,2.0,plant
1199,2,43,2023-07-11 14:57:02,11.0,TRANSFER
1200,28,35,2023-04-20 03:32:59,12.0,PLANT
1201,16,45,2023-08-31 10:58:58,9.0,TRANSFER
1202,2,18,2023-07-22 23:20:11,1.0,Transfer
1203,26,50,2023-08-27 23:22:15,10.0,Plant
1204,8,6,2023-04-15 07:59:06,11.0,Plant
1205,11,13,2023-03-30 15:16:17,17.0,Plant
1206,26,38,2023-07-31 08:18:35,11.0,plant
1207,6,12,2023-08-03 23:42:45,14.0,TRANSFER
1208,21,7,2023-06-10 12:17:06,9.0,TRANSFER
1209,18,14,2023-08-31 05:02:06,14.0,Plant
1210,17,9,2023-12-28 19:29:49,9.0,Plant
1211,30,35,2023-04-11 07:51:51,4.0,plant
1212,19,47,2023-09-21 21:06:15,10.0,plant
1213,11,7,2023-08-11 04:57:41,3.0,TRANSFER
1214,6,39,2023-12-29 12:17:35,7.0,Transfer
1215,29,21,2023-06-12 09:44:08,15.0,Transfer
1216,27,19,2023-12-12 23:23:14,19.0,Plant
1217,27,27,2023-07-31 14:30:15,16.0,Plant
1218,12,2,2023-03-30 03:46:05,,Plant
1219,12,14,2023-04-06 10:41:16,8.0,TRANSFER
1220,12,37,2023-01-19 23:23:07,16.0,TRANSFER
1221,5,33,2023-06-11 06:15:05,11.0,Plant
1222,6,44,2023-09-26 18:35:47,13.0,plant
1223,15,12,2023-07-02 22:04:41,18.0,TRANSFER
1224,27,21,2023-04-24 08:12:45,15.0,plant
1225,7,30,2023-10-15 22:11:42,2.0,Plant
1226,7,22,2023-01-18 02:26:08,4.0,Transfer
1227,3,2,2023-11-07 10:14:53,17.0,TRANSFER
1228,27,29,2023-12-16 08:16:07,8.0,Plant
1229,26,24,2023-05-28 22:18:15,6.0,Transfer
1230,24,32,2023-11-09 09:10:05,9.0,TRANSFER
1231,8,45,2023-09-03 11:35:16,14.0,Transfer
1232,11,12,2023-03-25 08:02:02,8.0,plant
1233,19,7,2023-10-08 14:22:05,18.0,PLANT
1234,22,2,2023-09-27 14:41:47,9.0,plant
1235,25,40,2023-07-08 06:19:07,11.0,Plant
1236,1,19,2023-07-14 17:02:25,15.0,Plant
1237,27,18,2023-02-27 13:18:30,14.0,Plant
1238,2,34,2023-12-21 06:13:23,19.0,Transfer
1239,18,2,2023-02-13 13:57:43,1.0,TRANSFER
1240,21,45,2023-07-23 07:11:22,2.0,plant
1241,29,38,2023-09-14 17:08:57,8.0,plant
1242,22,40,2023-04-26 12:31:06,14.0,Transfer
1243,19,19,2023-11-18 17:46:29,11.0,plant
1244,20,6,2023-05-20 12:43:02,3.0,plant
1245,26,41,2023-11-02 13:26:01,10.0,Transfer
1246,28,47,2023-06-21 07:51:59,8.0,PLANT
1247,13,17,2023-11-24 04:07:22,14.0,PLANT
1248,18,23,2023-01-24 17:49:37,2.0,plant
1249,28,40,2023-01-20 12:55:16,13.0,PLANT
1250,19,9,2023-08-28 14:47:31,6.0,plant
1251,28,37,2023-05-10 02:38:10,19.0,plant
1252,8,38,2023-05-29 09:37:10,3.0,Transfer
1253,15,21,2023-07-13 11:33:52,9.0,plant
1254,21,21,2023-07-12 09:15:57,13.0,Plant
1255,18,27,2023-05-16 10:18:36,10.0,Transfer
1256,10,11,2023-03-14 04:30:04,12.0,Plant
1257,15,39,2023-10-30 13:25:25,2.0,PLANT
1258,10,30,2023-02-08 19:43:54,19.0,plant
1259,27,28,2023-08-19 18:34:30,15.0,TRANSFER
1260,18,20,2023-09-25 05:30:48,15.0,Plant
1261,20,47,2023-12-16 00:56:29,5.0,plant
1262,25,45,2023-12-18 16:18:42,18.0,Plant
1263,30,47,2023-11-07 12:14:53,4.0,Transfer
1264,6,46,2023-10-10 01:12:16,13.0,Transfer
1265,1,38,2023-01-29 13:11:14,15.0,Plant
1266,14,4,2023-02-28 07:37:19,14.0,PLANT
1267,27,18,2023-10-27 14:06:48,9.0,PLANT
1268,20,50,2023-03-16 15:01:23,,Transfer
1269,30,29,2023-09-05 04:18:55,11.0,PLANT
1270,3,36,2023-08-01 07:12:27,18.0,PLANT
1271,1,27,2023-10-04 14:11:38,9.0,PLANT
1272,22,1,2023-09-04 16:47:50,9.0,Plant
1273,10,35,2023-09-12 17:36:43,3.0,PLANT
1274,17,5,2023-05-24 13:51:02,6.0,PLANT
1275,1,6,2023-09-11 12:40:19,7.0,Transfer
1276,16,36,2023-09-24 23:13:12,5.0,TRANSFER
1277,23,5,2023-12-14 19:58:25,14.0,Plant
1278,1,44,2023-10-16 05:11:35,9.0,plant
1279,27,32,2023-09-24 13:52:09,6.0,TRANSFER
1280,29,39,2023-03-07 00:39:28,2.0,plant
1281,3,45,2023-09-20 03:43:45,1.0,PLANT
1282,5,31,2023-10-16 08:48:07,17.0,TRANSFER
1283,19,40,2023-03-24 10:39:59,2.0,TRANSFER
1284,22,45,2023-01-29 21:12:12,1.0,PLANT
1285,14,44,2023-11-30 16:43:18,16.0,TRANSFER
1286,14,42,2023-02-03 17:53:49,16.0,Transfer
1287,25,10,2023-09-23 19:26:30,17.0,Transfer
1288,18,31,2023-07-11 02:36:00,14.0,TRANSFER
1289,7,8,2023-12-17 16:09:53,17.0,TRANSFER
1290,20,27,2023-04-09 12:38:57,18.0,plant
1291,29,29,2023-08-22 10:41:38,9.0,Transfer
1292,11,14,2023-12-24 10:18:39,11.0,Plant
1293,22,23,2023-11-04 15:59:46,7.0,Transfer
1294,10,4,2023-05-17 08:37:22,8.0,PLANT
1295,12,34,2023-08-30 14:20:59,15.0,TRANSFER
1296,10,41,2023-05-03 11:47:09,4.0,plant
1297,6,38,2023-01-01 08:58:43,18.0,TRANSFER
1298,8,27,2023-02-17 23:37:07,16.0,TRANSFER
1299,7,19,2023-09-12 15:17:28,14.0,Plant
1300,13,31,2023-05-18 20:42:10,4.0,Transfer
1301,21,3,2023-03-01 23:33:22,11.0,TRANSFER
1302,23,29,2023-01-04 23:12:24,11.0,PLANT
1303,12,13,2023-01-12 20:10:27,7.0,Plant
1304,12,27,2023-06-06 11:50:13,2.0,PLANT
1305,30,43,2023-04-30 01:28:57,10.0,plant
1306,22,32,2023-07-02 05:04:36,2.0,Plant
1307,13,46,2023-03-28 21:09:03,17.0,Transfer
1308,21,49,2023-08-20 08:35:38,3.0,Plant
1309,9,50,2023-01-30 11:48:43,3.0,Transfer
1310,20,37,2023-04-16 13:12:25,3.0,TRANSFER
1311,28,3,2023-09-17 19:43:14,12.0,Transfer
1312,7,39,2023-04-25 10:29:43,3.0,Transfer
1313,29,6,2023-02-01 16:11:38,11.0,TRANSFER
1314,16,3,2023-01-06 06:01:08,7.0,plant
1315,23,13,2023-10-21 07:10:31,7.0,Transfer
1316,19,11,2023-09-28 08:36:53,5.0,Plant
1317,24,27,2023-10-26 02:02:00,,plant
1318,25,2,2023-12-28 22:04:17,18.0,Transfer
1319,11,40,2023-07-03 03:14:22,13.0,TRANSFER
1320,5,44,2023-07-26 10:12:31,18.0,plant
1321,17,12,2023-01-02 19:27:50,2.0,Transfer
1322,1,47,2023-04-22 13:15:37,10.0,TRANSFER
1323,5,40,2023-08-30 23:19:31,16.0,Transfer
1324,30,12,2023-08-20 14:41:29,13.0,PLANT
1325,2,23,2023-09-23 14:36:30,8.0,Transfer
1326,2,31,2023-05-18 07:56:22,17.0,plant
1327,12,10,2023-03-15 10:49:28,3.0,Transfer
1328,29,35,2023-08-26 00:17:02,15.0,Transfer
1329,22,6,2023-05-12 16:45:34,3.0,Plant
1330,5,25,2023-11-28 06:38:17,13.0,Transfer
1331,30,31,2023-03-01 16:43:27,10.0,plant
1332,11,30,2023-01-02 10:18:03,18.0,plant
1333,13,15,2023-05-18 12:36:00,1.0,plant
1334,18,46,2023-03-22 07:09:24,6.0,plant
1335,14,3,2023-07-19 09:47:17,17.0,TRANSFER
1336,5,18,2023-08-04 00:33:39,15.0,plant
1337,11,17,2023-08-24 10:30:21,15.0,TRANSFER
1338,4,14,2023-08-09 21:03:56,11.0,Transfer
1339,22,46,2023-02-09 07:59:05,12.0,plant
1340,17,16,2023-11-11 13:45:25,,Plant
1341,14,27,2023-09-03 04:43:12,13.0,plant
1342,28,43,2023-09-23 23:13:11,8.0,PLANT
1343,3,37,2023-03-29 17:57:57,8.0,TRANSFER
1344,21,33,2023-04-26 02:50:17,12.0,Plant
1345,24,20,2023-03-21 23:30:43,4.0,Transfer
1346,2,25,2023-03-08 13:59:48,2.0,PLANT
1347,8,50,2023-03-25 04:23:19,17.0,PLANT
1348,24,14,2023-03-20 06:20:28,12.0,PLANT
1349,16,37,2023-02-01 11:25:37,14.0,TRANSFER
1350,6,5,2023-11-12 04:05:39,19.0,Transfer
1351,21,37,2023-10-09 13:14:38,11.0,PLANT
1352,7,10,2023-08-09 19:15:02,14.0,TRANSFER
1353,22,10,2023-06-16 22:22:25,1.0,PLANT
1354,15,9,2023-02-20 19:00:53,15.0,plant
1355,9,14,2023-12-30 19:50:02,16.0,TRANSFER
1356,18,33,2023-10-30 05:59:55,9.0,Plant
1357,12,29,2023-12-13 05:50:23,9.0,plant
1358,6,24,2023-05-21 23:48:27,10.0,PLANT
1359,27,6,2023-02-20 04:15:04,16.0,PLANT
1360,12,26,2023-06-29 20:27:22,19.0,plant
1361,7,39,2023-10-04 00:14:06,1.0,Plant
1362,15,44,2023-05-04 19:42:04,13.0,TRANSFER
1363,1,47,2023-05-15 11:35:29,2.0,PLANT
1364,15,48,2023-05-06 12:31:56,7.0,TRANSFER
1365,14,3,2023-09-22 01:45:55,12.0,TRANSFER
1366,25,48,2023-04-16 18:21:01,17.0,TRANSFER
1367,13,40,2023-12-04 21:42:01,19.0,PLANT
1368,24,46,2023-08-07 16:36:30,13.0,PLANT
1369,21,32,2023-04-15 07:42:20,12.0,Transfer
1370,14,26,2023-11-14 11:43:53,17.0,TRANSFER
1371,15,3,2023-05-01 10:09:24,18.0,Transfer
1372,21,12,2023-12-17 06:00:41,18.0,plant
1373,9,14,2023-02-20 07:25:40,5.0,TRANSFER
1374,18,19,2023-05-25 16:17:03,,TRANSFER
1375,6,4,2023-02-15 05:59:16,19.0,TRANSFER
1376,20,12,2023-10-13 10:03:37,3.0,Plant
1377,4,35,2023-02-03 12:51:52,1.0,Transfer
1378,8,23,2023-06-23 22:10:01,16.0,plant
1379,19,48,2023-09-28 06:15:01,3.0,PLANT
1380,11,3,2023-02-03 12:32:20,7.0,PLANT
1381,8,3,2023-06-18 06:06:35,10.0,PLANT
1382,10,39,2023-07-01 08:07:44,3.0,Transfer
1383,29,42,2023-09-21 20:41:25,1.0,plant
1384,5,16,2023-04-28 02:48:25,11.0,plant
1385,2,13,2023-10-11 07:57:31,,plant
1386,12,19,2023-11-02 05:18:53,6.0,PLANT
1387,21,28,2023-01-21 23:28:56,6.0,Transfer
1388,20,38,2023-06-25 13:58:18,16.0,Plant
1389,25,9,2023-08-31 15:24:46,7.0,Transfer
1390,6,46,2023-05-30 10:52:51,17.0,plant
1391,11,17,2023-01-10 07:18:37,19.0,TRANSFER
1392,29,7,2023-08-05 10:11:51,8.0,TRANSFER
1393,19,8,2023-06-03 09:48:15,13.0,plant
1394,18,37,2023-10-19 15:35:45,2.0,PLANT
1395,30,12,2023-06-06 23:08:42,1.0,TRANSFER
1396,7,28,2023-11-05 09:38:41,9.0,plant
1397,17,2,2023-06-04 05:41:51,12.0,PLANT
1398,21,48,2023-04-12 05:57:33,16.0,PLANT
1399,21,28,2023-08-15 21:44:01,4.0,plant
1400,4,25,2023-05-20 08:45:57,3.0,TRANSFER
1401,3,27,2023-12-06 06:26:47,15.0,Plant
1402,25,35,2023-05-10 18:49:06,16.0,plant
1403,30,15,2023-12-22 04:22:38,14.0,PLANT
1404,4,49,2023-03-01 16:07:14,10.0,Transfer
1405,14,48,2023-12-27 21:03:15,3.0,plant
1406,9,35,2023-01-08 18:09:31,11.0,Plant
1407,23,47,2023-12-11 22:24:36,6.0,Plant
1408,25,33,2023-04-23 21:53:54,5.0,PLANT
1409,18,44,2023-03-27 00:19:49,18.0,Transfer
1410,18,42,2023-01-31 20:01:24,12.0,Transfer
1411,16,23,2023-05-19 19:45:27,6.0,TRANSFER
1412,28,27,2023-09-12 23:32:25,12.0,PLANT
1413,12,38,2023-02-25 08:57:07,17.0,TRANSFER
1414,8,8,2023-08-30 20:12:37,12.0,TRANSFER
1415,30,38,2023-07-09 13:13:44,13.0,TRANSFER
1416,28,4,2023-01-16 00:18:29,2.0,plant
1417,9,48,2023-10-29 05:59:05,,Plant
1418,29,5,2023-03-15 16:08:04,1.0,TRANSFER
1419,18,16,2023-05-22 01:59:43,10.0,plant
1420,6,18,2023-02-19 04:49:46,5.0,TRANSFER
1421,14,45,2023-04-27 03:20:55,14.0,Plant
1422,6,45,2023-01-08 14:53:55,16.0,PLANT
1423,7,18,2023-01-14 04:16:43,19.0,plant
1424,5,8,2023-06-27 09:27:17,18.0,plant
1425,3,29,2023-03-05 00:08:54,14.0,TRANSFER
1426,10,21,2023-08-06 03:36:09,16.0,PLANT
1427,30,39,2023-09-21 03:47:33,7.0,plant
1428,16,27,2023-02-08 13:58:15,8.0,plant
1429,11,47,2023-02-24 12:42:41,1.0,Transfer
1430,3,2,2023-03-20 03:00:43,,plant
1431,15,4,2023-02-26 17:48:36,11.0,TRANSFER
1432,12,48,2023-04-18 18:44:34,15.0,TRANSFER
1433,22,12,2023-03-25 02:12:35,10.0,Plant
1434,1,16,2023-03-02 17:53:31,14.0,Plant
1435,13,25,2023-03-29 22:32:09,8.0,plant
1436,16,23,2023-08-25 16:47:19,1.0,Plant
1437,24,17,2023-08-07 15:25:14,1.0,plant
1438,7,42,2023-01-07 23:02:03,18.0,PLANT
1439,7,47,2023-05-19 05:41:21,1.0,plant
1440,6,46,2023-08-29 05:49:44,5.0,Transfer
1441,3,1,2023-04-04 22:47:34,19.0,Transfer
1442,30,21,2023-08-02 04:37:15,17.0,Transfer
1443,12,36,2023-05-17 04:24:32,5.0,PLANT
1444,9,2,2023-04-01 06:43:22,16.0,TRANSFER
1445,26,23,2023-05-17 14:58:58,19.0,Transfer
1446,11,40,2023-09-12 15:46:03,4.0,Plant
1447,6,2,2023-04-20 08:28:14,12.0,plant
1448,12,43,2023-09-15 14:24:29,3.0,Plant
1449,16,10,2023-08-14 22:06:04,9.0,Transfer
1450,22,43,2023-01-18 02:59:35,8.0,TRANSFER
1451,22,9,2023-10-23 21:01:05,12.0,TRANSFER
1452,22,29,2023-06-21 12:31:53,11.0,Plant
1453,6,26,2023-02-24 12:17:16,12.0,Plant
1454,12,36,2023-08-07 00:46:46,10.0,TRANSFER
1455,4,29,2023-05-24 16:15:12,16.0,plant
1456,18,4,2023-09-08 06:21:35,16.0,PLANT
1457,17,21,2023-03-13 04:21:49,8.0,Plant
1458,8,33,2023-06-01 02:40:18,12.0,Transfer
1459,13,31,2023-07-11 06:39:07,2.0,TRANSFER
1460,5,28,2023-08-10 06:55:21,10.0,Plant
1461,3,36,2023-09-02 22:42:25,8.0,PLANT
1462,25,33,2023-01-27 12:33:15,19.0,Transfer
1463,19,4,2023-11-10 13:49:31,1.0,TRANSFER
1464,5,4,2023-10-18 09:32:33,,plant
1465,18,33,2023-04-11 09:31:21,1.0,Transfer
1466,6,14,2023-11-06 01:26:25,6.0,PLANT
1467,9,48,2023-07-07 20:33:23,7.0,PLANT
1468,17,9,2023-09-14 18:55:01,16.0,PLANT
1469,11,24,2023-05-22 20:11:44,14.0,Transfer
1470,15,25,2023-09-19 07:25:13,14.0,Plant
1471,19,7,2023-06-21 20:50:14,16.0,Plant
1472,16,46,2023-06-05 18:50:07,,Plant
1473,26,28,2023-07-16 03:38:30,7.0,Plant
1474,1,5,2023-07-19 13:36:32,15.0,TRANSFER
1475,15,46,2023-09-28 03:36:41,17.0,Plant
1476,21,13,2023-04-04 21:07:07,19.0,Transfer
1477,5,2,2023-06-24 01:01:32,4.0,PLANT
1478,20,20,2023-06-06 22:51:20,15.0,Transfer
1479,5,12,2023-05-01 08:23:42,7.0,TRANSFER
1480,16,27,2023-07-21 05:32:14,11.0,TRANSFER
1481,8,7,2023-05-21 04:14:15,9.0,TRANSFER
1482,30,34,2023-08-28 01:53:32,16.0,PLANT
1483,24,21,2023-08-08 21:32:01,18.0,Transfer
1484,6,18,2023-08-23 01:49:58,5.0,PLANT
1485,12,10,2023-08-29 03:21:05,9.0,plant
1486,4,38,2023-05-28 21:42:37,1.0,TRANSFER
1487,16,39,2023-06-05 16:52:35,12.0,TRANSFER
1488,11,44,2023-02-09 07:14:36,15.0,plant
1489,13,21,2023-05-19 09:19:32,15.0,PLANT
1490,20,16,2023-01-05 13:12:09,6.0,TRANSFER
1491,15,20,2023-09-18 02:19:43,2.0,TRANSFER
1492,21,50,2023-10-29 21:57:50,7.0,PLANT
1493,5,46,2023-07-26 13:24:34,12.0,plant
1494,13,47,2023-05-28 08:11:02,1.0,Plant
1495,2,40,2023-01-20 03:06:46,19.0,TRANSFER
1496,12,24,2023-08-01 08:32:05,16.0,plant
1497,6,47,2023-11-15 04:58:30,18.0,Plant
1498,29,21,2023-01-14 13:30:10,11.0,plant
1499,23,44,2023-05-04 15:28:54,18.0,Transfer
1500,3,31,2023-02-21 15:52:44,11.0,Plant
1501,10,50,2023-12-19 02:29:58,3.0,Transfer
1502,20,10,2023-02-16 01:42:48,9.0,PLANT
1503,25,20,2023-11-18 10:09:37,3.0,PLANT
1504,4,14,2023-10-20 17:30:58,2.0,Transfer
1505,10,19,2023-05-04 17:06:11,10.0,PLANT
1506,27,30,2023-08-07 15:12:23,12.0,TRANSFER
1507,7,16,2023-05-12 20:40:00,4.0,Transfer
1508,18,22,2023-08-09 16:59:22,8.0,TRANSFER
1509,21,20,2023-02-23 16:03:13,10.0,PLANT
1510,22,6,2023-02-28 19:39:45,3.0,Plant
1511,14,45,2023-11-22 09:53:53,11.0,PLANT
1512,18,43,2023-03-31 00:40:42,5.0,PLANT
1513,1,33,2023-07-10 23:58:25,,PLANT
1514,25,41,2023-04-17 21:28:22,15.0,Plant
1515,23,19,2023-07-13 04:25:09,7.0,PLANT
1516,24,5,2023-04-08 03:22:03,4.0,Plant
1517,21,7,2023-06-18 06:48:06,12.0,TRANSFER
1518,21,34,2023-12-26 06:49:57,5.0,plant
1519,17,20,2023-03-05 11:42:33,2.0,plant
1520,30,15,2023-01-30 00:44:16,9.0,TRANSFER
1521,3,38,2023-04-27 03:45:41,10.0,PLANT
1522,15,1,2023-07-19 05:17:39,12.0,Transfer
1523,14,5,2023-01-19 03:28:30,10.0,Plant
1524,7,34,2023-07-25 06:42:00,5.0,PLANT
1525,30,21,2023-07-31 22:38:05,19.0,Plant
1526,10,14,2023-08-26 12:10:13,4.0,plant
1527,25,17,2023-01-15 01:08:24,4.0,Transfer
1528,29,12,2023-07-01 10:30:47,17.0,plant
1529,29,27,2023-04-09 10:36:12,13.0,Transfer
1530,8,6,2023-11-27 08:18:12,2.0,TRANSFER
1531,11,39,2023-05-30 17:13:13,2.0,Plant
1532,28,48,2023-03-14 02:06:30,15.0,Transfer
1533,5,25,2023-02-17 22:48:58,4.0,PLANT
1534,3,27,2023-09-25 05:12:39,15.0,Transfer
1535,25,45,2023-08-26 21:21:32,9.0,Transfer
1536,20,2,2023-02-12 03:51:23,18.0,Transfer
1537,9,22,2023-04-15 22:27:00,2.0,PLANT
1538,19,32,2023-07-25 00:46:53,,Plant
1539,7,17,2023-06-09 05:10:35,11.0,plant
1540,1,37,2023-01-09 05:35:03,15.0,Transfer
1541,10,2,2023-02-24 20:26:17,11.0,Plant
1542,27,26,2023-01-30 04:11:20,9.0,TRANSFER
1543,12,33,2023-02-02 22:47:48,2.0,PLANT
1544,15,1,2023-08-10 11:19:19,16.0,PLANT
1545,21,40,2023-06-07 22:24:47,3.0,PLANT
1546,25,43,2023-04-21 13:39:58,15.0,plant
1547,27,44,2023-04-22 22:30:32,4.0,Transfer
1548,25,36,2023-09-06 00:18:21,6.0,TRANSFER
1549,22,39,2023-11-27 04:52:16,2.0,Plant
1550,11,25,2023-04-25 11:23:34,,Transfer
1551,6,13,2023-04-13 08:49:34,4.0,PLANT
1552,3,39,2023-03-22 11:19:43,6.0,TRANSFER
1553,30,36,2023-05-30 07:08:22,13.0,TRANSFER
1554,28,12,2023-06-30 03:34:50,7.0,Plant
1555,9,21,2023-09-02 21:52:10,6.0,PLANT
1556,17,23,2023-01-15 02:34:41,7.0,plant
1557,23,18,2023-03-04 06:01:31,19.0,PLANT
1558,19,13,2023-11-27 13:09:50,6.0,TRANSFER
1559,2,19,2023-04-05 21:01:37,5.0,TRANSFER
1560,21,35,2023-03-26 13:01:47,4.0,plant
1561,5,46,2023-02-13 17:18:15,12.0,PLANT
1562,18,48,2023-11-07 11:15:09,7.0,plant
1563,12,34,2023-08-02 09:36:38,16.0,TRANSFER
1564,24,1,2023-10-31 23:40:50,5.0,TRANSFER
1565,15,46,2023-06-02 15:36:15,11.0,Transfer
1566,14,22,2023-06-01 01:13:29,14.0,Transfer
1567,2,28,2023-05-15 07:03:31,11.0,Transfer
1568,24,4,2023-04-30 03:57:17,1.0,plant
1569,22,37,2023-01-01 20:46:58,19.0,PLANT
1570,10,7,2023-06-30 02:17:39,11.0,TRANSFER
1571,20,11,2023-05-05 18:40:57,13.0,Transfer
1572,3,12,2023-10-09 13:51:08,1.0,plant
1573,30,40,2023-04-14 01:00:36,15.0,Plant
1574,9,39,2023-03-22 14:56:13,6.0,TRANSFER
1575,15,35,2023-11-28 04:33:13,12.0,Plant
1576,30,34,2023-10-08 04:40:45,4.0,Transfer
1577,22,18,2023-11-04 00:11:01,19.0,Plant
1578,21,10,2023-08-17 00:54:22,14.0,plant
1579,30,15,2023-12-27 23:11:56,9.0,plant
1580,29,26,2023-09-13 08:07:09,16.0,plant
1581,29,49,2023-08-31 01:34:28,15.0,TRANSFER
1582,26,3,2023-08-12 00:19:32,10.0,Plant
1583,3,13,2023-06-22 21:27:52,17.0,TRANSFER
1584,19,34,2023-12-07 07:55:46,13.0,Plant
1585,6,47,2023-07-02 12:50:26,2.0,TRANSFER
1586,26,17,2023-11-16 07:26:23,6.0,Plant
1587,20,1,2023-05-20 04:34:22,19.0,plant
1588,4,14,2023-07-05 19:30:48,15.0,plant
1589,11,1,2023-12-07 09:53:01,16.0,PLANT
1590,8,24,2023-04-10 21:34:00,19.0,TRANSFER
1591,18,11,2023-11-04 13:08:25,,plant
1592,22,3,2023-09-01 20:08:15,4.0,Plant
1593,13,13,2023-01-27 01:35:27,,plant
1594,15,22,2023-09-24 14:48:25,4.0,PLANT
1595,16,41,2023-10-16 02:23:35,17.0,Plant
1596,25,47,2023-06-14 16:57:42,6.0,Transfer
1597,3,41,2023-10-04 19:04:13,,Plant
1598,5,30,2023-05-28 20:15:45,10.0,Plant
1599,27,25,2023-12-14 02:13:46,12.0,TRANSFER
1600,7,7,2023-08-03 09:03:57,3.0,TRANSFER
1601,1,25,2023-07-21 05:07:26,13.0,Plant
1602,8,39,2023-08-19 06:02:19,4.0,Transfer
1603,6,25,2023-07-04 01:43:37,13.0,TRANSFER
1604,4,2,2023-01-27 17:43:50,2.0,PLANT
1605,11,34,2023-02-28 22:07:00,4.0,TRANSFER
1606,6,22,2023-07-04 16:16:48,3.0,Plant
1607,18,1,2023-05-25 15:16:10,3.0,plant
1608,20,18,2023-08-18 00:57:29,,Transfer
1609,24,16,2023-03-29 15:22:45,,Plant
1610,20,10,2023-07-13 14:07:17,15.0,Transfer
1611,21,31,2023-08-28 17:44:59,13.0,Transfer
1612,2,48,2023-12-01 20:31:49,8.0,TRANSFER
1613,30,13,2023-01-05 00:42:58,6.0,PLANT
1614,19,34,2023-11-10 16:59:28,15.0,Plant
1615,19,34,2023-10-03 19:27:09,13.0,Transfer
1616,18,42,2023-08-22 09:02:39,8.0,Plant
1617,28,12,2023-07-22 14:15:34,10.0,Plant
1618,24,37,2023-01-10 03:38:54,19.0,Plant
1619,11,40,2023-11-15 09:34:23,15.0,Plant
1620,3,17,2023-03-04 07:13:25,,plant
1621,11,41,2023-07-13 22:43:57,14.0,Plant
1622,1,15,2023-08-03 17:48:04,8.0,PLANT
1623,2,13,2023-04-15 23:45:02,19.0,TRANSFER
1624,24,46,2023-05-29 02:35:56,15.0,plant
1625,1,8,2023-08-13 01:47:01,16.0,TRANSFER
1626,1,17,2023-03-13 22:36:57,10.0,PLANT
1627,13,11,2023-10-29 13:23:57,13.0,Transfer
1628,27,40,2023-04-23 17:44:13,9.0,PLANT
1629,1,46,2023-07-13 06:17:28,10.0,Transfer
1630,10,1,2023-07-19 16:02:51,5.0,TRANSFER
1631,29,32,2023-09-24 00:43:03,13.0,PLANT
1632,13,44,2023-05-16 16:09:30,8.0,plant
1633,8,10,2023-10-16 11:30:05,17.0,Transfer
1634,22,44,2023-07-11 14:19:40,6.0,Transfer
1635,7,15,2023-10-15 09:30:47,8.0,PLANT
1636,20,3,2023-09-02 01:24:23,7.0,plant
1637,12,9,2023-07-18 13:36:48,13.0,Plant
1638,8,8,2023-09-28 17:45:26,13.0,plant
1639,13,10,2023-08-03 14:50:24,4.0,Plant
1640,2,8,2023-03-22 01:46:14,9.0,plant
1641,9,16,2023-09-29 04:48:49,3.0,Plant
1642,20,11,2023-02-06 07:13:22,2.0,Plant
1643,17,23,2023-04-25 08:57:13,8.0,PLANT
1644,18,22,2023-05-30 14:14:41,3.0,plant
1645,24,40,2023-08-19 23:58:49,12.0,Plant
1646,16,18,2023-08-13 08:59:12,17.0,Plant
1647,9,39,2023-11-06 05:37:51,5.0,TRANSFER
1648,5,3,2023-09-11 10:11:48,17.0,Plant
1649,20,8,2023-12-29 20:30:20,1.0,PLANT
1650,16,5,2023-06-25 08:01:35,10.0,Plant
1651,26,27,2023-05-02 17:49:59,16.0,plant
1652,13,5,2023-02-08 08:07:59,1.0,plant
1653,23,19,2023-03-05 15:43:07,,PLANT
1654,2,17,2023-10-13 10:52:05,10.0,Transfer
1655,23,46,2023-08-01 04:17:20,17.0,TRANSFER
1656,30,18,2023-06-21 01:20:41,12.0,PLANT
1657,12,2,2023-11-26 09:50:25,8.0,Plant
