movement_id,dealership_id,model_id,movement_date,movement_type,quantity_change
1503,12,14,2023-03-05 04:40:01,Transfer,1
1504,1,47,2023-09-10 18:11:08,Sale,4
1505,24,13,2023-12-22 04:10:39,SALE,6
1506,26,2,2023-05-27 20:41:32,sold,6
1507,20,50,2023-11-02 01:34:34,Sale,-5
1508,6,43,2023-04-15 18:35:23,TRANSFER,8
1509,2,41,2023-10-25 07:23:00,sold,1
1510,13,41,2023-03-13 04:23:27,SALE,-4
1511,28,47,2023-09-09 12:40:07,SALE,-8
1512,20,45,2023-05-10 07:35:07,Sale,3
1513,8,50,2023-07-15 19:37:18,sold,-5
1514,18,29,2023-11-05 18:37:02,Sale,-4
1515,22,1,2023-03-23 04:07:49,Damage,-9
1516,16,17,2023-03-17 21:28:48,SALE,-6
1517,2,44,2023-08-04 19:14:49,SALE,-10
1518,24,28,2023-03-11 04:09:42,sold,1
1519,16,19,2023-09-20 16:24:31,SALE,-4
1520,30,33,2023-07-08 15:17:07,SALE,-2
1521,3,4,2023-10-10 03:09:51,SALE,-7
1522,16,26,2023-09-16 10:21:39,SALE,-8
1523,16,24,2023-04-04 09:57:44,SALE,2
1524,9,7,2023-03-15 03:04:25,SALE,1
1525,22,43,2023-09-02 13:09:41,Transfer,3
1526,19,26,2023-06-23 18:22:01,SALE,2
1527,11,16,2023-02-18 10:25:58,Damage,-4
1528,2,14,2023-09-20 14:22:41,Sale,-6
1529,30,37,2023-04-25 09:04:45,SALE,1
1530,16,12,2023-03-08 04:16:15,sold,-5
1531,24,45,2023-10-14 06:59:24,sold,2
1532,16,11,2023-10-15 07:32:58,Sale,-3
1533,15,1,2023-05-06 11:36:02,Damage,-7
1534,20,35,2023-12-27 11:16:12,TRANSFER,-2
1535,24,32,2023-11-13 16:43:37,Sale,7
1536,7,50,2023-04-16 03:29:33,Transfer,-10
1537,12,33,2023-06-23 22:37:36,SALE,7
1538,15,5,2023-12-30 23:14:12,Damage,1
1539,2,33,2023-03-14 06:24:38,Sale,-7
1540,7,2,2023-07-13 08:16:05,Damage,-6
1541,20,33,2023-04-10 18:28:53,Sale,-2
1542,22,24,2023-10-22 10:33:35,Damage,3
1543,24,40,2023-10-27 13:51:33,TRANSFER,7
1544,25,13,2023-10-30 12:21:39,Sale,-5
1545,29,33,2023-04-06 15:39:18,Transfer,-5
1546,30,7,2023-06-14 12:45:57,TRANSFER,-7
1547,12,35,2023-06-24 04:07:32,Damage,-8
1548,20,19,2023-04-17 02:50:30,Damage,-8
1549,19,34,2023-11-03 21:22:14,TRANSFER,7
1550,14,34,2023-04-12 10:51:58,Transfer,-7
1551,2,26,2023-09-13 17:45:53,Damage,-4
1552,14,6,2023-01-28 18:39:32,sold,-2
1553,20,26,2023-04-20 14:36:26,Transfer,9
1554,14,35,2023-06-23 05:54:34,Damage,1
1555,18,23,2023-06-02 12:29:10,Sale,-2
1556,3,27,2023-05-23 21:53:32,TRANSFER,-6
1557,17,10,2023-07-17 23:46:31,Damage,-6
1558,16,36,2023-06-15 22:51:04,Transfer,8
1559,13,30,2023-11-08 23:54:59,Transfer,2
1560,23,34,2023-07-03 17:17:33,Transfer,-4
1561,22,39,2023-08-22 22:47:48,Transfer,-9
1562,17,33,2023-12-28 07:26:31,Transfer,-7
1563,29,9,2023-09-12 03:39:19,sold,8
1564,25,1,2023-06-04 10:30:25,sold,-3
1565,6,33,2023-12-22 11:17:03,SALE,6
1566,5,7,2023-04-30 17:00:32,sold,-6
1567,17,9,2023-03-22 02:14:17,Damage,-3
1568,15,16,2023-10-21 12:44:25,TRANSFER,6
1569,26,30,2023-03-04 12:23:47,Transfer,1
1570,21,18,2023-11-21 10:48:42,sold,-5
1571,2,24,2023-12-19 10:00:33,sold,1
1572,7,14,2023-03-28 08:14:38,TRANSFER,9
1573,27,46,2023-11-15 19:45:00,Damage,2
1574,22,29,2023-02-16 05:13:50,Sale,-4
1575,4,37,2023-06-10 20:33:29,Sale,-10
1576,27,38,2023-07-20 17:44:34,sold,-8
1577,19,19,2023-04-22 06:45:37,sold,-6
1578,13,6,2023-11-02 02:36:03,sold,-2
1579,21,5,2023-08-08 03:56:07,Transfer,-5
1580,3,11,2023-08-23 03:30:02,Damage,7
1581,9,7,2023-04-07 23:14:23,SALE,-8
1582,28,10,2023-03-18 02:16:08,Transfer,-5
1583,22,18,2023-05-11 20:19:34,Transfer,-10
1584,10,40,2023-01-11 08:36:01,SALE,2
1585,18,33,2023-03-03 00:55:02,TRANSFER,1
1586,23,15,2023-12-04 06:19:53,Sale,-5
1587,24,11,2023-01-15 15:08:05,Transfer,-7
1588,25,18,2023-04-08 15:08:03,SALE,-3
1589,16,29,2023-04-12 03:26:40,Sale,3
1590,4,3,2023-09-10 12:55:11,sold,1
1591,17,30,2023-04-29 02:41:13,SALE,5
1592,16,13,2023-11-09 21:58:49,Damage,-2
1593,24,26,2023-11-07 11:17:04,SALE,4
1594,26,19,2023-07-15 05:21:25,Sale,5
1595,1,11,2023-03-27 11:10:03,Damage,-8
1596,5,5,2023-07-30 06:42:14,TRANSFER,-8
1597,2,25,2023-03-24 14:42:04,SALE,5
1598,8,29,2023-06-11 12:47:28,SALE,-8
1599,16,22,2023-07-31 08:35:55,SALE,-3
1600,21,45,2023-01-25 10:38:53,Transfer,8
1601,6,25,2023-07-20 20:03:29,Damage,-10
1602,14,32,2023-12-28 19:43:52,TRANSFER,9
1603,23,35,2023-07-18 23:11:43,Transfer,-4
1604,30,17,2023-06-12 02:52:46,sold,-6
1605,4,26,2023-05-20 18:51:23,Damage,9
1606,21,3,2023-01-24 01:06:49,Sale,8
1607,25,36,2023-05-03 21:23:22,TRANSFER,5
1608,22,33,2023-10-03 12:25:47,Damage,4
1609,8,31,2023-11-03 10:23:27,Damage,-7
1610,20,7,2023-04-27 09:04:35,sold,-9
1611,27,20,2023-05-26 00:00:35,TRANSFER,-2
1612,14,46,2023-05-09 01:57:29,Transfer,4
1613,4,43,2023-11-04 01:22:45,Sale,3
1614,14,19,2023-09-11 13:30:12,sold,4
1615,8,45,2023-02-11 23:42:36,TRANSFER,3
1616,27,40,2023-09-03 12:39:06,Transfer,3
1617,19,5,2023-01-12 05:42:00,Damage,9
1618,30,32,2023-08-20 13:02:22,Damage,-9
1619,28,50,2023-04-16 03:03:30,Sale,7
1620,27,46,2023-08-19 09:45:19,Sale,1
1621,29,17,2023-12-11 19:40:31,Damage,-9
1622,30,44,2023-06-20 14:35:28,SALE,-4
1623,5,8,2023-07-11 21:16:22,SALE,9
1624,12,35,2023-10-14 08:40:07,TRANSFER,-4
1625,3,6,2023-10-12 13:39:04,sold,8
1626,17,44,2023-02-23 06:30:18,TRANSFER,-10
1627,28,49,2023-05-19 19:15:54,Sale,-6
1628,19,4,2023-07-15 16:26:51,sold,8
1629,6,34,2023-10-09 19:06:33,Transfer,-10
1630,27,1,2023-09-16 06:39:11,Transfer,3
1631,22,28,2023-08-29 12:12:12,Damage,8
1632,23,27,2023-09-02 18:44:00,TRANSFER,-2
1633,19,50,2023-03-10 02:36:48,sold,4
1634,25,21,2023-09-17 13:30:03,Damage,-9
1635,13,25,2023-07-06 02:59:56,Transfer,2
1636,26,24,2023-04-13 23:39:51,Sale,8
1637,30,28,2023-04-23 01:56:49,SALE,-10
1638,9,2,2023-11-12 08:09:51,sold,1
1639,18,7,2023-06-03 06:16:27,TRANSFER,-9
1640,14,11,2023-12-23 15:42:45,Damage,1
1641,8,30,2023-12-07 13:06:47,Sale,-6
1642,29,44,2023-05-21 09:11:53,Damage,9
1643,11,19,2023-11-18 21:01:09,sold,-2
1644,18,6,2023-11-05 04:05:44,TRANSFER,6
1645,18,41,2023-05-25 17:52:23,Sale,9
1646,15,16,2023-11-29 15:34:30,TRANSFER,6
1647,6,19,2023-08-27 19:31:32,SALE,-9
1648,24,26,2023-10-18 04:21:20,Damage,9
1649,17,15,2023-10-10 03:18:19,Sale,8
1650,29,34,2023-09-11 14:47:29,Damage,-10
1651,24,14,2023-01-29 23:32:01,Damage,8
1652,8,50,2023-10-12 11:27:12,Sale,-10
1653,20,5,2023-09-23 13:27:55,TRANSFER,-5
1654,16,38,2023-03-19 07:05:19,SALE,5
1655,22,20,2023-05-02 20:56:20,Damage,-8
1656,2,38,2023-03-07 10:27:30,Damage,-3
1657,1,12,2023-06-20 13:25:49,Sale,3
1658,27,37,2023-10-05 09:21:50,sold,-9
1659,13,7,2023-10-26 18:54:51,TRANSFER,-4
1660,7,34,2023-10-23 18:21:48,Sale,5
1661,23,32,2023-02-16 19:14:21,Transfer,6
1662,19,9,2023-05-24 11:59:51,Damage,5
1663,3,37,2023-10-24 03:10:20,Damage,9
1664,12,9,2023-10-03 14:06:57,Sale,5
1665,26,19,2023-04-09 10:52:58,SALE,7
1666,12,39,2023-11-30 22:39:27,sold,1
1667,17,12,2023-04-10 07:17:02,Transfer,1
1668,28,8,2023-03-15 09:44:13,SALE,-2
1669,17,12,2023-09-29 15:22:10,SALE,4
1670,18,37,2023-05-05 07:41:30,sold,-4
1671,26,16,2023-02-28 13:53:12,sold,8
1672,28,41,2023-12-06 02:27:45,TRANSFER,9
1673,3,3,2023-09-16 18:16:11,sold,-4
1674,20,8,2023-07-23 19:13:12,TRANSFER,-4
1675,24,11,2023-07-15 05:08:15,sold,7
1676,21,18,2023-03-12 05:20:46,TRANSFER,-2
1677,15,10,2023-08-22 00:23:36,SALE,-3
1678,2,33,2023-05-18 23:57:54,TRANSFER,-6
1679,7,15,2023-12-23 04:15:22,SALE,3
1680,24,23,2023-09-12 00:45:32,Damage,8
1681,13,42,2023-03-06 19:16:36,sold,5
1682,13,12,2023-08-28 16:05:13,TRANSFER,4
1683,29,28,2023-06-07 17:35:29,Transfer,-4
1684,19,3,2023-08-21 07:31:39,SALE,-8
1685,6,1,2023-01-29 19:39:38,Transfer,-6
1686,10,35,2023-10-05 13:34:26,Damage,5
1687,8,1,2023-05-27 10:00:07,SALE,-7
1688,26,36,2023-06-07 08:11:29,sold,7
1689,22,30,2023-02-05 05:21:08,TRANSFER,-8
1690,10,30,2023-02-12 15:33:01,Transfer,-10
1691,6,10,2023-02-13 20:22:11,Transfer,1
1692,24,47,2023-03-11 19:46:53,SALE,-10
1693,30,41,2023-07-05 20:07:04,sold,8
1694,12,14,2023-07-18 04:41:02,SALE,8
1695,1,49,2023-04-17 08:56:09,sold,-5
1696,2,24,2023-02-14 19:04:20,Damage,-8
1697,11,20,2023-08-26 00:23:08,Sale,-8
1698,3,20,2023-05-18 08:02:40,sold,-8
1699,23,33,2023-07-22 05:17:42,Damage,2
1700,1,12,2023-09-15 19:22:00,sold,5
1701,4,5,2023-05-27 11:12:21,Damage,5
1702,3,23,2023-11-23 19:30:01,TRANSFER,9
1703,24,16,2023-12-22 14:02:47,sold,-10
1704,23,41,2023-11-26 18:55:04,SALE,6
1705,17,46,2023-06-12 11:24:58,sold,6
1706,27,27,2023-08-01 14:21:18,TRANSFER,-4
1707,25,9,2023-03-15 04:13:16,Sale,4
1708,27,14,2023-03-20 23:14:30,Sale,-5
1709,20,29,2023-03-08 04:42:12,Damage,-2
1710,7,14,2023-02-17 14:47:14,sold,-8
1711,12,31,2023-02-18 04:16:19,Sale,1
1712,22,7,2023-07-02 15:57:39,Sale,-2
1713,19,41,2023-12-01 15:03:11,SALE,-4
1714,30,44,2023-10-14 23:59:18,Damage,4
1715,6,9,2023-08-24 03:50:32,SALE,-2
1716,7,14,2023-10-27 02:49:17,Transfer,9
1717,27,19,2023-05-26 19:09:05,Transfer,-8
1718,5,34,2023-12-17 01:23:07,SALE,-2
1719,26,10,2023-07-26 09:39:41,SALE,6
1720,4,47,2023-07-22 22:54:17,Damage,3
1721,11,16,2023-08-20 19:40:33,Sale,-5
1722,22,47,2023-12-16 23:35:47,Sale,6
1723,10,37,2023-05-04 11:20:47,Sale,8
1724,24,23,2023-09-29 21:19:19,Sale,-3
1725,23,37,2023-01-02 07:40:41,SALE,-4
1726,3,31,2023-07-11 21:41:35,sold,8
1727,18,2,2023-09-29 21:28:16,Sale,-4
1728,15,22,2023-06-02 02:23:33,SALE,4
1729,26,42,2023-06-27 16:13:49,SALE,-7
1730,12,4,2023-12-09 23:53:30,Sale,-3
1731,21,33,2023-01-23 05:02:08,Transfer,7
1732,25,22,2023-01-03 23:24:40,TRANSFER,6
1733,16,31,2023-06-14 03:53:24,TRANSFER,5
1734,27,12,2023-05-30 22:17:22,Sale,-7
1735,26,33,2023-02-03 01:33:36,SALE,-10
1736,5,20,2023-02-03 13:24:51,Sale,-7
1737,10,41,2023-02-23 19:06:17,sold,-4
1738,11,9,2023-10-23 04:31:49,Transfer,-4
1739,1,48,2023-06-18 09:03:19,TRANSFER,-8
1740,28,23,2023-10-09 17:14:00,Sale,-2
1741,25,33,2023-03-02 01:07:26,Sale,-4
1742,16,19,2023-05-30 15:58:43,SALE,7
1743,12,33,2023-09-01 18:48:52,SALE,2
1744,2,5,2023-12-12 16:32:39,TRANSFER,4
1745,29,21,2023-08-20 10:27:27,SALE,8
1746,12,32,2023-11-23 03:58:39,Sale,2
1747,2,41,2023-05-26 20:24:25,SALE,2
1748,22,19,2023-05-16 05:24:11,SALE,1
1749,11,46,2023-06-22 01:56:53,Damage,3
1750,3,22,2023-12-21 12:24:36,sold,6
1751,5,18,2023-10-08 21:47:58,TRANSFER,-3
1752,15,36,2023-07-26 18:26:18,Damage,-4
1753,5,25,2023-05-26 01:44:01,TRANSFER,5
1754,27,36,2023-06-21 18:40:43,Damage,6
1755,19,16,2023-06-25 07:09:44,TRANSFER,-10
1756,12,26,2023-12-01 12:32:49,TRANSFER,-5
1757,8,13,2023-04-15 10:32:07,TRANSFER,-7
1758,29,32,2023-10-02 08:08:13,Sale,-10
1759,3,3,2023-06-05 03:38:38,sold,2
1760,22,50,2023-12-11 00:38:47,Sale,9
1761,28,36,2023-01-21 07:21:05,Sale,-2
1762,26,37,2023-10-29 18:15:03,Sale,-2
1763,13,19,2023-11-15 22:26:28,TRANSFER,-8
1764,21,14,2023-03-15 14:06:43,Damage,9
1765,11,21,2023-11-08 18:47:29,Damage,-6
1766,27,32,2023-06-05 18:48:24,Transfer,3
1767,11,50,2023-02-01 02:55:14,Sale,-9
1768,7,24,2023-08-09 02:44:29,Damage,8
1769,6,16,2023-02-10 12:30:03,sold,-7
1770,11,37,2023-09-04 07:29:40,Damage,1
1771,9,8,2023-02-14 12:44:03,Damage,-2
1772,15,29,2023-07-17 01:07:04,SALE,9
1773,16,50,2023-03-14 13:11:47,TRANSFER,8
1774,27,5,2023-10-18 22:25:56,TRANSFER,1
1775,2,14,2023-11-24 08:34:38,SALE,3
1776,27,24,2023-07-11 09:47:08,Sale,-10
1777,11,10,2023-01-10 07:07:54,sold,-7
1778,26,5,2023-09-30 21:52:55,SALE,-3
1779,6,45,2023-08-07 12:31:47,Sale,-4
1780,12,44,2023-09-20 23:42:02,TRANSFER,8
1781,26,50,2023-02-02 22:36:01,Damage,6
1782,29,11,2023-11-08 07:42:50,sold,8
1783,26,33,2023-05-05 21:59:37,TRANSFER,7
1784,5,29,2023-10-27 14:47:11,Sale,-4
1785,25,34,2023-08-11 18:33:53,sold,-3
1786,18,2,2023-11-14 15:23:37,TRANSFER,1
1787,12,45,2023-02-23 23:11:04,Transfer,-4
1788,8,41,2023-08-23 16:06:21,Damage,2
1789,23,48,2023-10-08 20:21:16,SALE,-6
1790,1,48,2023-01-20 06:56:57,sold,-5
1791,3,41,2023-10-25 21:29:41,sold,-6
1792,4,24,2023-05-30 13:21:15,Transfer,9
1793,8,39,2023-11-12 14:41:04,Transfer,-4
1794,18,21,2023-02-19 12:34:17,Damage,-10
1795,8,8,2023-05-17 11:40:49,sold,-5
1796,2,10,2023-09-02 07:37:16,SALE,-7
1797,12,45,2023-03-05 03:46:48,TRANSFER,2
1798,19,11,2023-12-14 02:09:11,SALE,-7
1799,8,14,2023-12-25 23:02:48,sold,-10
1800,27,5,2023-11-01 19:57:17,SALE,1
1801,9,50,2023-11-12 11:36:58,sold,7
1802,28,48,2023-06-12 05:27:07,Transfer,3
1803,21,25,2023-01-18 15:57:00,sold,3
1804,20,26,2023-03-24 17:32:15,Transfer,-8
1805,15,38,2023-01-07 20:52:21,sold,-2
1806,19,44,2023-11-13 10:37:38,sold,-5
1807,15,45,2023-02-01 08:00:58,Damage,-3
1808,30,34,2023-06-21 09:45:55,Sale,-6
1809,19,30,2023-06-18 02:14:37,Transfer,4
1810,9,17,2023-08-17 20:01:26,Sale,-8
1811,20,36,2023-10-14 08:20:28,Transfer,-8
1812,18,33,2023-12-19 12:58:37,Damage,2
1813,16,31,2023-04-01 03:51:51,Transfer,3
1814,13,18,2023-08-21 00:57:33,Transfer,-2
1815,28,12,2023-04-07 04:50:55,SALE,7
1816,30,6,2023-01-29 15:50:19,Sale,7
1817,15,11,2023-02-16 06:28:12,Sale,9
1818,29,26,2023-09-08 04:42:22,sold,5
1819,20,41,2023-12-14 15:55:53,sold,-9
1820,19,8,2023-03-19 16:24:13,sold,8
1821,30,32,2023-02-28 00:29:28,TRANSFER,-6
1822,15,23,2023-05-01 04:21:29,sold,-10
1823,5,49,2023-10-30 10:52:55,SALE,-3
1824,4,5,2023-08-07 12:40:49,Sale,7
1825,18,30,2023-03-01 01:17:37,Sale,6
1826,14,4,2023-12-29 18:09:15,Transfer,4
1827,27,37,2023-06-13 09:15:00,Sale,1
1828,10,47,2023-09-07 20:20:01,Sale,-3
1829,1,6,2023-11-02 16:44:32,Sale,4
1830,17,22,2023-05-25 22:00:57,SALE,6
1831,1,26,2023-06-07 07:15:22,Transfer,7
1832,19,29,2023-02-03 13:15:54,Damage,3
1833,15,29,2023-08-31 05:14:27,SALE,9
1834,2,5,2023-11-21 02:27:41,SALE,9
1835,4,45,2023-08-18 04:55:09,sold,-10
1836,3,19,2023-05-27 16:10:40,SALE,8
1837,23,3,2023-07-22 18:28:03,sold,9
1838,8,40,2023-12-04 21:47:58,TRANSFER,-2
1839,28,14,2023-07-18 19:25:15,Sale,-7
1840,11,47,2023-10-18 07:48:14,Damage,8
1841,21,40,2023-01-11 20:28:35,Transfer,8
1842,6,40,2023-03-04 04:45:25,sold,4
1843,30,45,2023-06-08 05:38:01,sold,8
1844,23,23,2023-02-05 23:59:00,Damage,2
1845,9,27,2023-03-05 22:29:00,sold,-7
1846,17,37,2023-04-02 05:03:36,TRANSFER,1
1847,15,13,2023-03-17 13:23:53,SALE,-7
1848,13,44,2023-05-11 05:51:03,TRANSFER,2
1849,15,22,2023-04-02 23:47:49,sold,-5
1850,18,11,2023-06-29 20:00:44,Damage,9
1851,17,15,2023-07-21 15:02:18,TRANSFER,-10
1852,9,29,2023-03-13 00:05:41,sold,3
1853,2,15,2023-03-08 11:36:05,sold,2
1854,18,25,2023-11-04 01:47:31,Sale,2
1855,21,21,2023-11-11 15:26:37,Damage,-8
1856,9,43,2023-07-11 07:01:08,TRANSFER,7
1857,29,9,2023-05-20 13:11:57,Damage,9
1858,19,25,2023-12-01 01:27:31,SALE,-4
1859,10,49,2023-03-25 17:12:33,Sale,5
1860,14,28,2023-07-05 10:47:26,Sale,1
1861,24,23,2023-01-28 03:49:40,TRANSFER,7
1862,26,29,2023-02-12 06:36:43,TRANSFER,3
1863,1,30,2023-03-19 08:07:24,TRANSFER,8
1864,30,25,2023-12-12 08:02:04,Damage,-6
1865,28,20,2023-08-29 05:56:48,SALE,-6
1866,29,35,2023-02-10 13:29:49,sold,-3
1867,26,1,2023-08-25 21:04:56,SALE,-8
1868,18,46,2023-02-24 19:49:35,Sale,-6
1869,24,39,2023-03-27 14:29:13,Sale,-3
1870,1,24,2023-10-23 19:49:47,Damage,1
1871,9,29,2023-02-26 16:42:21,Transfer,-8
1872,20,25,2023-07-13 21:20:40,sold,-10
1873,16,19,2023-08-04 05:52:08,sold,-2
1874,19,19,2023-05-19 22:00:01,sold,7
1875,3,33,2023-12-07 20:06:34,TRANSFER,5
1876,1,40,2023-01-15 04:14:10,Transfer,-7
1877,8,23,2023-09-07 11:09:16,SALE,-4
1878,20,49,2023-10-27 11:26:47,sold,-5
1879,17,39,2023-08-28 00:16:49,Sale,6
1880,27,35,2023-08-04 11:46:51,Sale,3
1881,5,28,2023-05-13 03:37:09,Sale,9
1882,10,48,2023-08-16 12:21:28,Sale,7
1883,8,37,2023-01-17 12:26:46,sold,-7
1884,24,41,2023-02-20 08:41:02,Transfer,-8
1885,26,3,2023-08-31 00:01:06,sold,1
1886,12,44,2023-04-10 01:25:27,Transfer,-8
1887,16,50,2023-12-15 07:07:52,sold,9
1888,19,12,2023-03-13 17:23:26,Damage,-6
1889,30,8,2023-12-16 21:09:11,TRANSFER,-10
1890,28,34,2023-06-26 13:34:08,sold,-8
1891,4,6,2023-10-29 03:22:25,Sale,7
1892,28,47,2023-09-15 01:05:35,Transfer,6
1893,10,2,2023-03-12 12:32:59,Sale,7
1894,4,21,2023-12-11 07:25:10,sold,-4
1895,16,11,2023-05-05 22:52:48,sold,-3
1896,3,33,2023-06-17 00:32:45,sold,-3
1897,22,13,2023-04-26 01:07:47,sold,-10
1898,19,43,2023-05-28 02:11:25,Transfer,8
1899,22,15,2023-11-29 01:25:29,Sale,-3
1900,21,12,2023-02-26 20:30:12,Damage,8
1901,30,23,2023-01-20 06:23:29,Transfer,-4
1902,27,18,2023-04-04 05:12:02,sold,1
1903,2,44,2023-04-02 06:40:39,SALE,2
1904,8,25,2023-05-28 09:04:47,sold,3
1905,11,29,2023-06-17 11:53:34,Sale,-2
1906,23,49,2023-08-02 07:03:24,TRANSFER,-6
1907,7,20,2023-03-21 16:12:16,SALE,7
1908,6,19,2023-12-11 15:16:27,Sale,3
1909,9,38,2023-10-20 01:40:28,sold,-3
1910,4,36,2023-06-18 01:52:30,SALE,9
1911,14,48,2023-10-12 10:28:04,Transfer,-7
1912,21,14,2023-05-09 14:50:54,SALE,9
1913,25,34,2023-02-22 20:26:10,Sale,8
1914,15,42,2023-06-18 00:55:36,TRANSFER,-6
1915,19,43,2023-01-16 13:12:37,Sale,-9
1916,19,30,2023-01-25 12:13:24,Sale,8
1917,30,10,2023-06-06 12:25:38,Transfer,-5
1918,16,48,2023-07-27 19:35:15,Damage,-2
1919,12,44,2023-09-23 05:55:55,TRANSFER,-10
1920,28,8,2023-07-21 19:54:15,sold,8
1921,24,2,2023-02-12 16:15:09,TRANSFER,2
1922,10,43,2023-10-23 06:51:28,Damage,2
1923,6,22,2023-09-20 00:04:29,SALE,3
1924,29,24,2023-07-15 14:44:38,Damage,1
1925,18,6,2023-06-21 16:18:08,sold,-6
1926,19,5,2023-03-27 01:24:51,TRANSFER,-3
1927,8,30,2023-04-20 19:52:17,Transfer,-6
1928,15,30,2023-11-06 12:28:16,Damage,8
1929,30,32,2023-03-19 20:08:55,Transfer,5
1930,5,3,2023-10-06 14:10:33,Sale,3
1931,13,12,2023-11-25 13:58:33,SALE,2
1932,14,26,2023-02-24 18:17:10,sold,2
1933,15,12,2023-02-13 18:53:05,Transfer,2
1934,2,34,2023-08-21 09:12:25,Damage,9
1935,19,42,2023-08-12 23:56:57,SALE,-9
1936,27,9,2023-11-20 17:03:01,Damage,8
1937,2,8,2023-02-24 11:17:54,Sale,9
1938,5,22,2023-09-13 01:20:04,sold,-7
1939,5,47,2023-02-07 21:12:40,sold,4
1940,25,9,2023-08-05 20:32:02,TRANSFER,3
1941,22,38,2023-07-08 08:26:32,Damage,-3
1942,2,24,2023-11-22 15:24:30,Damage,1
1943,27,12,2023-06-26 20:48:47,Damage,-10
1944,17,12,2023-10-13 14:14:20,Sale,-2
1945,7,46,2023-03-03 16:21:27,Sale,4
1946,23,18,2023-02-21 15:44:09,TRANSFER,-7
1947,10,17,2023-05-03 10:33:14,sold,3
1948,22,40,2023-08-06 09:12:56,Sale,5
1949,15,37,2023-01-19 13:15:29,Transfer,1
1950,29,31,2023-04-06 00:29:23,sold,-4
1951,28,9,2023-07-24 10:05:41,TRANSFER,1
1952,18,39,2023-12-03 20:02:47,TRANSFER,3
1953,29,32,2023-12-02 07:12:26,SALE,-8
1954,30,37,2023-03-23 23:18:46,Damage,-5
1955,8,19,2023-08-30 06:36:27,Transfer,-5
1956,4,42,2023-04-12 22:34:06,Damage,2
1957,11,36,2023-05-09 00:27:13,Transfer,5
1958,7,3,2023-03-25 09:57:08,Damage,-9
1959,16,24,2023-07-26 12:42:51,TRANSFER,7
1960,24,36,2023-06-26 01:16:32,SALE,2
1961,23,26,2023-01-22 15:28:46,TRANSFER,8
1962,28,20,2023-12-01 08:35:48,Sale,-9
1963,3,14,2023-06-25 23:36:20,SALE,-7
1964,24,32,2023-03-02 16:02:55,Sale,-2
1965,20,8,2023-08-18 19:57:40,Sale,1
1966,15,37,2023-12-25 23:45:22,sold,9
1967,24,37,2023-06-02 08:13:48,Damage,-2
1968,21,11,2023-04-14 05:34:08,sold,6
1969,9,6,2023-10-15 02:48:57,sold,-7
1970,19,37,2023-01-06 07:46:30,sold,1
1971,14,32,2023-03-05 13:25:44,Transfer,-6
1972,2,33,2023-06-09 06:14:01,TRANSFER,4
1973,20,46,2023-09-11 05:03:01,sold,-5
1974,18,17,2023-06-30 16:25:30,Transfer,-9
1975,11,34,2023-07-15 15:11:55,Transfer,-2
1976,11,35,2023-01-11 22:40:04,Transfer,6
1977,28,38,2023-06-26 16:12:12,Transfer,3
1978,18,50,2023-06-08 13:46:10,Damage,5
1979,1,22,2023-07-26 08:54:59,Sale,6
1980,8,44,2023-03-29 20:51:53,SALE,4
1981,1,38,2023-07-02 21:12:02,TRANSFER,-5
1982,24,2,2023-06-25 00:12:59,Transfer,-3
1983,9,32,2023-12-07 12:36:41,SALE,2
1984,22,50,2023-09-07 17:08:12,Transfer,-9
1985,7,23,2023-08-14 01:27:10,TRANSFER,4
1986,22,13,2023-05-08 13:32:06,SALE,-3
1987,17,28,2023-01-04 02:47:08,Damage,-2
1988,17,16,2023-04-28 19:21:39,Damage,-3
1989,12,13,2023-01-05 04:45:45,Transfer,1
1990,1,49,2023-08-22 16:10:29,SALE,-4
1991,3,24,2023-08-23 13:15:51,Sale,6
1992,15,4,2023-10-01 21:18:18,Transfer,6
1993,30,38,2023-04-09 14:56:27,Sale,1
1994,23,32,2023-06-13 23:06:47,TRANSFER,5
1995,27,46,2023-07-24 00:15:39,Transfer,-4
1996,8,45,2023-05-02 20:04:05,Damage,-8
1997,12,26,2023-08-31 15:55:57,SALE,7
1998,17,43,2023-10-23 07:28:40,Damage,-2
1999,6,15,2023-01-14 14:40:05,Sale,-4
2000,28,16,2023-10-15 09:27:04,Transfer,-7
2001,24,1,2023-12-22 01:21:28,SALE,7
2002,12,28,2023-04-05 01:52:07,SALE,3
2003,21,17,2023-02-18 06:53:26,sold,-10
2004,11,16,2023-08-06 00:48:39,Damage,-7
2005,2,31,2023-11-07 18:03:10,sold,-3
2006,20,37,2023-01-06 08:19:15,Damage,7
2007,16,16,2023-06-16 23:55:34,Transfer,6
2008,20,46,2023-02-02 09:13:53,SALE,8
2009,4,4,2023-05-13 05:54:42,sold,5
2010,30,43,2023-02-15 18:03:30,SALE,4
2011,24,24,2023-09-17 16:16:52,Sale,6
2012,22,27,2023-01-17 12:09:07,Damage,3
2013,9,35,2023-07-15 13:27:44,TRANSFER,-10
2014,26,34,2023-09-22 04:56:10,sold,-8
2015,17,21,2023-12-13 17:14:09,TRANSFER,9
2016,17,45,2023-05-09 03:57:07,TRANSFER,-3
2017,2,13,2023-06-15 03:42:39,TRANSFER,-5
2018,21,9,2023-12-10 13:12:41,Damage,-6
2019,11,7,2023-04-18 10:35:32,Sale,-8
2020,6,44,2023-03-22 02:20:19,Transfer,7
2021,27,29,2023-03-21 10:06:43,Damage,-6
